indicator_name,indicator_code,country_name,country_code,value,year
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Jawa Barat, Prop.",IDN_Jawa_Barat_ID.JB_73613_IDN035,10.88,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Jawa Tengah, Prop.",IDN_Jawa_Tengah_ID.JT_1520_IDN008,16.34,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Jawa Timur, Prop.",IDN_Jawa_Timur_ID.TI_1521_IDN009,13.15,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Kalimantan Barat, Prop.",IDN_Kalimantan_Barat_ID.KB_1522_IDN010,9.98,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Kalimantan selatan, Prop.",IDN_Kalimantan_Selatan_ID.KS_1523_IDN011,5.79,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Kalimantan Tengah, Prop.",IDN_Kalimantan_Tengah_ID.KT_1524_IDN012,5.81,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Kalimantan Timur, Prop.",IDN_Kalimantan_Timur_ID.KA_1525_IDN013,5.89,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Kepulauan Bangka-Belitung, Prop.",IDN_Bangka_Belitung_ID.BB_73609_IDN004,7.57,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Kepulauan Riau, Prop.",IDN_Kepulauan_Riau_ID.KR_73614_IDN017,8.81,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Lampung, Prop.",IDN_Lampung_ID.LA_1526_IDN014,17.85,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Maluku Utara, Prop.",IDN_Maluku_Utara_ID.MU_73616_IDN016,3.27,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Maluku, Prop.",IDN_Maluku_ID.MA_73615_IDN015,12.97,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Nanggroe Aceh Darussalam, Prop.",IDN_Nangroe_Aceh_Darussalam_ID.AD_1512_IDN020,16.67,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Nusa Tenggara Barat, Prop.",IDN_Nusa_Tenggara_Barat_ID.NB_1528_IDN022,29.47,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Nusa Tenggara Timur, Prop.",IDN_Nusa_Tenggara_Timur_ID.NT_1529_IDN025,15.5,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Papua Barat, Prop.",IDN_Papua_Barat_ID.PB_73612_IDN036,5.93,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Papua, Prop.",IDN_Papua_ID.PA_73617_IDN030,7.02,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Riau, Prop.",IDN_Riau_ID.RI_73618_IDN037,9.12,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sulawesi Barat, Prop.",IDN_Sulawesi_Barat_ID.SB_73619_IDN038,14.14,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sulawesi Selatan, Prop.",IDN_Sulawesi_Selatan_ID.SS_73620_IDN021,6.05,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sulawesi Tengah, Prop.",IDN_Sulawesi_Tengah_ID.ST_1532_IDN023,11.47,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sulawesi Tenggara, Prop.",IDN_Sulawesi_Tenggara_ID.TE_1533_IDN029,5.29,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sulawesi Utara, Prop.",IDN_Sulawesi_Utara_ID.SU_73621_IDN024,7.56,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sumatera Barat, Prop.",IDN_Sumatera_Barat_ID.BR_1535_IDN026,8.3,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_ID.SM_73622_IDN027,18.87,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sumatera Utara, Prop.",IDN_Sumatera_Utara_ID.SA_1537_IDN028,12.85,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,Panama,PAN,19.6,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,Peru,PER,25.4,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Peru, Costa",PER_Costa_AGG233,27.4,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Peru, Lima Metropolitana",PER_Lima_Metropolitana_AGG234,21.7,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Peru, Selva",PER_Selva_AGG235,32.7,2008-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Peru, Sierra",PER_Sierra_AGG230,26.7,2008-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Chile,CHL,15.1,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Antofagasta",CHL_Antofagasta_CL.AN_883_CHL001,8.0,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Araucania",CHL_Araucania_CL.AR_884_CHL002,27.1,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Arica",CHL_Arica_12974,12.8,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Atacama",CHL_Atacama_CL.AT_885_CHL003,17.5,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Aysen Del Gen.d.c.",CHL_Aysen_Del_Gen.d.c_CL.AY_886_CHL004,15.1,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Bio Bio",CHL_Bio_Bio_CL.BO_887_CHL005,21.0,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Coquimbo",CHL_Coquimbo_CL.CO_888_CHL006,16.6,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Libertador General Bernardo O'Higgins",CHL_Libertador_Bernardo_O_Higgins_CL.CL_889_CHL007,12.8,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Los Lagos",CHL_Los_Lagos_CL.LL_890_CHL008,14.2,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Los Rios",CHL_Los_Rios_CL.LR_896_5_CHL015,20.4,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Magallanes",CHL_Magallanes_CL.MA_891_CHL009,9.1,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Maule",CHL_Maule_CL.MU_892_CHL010,20.7,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Metropolitana",CHL_Metropolitana_CL.ME_893_CHL011,11.5,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Tarapaca",CHL_Tarapaca_CL.TA_895_CHL013,15.8,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Valparaiso",CHL_Valparaiso_CL.VA_896_CHL014,15.1,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Colombia,COL,40.3,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Antioquia",COL_Antioquia_CO.AN_936_COL002,35.1,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Atlantico",COL_Atlantico_CO.AT_938_COL004,47.9,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Bogota",COL_Bogota_CO.BG_13922.1_COL034,18.3,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Bolivar",COL_Bolivar_CO.BO_939_COL005,57.1,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Boyaca",COL_Boyaca_CO.BY_940_COL006,48.0,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Caldas",COL_Caldas_CO.CL_942_COL008,41.7,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Caqueta",COL_Caqueta_CO.CQ_943_COL009,51.6,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Cauca",COL_Cauca_CO.CA_945_COL011,66.1,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Cesar",COL_Cesar_CO.CE_946_COL012,58.6,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Choco",COL_Choco_CO.CH_947_COL013,68.3,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Cordoba",COL_Cordoba_CO.CR_948_COL014,61.8,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Cundinamarca",COL_Cundinamarca_CO.CU_949_COL015,26.2,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Guajira",COL_Guajira_CO.GU_951_COL017,66.7,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Huila",COL_Huila_CO.HU_953_COL019,57.5,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Magdalena",COL_Magdalena_CO.MA_954_COL020,58.3,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Meta",COL_Meta_CO.ME_955_COL021,36.0,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, NariNo",COL_Narino_CO.NA_956_COL022,55.1,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Norte De Santander",COL_Norte_De_Santander_CO.NS_957_COL023,47.5,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Quindio",COL_Quindio_CO.QU_959_COL025,49.9,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Risaralda",COL_Risaralda_CO.RI_960_COL026,32.3,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Sucre",COL_Sucre_CO.SU_963_COL029,66.2,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Tolima",COL_Tolima_CO.TO_964_COL030,48.4,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Valle del Cauca",COL_Valle_Del_Cauca_CO.VC_965_COL031,33.3,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Dominican Republic,DOM,42.1,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Cibao Nordeste",DOM_Cibao_Nordeste_AGG029,45.9,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Cibao Noroeste",DOM_Cibao_Noroeste_AGG230.1,58.1,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Cibao Norte",DOM_Cibao_Norte_AGG030,37.6,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Cibao Sur",DOM_Cibao_Sur_AGG031,41.1,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, El Valle",DOM_El_Valle_AGG032,62.4,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Enriquillo",DOM_Enriquillo_AGG033,64.7,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Higuamo",DOM_Higuamo_AGG034,54.1,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Ozama",DOM_Ozama_AGG035,30.9,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Valdesia",DOM_Valdesia_AGG036,52.2,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Yuma",DOM_Yuma_AGG037,39.8,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Ecuador,ECU,36.0,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Ambato",ECU_Ambato_15522,17.1,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Azuay",ECU_Azuay_EC.AZ_1135_ECU001,29.9,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Bolivar",ECU_Bolivar_EC.BO_1136_ECU002,64.9,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Canar",ECU_Canar_EC.CA_1137_ECU003,42.5,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Carchi",ECU_Carchi_EC.CR_1138_ECU004,52.9,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Chimborazo",ECU_Chimborazo_EC.CB_1139_ECU005,54.9,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Cotopaxi",ECU_Cotopaxi_EC.CT_1140_ECU006,48.3,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Cuenca",ECU_Cuenca_15321,11.4,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, El Oro",ECU_El_Oro_EC.EO_1141_ECU007,30.3,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Esmeraldas",ECU_Esmeraldas_EC.ES_1142_ECU008,53.9,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Guayaquil",ECU_Guayaquil_15423,20.1,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Guayas",ECU_Guayas_EC.GU_1144_ECU023,25.6,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Imbabura",ECU_Imbabura_EC.IM_1145_ECU011,44.4,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, La Amazonía",ECU_La_Amazonia_AGG087,59.0,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Loja",ECU_Loja_EC.LJ_1146_ECU012,42.5,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Los Rios",ECU_Los_Rios_EC.LR_1147_ECU013,40.8,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Machala",ECU_Machala_15376,16.0,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Manabi",ECU_Manabi_EC.MN_1148_ECU014,42.8,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Pichincha",ECU_Pichincha_EC.PI_1153_ECU019,14.7,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Quito",ECU_Quito_15512,12.1,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Santa Elena",ECU_Santa_Elena_EC.SE_1158.5_ECU024,57.0,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Santo Domingo",ECU_Santo_Domingo_15514,48.2,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Ecuador, Tungurahua",ECU_Tungurahua_EC.TU_1155_ECU021,33.3,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,El Salvador,SLV,37.8,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, Ahuachapan",SLV_Ahuachapan_SV.AH_1184_SLV001,52.4,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, Cabanas",SLV_Cabanas_SV.CA_1185_SLV002,52.0,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, Chalatenango",SLV_Chalatenango_SV.CH_1186_SLV003,45.5,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, Cuscatlan",SLV_Cuscatlan_SV.CU_1187_SLV004,45.6,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, La Libertad",SLV_La_Libertad_SV.LL_1188_SLV005,33.8,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, La Paz",SLV_La_Paz_SV.LP_1189_SLV006,40.0,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, La Union",SLV_La_Union_SV.UN_1190_SLV007,40.3,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, Morazan",SLV_Morazan_SV.MO_1191_SLV008,53.4,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, San Miguel",SLV_San_Miguel_SV.SM_1192_SLV009,37.7,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, San Salvador",SLV_San_Salvador_SV.SS_1193_SLV010,28.0,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, San Vicente",SLV_San_Vicente_SV.SV_1194_SLV011,46.8,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, Santa Ana",SLV_Santa_Ana_SV.SA_1195_SLV012,37.6,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, Sonsonate",SLV_Sonsonate_SV.SO_1196_SLV013,45.6,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, Usulutan",SLV_Usulutan_SV.US_1197_SLV014,43.1,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Bali, Prop.",IDN_Bali_ID.BA_1513_IDN002,5.13,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Banten, Prop.",IDN_Banten_ID.BT_73610_IDN031,7.64,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Bengkulu, Prop.",IDN_Bengkulu_ID.BE_1514_IDN003,18.59,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, DI Yogyakarta, Prop.",IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,17.23,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, DKI Jakarta, Prop.",IDN_Dki_Jakarta_ID.DJ_1516_IDN007,3.62,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Gorontalo, Prop.",IDN_Gorontalo_ID.GO_73611_IDN034,25.01,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Jambi, Prop.",IDN_Jambi_ID.JA_1518_IDN006,8.77,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Jawa Barat, Prop.",IDN_Jawa_Barat_ID.JB_73613_IDN035,11.96,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Jawa Tengah, Prop.",IDN_Jawa_Tengah_ID.JT_1520_IDN008,17.72,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Jawa Timur, Prop.",IDN_Jawa_Timur_ID.TI_1521_IDN009,16.68,2009-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Kalimantan Barat, Prop.",IDN_Kalimantan_Barat_ID.KB_1522_IDN010,9.3,2009-01-01
