Date de vérification,Numéro de référence de l’installation,Titulaire de permis ,Nom commun du site,Latitude,Longitude,Zone visée sur l'aquaculture des poissons,Espèces,Nombre de carcasses évaluées,Nombre de résultats de RCP positifs concernant le VNHI,Nombre de résultats positifs concernant le VNPI,Nombre de résultats positifs concernant le VAIS,Nombre de résultats positifs concernant le VSHV ,Nombre de résultats positifs concernant le VAS ,Nombre de résultats positifs concernant le PRSal ,Nombre de résultats positifs concernant le VMCP,Agents pathogènes bactériens isolés par culture (nombre de poissons),Confirmation histopathologique de la maladie ou de l’agent pathogène (nombre de poissons),Diagnostic vétérinaire à l’échelle de l’exploitation,Affections à considérer (nombre de poissons)
10 mai 2016,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (5),Pourriture de la bouche,
11 mai 2016,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (3),Pourriture de la bouche,
13 mai 2016,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
24 mai 2016,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Oui,s/o,,SRS avec la bactérie Piscirickettsia (3),Aucune maladie importante présente à l’échelle de la population,
25 mai 2016,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Oui,s/o,,SRS avec la bactérie Piscirickettsia (4),Aucune maladie importante présente à l’échelle de la population,
1 juin 2016,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,Bras Esperanza,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
2 juin 2016,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Bras Esperanza,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune mortalité significative au niveau de la population,Cardiomyopathie (2)
10 juin 2016,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Passage Discovery,Saumon Quinnat (Oncorhynchus tshawytcha),8,Non,Non,Non,Non,Non,Non,s/o,Vibrio anguillarum (4),Septicème bactérien (3); Branchite avec Loma (Microsporidia) (1); MBR avec bactérie semblable au Renibacterium (1),Vibriose; Microsporidie des ouïes; Maladie bactérienne du rein,
13 juin 2016,1148,Cermaq Canada,Binns Island,49.34182,-125.95328,Baie Clayoquot,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Non,s/o,,,Aucune mortalité significative au niveau de la population,Cardiomyopathie (4)
14 juin 2016,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Maladie du foie des parcs en filet (9),Maladie du foie des parcs en filet,Hyperplasie des branchies (3)
14 juin 2016,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (1),Pourriture de la bouche,
15 juin 2016,1472,Cermaq Canada,West Side,49.27928,-125.83065,Baie Clayoquot,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,s/o,,,Ouvert: cause de mortalité de bas niveau inconnue,
15 juin 2016,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Oui,s/o,,MBR avec bactérie semblable au Renibacterium (1); SRS avec la bactérie Piscirickettsia (1),Septicémie rickettsienne des salmonidés,
16 juin 2016,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),3,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
16 juin 2016,776,Creative Salmon Company,Baxter Islets,49.13299,-125.78289,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),10,Non,Non,Non,Non,Non,Oui,s/o,,SRS avec la bactérie Piscirickettsia (4); Branchite avec Loma (Microsporidia) (1),Septicémie rickettsienne des salmonidés,
17 juin 2016,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (1),Pourriture de la bouche,
21 juin 2016,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Passage Discovery,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
7 juil. 2016,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (3),Pourriture de la bouche,
8 juil. 2016,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,MBR avec bactérie semblable au Renibacterium (1),Mortalité de bas niveau associée aux conditions environnementales,
12 juil. 2016,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Archipel Broughton,Saumon Atlantique (Salmo salar),9,Non,Non,Non,Non,Non,Non,s/o,,,Ouvert: cause de mortalité de bas niveau inconnue,Cardiomyopathie (3)
12 juil. 2016,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Archipel Broughton,Saumon Atlantique (Salmo salar),0,,,,,,,,,,"Mortalité de très bas niveau, aucun échantillon disponible ",
13 juil. 2016,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Archipel Broughton,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,s/o,,MBR avec bactérie semblable au Renibacterium (1),Aucune maladie importante présente à l’échelle de la population,
13 juil. 2016,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Archipel Broughton,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Oui,Non,Non,s/o,,SHV (1),Aucune maladie importante présente à l’échelle de la population,
14 juil. 2016,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,Port Hardy,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Oui,s/o,,SRS avec la bactérie Piscirickettsia (1),Mortalité de bas niveau associée à la manipulation,
19 juil. 2016,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,Archipel Broughton,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,s/o,,Encéphalite microsporidie (2),Aucune maladie importante présente à l’échelle de la population,
19 juil. 2016,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Archipel Broughton,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
20 juil. 2016,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Côte centrale,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,s/o,,,Aucune mortalité significative au niveau de la population,Netpen liver disease (2) 
20 juil. 2016,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Côte centrale,Saumon Atlantique (Salmo salar),3,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
19 août 2016,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,Bras Esperanza,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Mortalité élevée associée aux conditions environnementales,
22 août 2016,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Passage Discovery,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Oui,s/o,,SRS avec la bactérie Piscirickettsia (7),Septicémie rickettsienne des salmonidés,
24 août 2016,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Passage Discovery,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
24 août 2016,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Passage Discovery,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Oui,s/o,,Maladie du foie des parcs en filet (1),Ouvert: mortalité de faible niveau associée aux conditions environnementales,
25 août 2016,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Passage Discovery,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Non,s/o,,MBR avec bactérie semblable au Renibacterium (1); Encéphalite microsporidie (1),Aucune maladie importante présente à l’échelle de la population,
25 août 2016,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Passage Discovery,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Oui,s/o,,SRS avec la bactérie Piscirickettsia (4),Aucune mortalité significative au niveau de la population,Netpen liver disease (2) 
29 août 2016,1148,Cermaq Canada,Binns Island,49.34182,-125.95328,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Ouvert: mortalité de faible niveau associée aux conditions environnementales,Hyperplasie des branchies (6)
30 août 2016,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,SRS avec la bactérie Piscirickettsia (7),Septicémie rickettsienne des salmonidés,Infection fongique pigmentée (1)
30 août 2016,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Oui,s/o,,SRS avec la bactérie Piscirickettsia (6),Septicémie rickettsienne des salmonidés,
31 août 2016,1472,Cermaq Canada,West Side,49.27928,-125.83065,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,SRS avec la bactérie Piscirickettsia (2),Aucune mortalité significative au niveau de la population,Hyperplasie des branchies (5)
31 août 2016,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune mortalité significative au niveau de la population,Infection fongique pigmentée (2)
1 sept. 2016,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),1,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
1 sept. 2016,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),10,Non,Non,Non,Non,Non,Oui,s/o,,SRS avec la bactérie Piscirickettsia (6); Branchite avec Loma (Microsporidia) (3),Septicémie rickettsienne des salmonidés,
8 sept. 2016,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Archipel Broughton,Saumon Atlantique (Salmo salar),2,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
8 sept. 2016,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Archipel Broughton,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
12 sept. 2016,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,Sunshine Coast,Saumon Atlantique (Salmo salar),2,Non,Non,Non,Non,Non,Oui,s/o,,,Aucune maladie importante présente à l’échelle de la population,
13 sept. 2016,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Saumon Atlantique (Salmo salar),1,Non,Non,Non,Non,Non,Oui,s/o,,,Aucune maladie importante présente à l’échelle de la population,
16 sept. 2016,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Passage Discovery,Saumon Quinnat (Oncorhynchus tshawytcha),10,Non,Non,Non,Non,Non,Oui,s/o,Vibrio anguillarum (1),Branchite avec Loma (Microsporidia) (4); MBR avec bactérie semblable au Renibacterium (1); Lésions concordant avec une infection à Nucleospora salmonis (1),Vibriose; Microsporidie des ouïes; Maladie bactérienne du rein,
11 oct. 2016,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Archipel Broughton,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
12 oct. 2016,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Côte centrale,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Oui,s/o,Yersinia ruckeri (1),,Aucune maladie importante présente à l’échelle de la population,
13 oct. 2016,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Archipel Broughton,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Mortalité de bas niveau associée aux conditions environnementales,Hyperplasie des branchies (4)
13 oct. 2016,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Archipel Broughton,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
18 oct. 2016,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,Maladie amibienne des branchies (1) 
18 oct. 2016,1293,Marine Harvest Canada,Duncan Island,50.8195,-127.55568,Port Hardy,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Dermatite ulcéreuse (1),Aucune maladie importante présente à l’échelle de la population,Cardiomyopathie (1)
20 oct. 2016,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
21 oct. 2016,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Archipel Broughton,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
21 oct. 2016,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Archipel Broughton,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Ouvert: cause de mortalité de bas niveau inconnue,
26 oct. 2016,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,Archipel Broughton,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Oui,s/o,,SRS avec la bactérie Piscirickettsia (3),Septicémie rickettsienne des salmonidés,
9 nov. 2016,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Passage Discovery,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Oui,s/o,,SRS avec la bactérie Piscirickettsia (1),Mortalité de bas niveau associée aux conditions environnementales,
9 nov. 2016,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Passage Discovery,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Oui,s/o,,,"Ouvert: l’ampleur de la maladie infectieuse est limitée, aucune lésion importante",
10 nov. 2016,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Passage Discovery,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Oui,s/o,,SRS avec la bactérie Piscirickettsia (5),Septicémie rickettsienne des salmonidés,
10 nov. 2016,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Passage Discovery,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Oui,s/o,,SRS avec la bactérie Piscirickettsia (6),Septicémie rickettsienne des salmonidés,
16 nov. 2016,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,Sunshine Coast,Saumon Atlantique (Salmo salar),2,Non,Non,Non,Non,Non,Oui,s/o,,SRS avec la bactérie Piscirickettsia (1),Aucune maladie importante présente à l’échelle de la population,
18 nov. 2016,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Passage Discovery,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
18 nov. 2016,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Passage Discovery,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Non,s/o,,,Aucune mortalité significative au niveau de la population,
22 nov. 2016,1237,Marine Harvest Canada,Monday Rocks,50.48568,-127.87265,Baie Quatsino,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Oui,s/o,Yersinia ruckeri (1),Stomatite ulcéro-membraneuse (4),Pourriture de la bouche,
24 nov. 2016,456,Saltstream Engineering,Doctor Bay,50.2521,-124.81957,Passage Discovery,Saumon Quinnat (Oncorhynchus tshawytcha),0,,,,,,,,,,"Mortalité de très bas niveau, aucun échantillon disponible ",
5 déc. 2016,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Baie Clayoquot,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Oui,s/o,,,Mortalité faible associée aux prédateurs,
6 déc. 2016,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,Aeromonas salmonicida (1),Stomatite ulcéro-membraneuse (1); Furonculose (2),Aucune maladie importante présente à l’échelle de la population,Infection fongique pigmentée (1)
6 déc. 2016,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (6),Pourriture de la bouche,
7 déc. 2016,1472,Cermaq Canada,West Side,49.27928,-125.83065,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
7 déc. 2016,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (1),Ouvert: pas de cause connue de lésions,
8 déc. 2016,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),1,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
8 déc. 2016,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),10,Non,Non,Non,Non,Non,Oui,s/o,,SRS avec la bactérie Piscirickettsia (5),Septicémie rickettsienne des salmonidés,
14 déc. 2016,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Baie Nootka,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (3),Pourriture de la bouche,
14 déc. 2016,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Baie Nootka,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (3),Pourriture de la bouche,
16 déc. 2016,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,Bras Esperanza,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Oui,s/o,Aeromonas salmonicida (1),Furonculose (2); SRS avec la bactérie Piscirickettsia (2),"Ouvert: l’ampleur de la maladie infectieuse est limitée, aucune lésion importante",
10 janv. 2017,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Passage Discovery,Saumon Atlantique (Salmo salar),3,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
10 janv. 2017,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Passage Discovery,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
11 janv. 2017,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Passage Discovery,Saumon Atlantique (Salmo salar),9,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,Dégâts des branchies (5)
11 janv. 2017,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Passage Discovery,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,Moritella sp. (1),Lésions des branchies de cause inconnue (1),Aucune maladie importante présente à l’échelle de la population,
11 janv. 2017,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Passage Discovery,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Bactérie semblable au Renibacterium (1),Aucune maladie importante présente à l’échelle de la population,
17 janv. 2017,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Baie Quatsino,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,Vibrio sp. (1),,Aucune maladie importante présente à l’échelle de la population,
17 janv. 2017,1237,Marine Harvest Canada,Monday Rocks,50.48568,-127.87265,Baie Quatsino,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
