Identification de l'installation/ Facility Identification,Nom du propriétaire/ Owner Name,Nom du système / System Name,Ville/ City,Province (Anglais)/ Province (English),Province (Français) / Province (French),Code postal/ Postal Code,Type de propriétaire (Anglais) / Owner Type (English),Type de propriétaire (Français)/ Owner Type (French),Type d'exploitant (Anglais)/ Operator Type (English),Type d'exploitant  (Français) / Operator Type (French),Volume journalier moyen de l'effluent (m3) / Average Daily Effluent Volume (m3),Méthode de calcul (Anglais) / Method of Calculation (English),Méthode de calcul  (Français)/ Method of Calculation (French),Description de la méthode de calcul/ Description of Calculation Method ,Indicateur - Utilisation de chlore (Anglais)/ Chlorine Use Indicator (English),Indicateur - Utilisation de chlore (Français) / Chlorine Use Indicator (French),Type du système (Anglais)/ System Type (English),Type du système (Français)/ System Type (French),Types de traitement (Anglais)/ Treatment Types (English),Types de traitement (Français)/ Treatment Types (French),Description des autres traitements / Other Treatment Description,Description du lieu de rejet (Anglais) / Discharge Place Description (English),Description du lieu de rejet (Français) / Discharge Place Description (French),Le temps de rétention hydraulique est-il de 5 jours ou plus? (Anglais)/ Is the hydraulic retention time 5 days or more? (English),Le temps de rétention hydraulique est-il de 5 jours ou plus? (Français) / Is the hydraulic retention time 5 days or more? (French),Fréquence de reportage (Anglais)/ Reporting Frequency (English),Fréquence de reportage (Français) / Reporting Frequency (French),Périodes decalcul (Anglais)/ Averaging Period (English),Périodes de calcul (Français) / Averaging Period (French),Latitude/ Latitude,Longitude/ Longitude,Statut de Vérification du point (Anglais)/ Verification status of the point (English),Statut de Vérification du point (Français)/ Verification status of the point (French),Type de point (Anglais)/ Type of Point (English),Type de point (Français) / Type of Point (French),Nom de la masse d'eau fréquentée par les poissons/ Name of body of water frequented by fish,Nom de la masse d'eau au point d'entrée/ Name of the water at point of entry, Description de l'utilisation de l'eau (Anglais)/ Description of use of water (English),Description de l'utilisation de l'eau (Français)/ Description of use of water (French),Description des eaux fréquentées par les poisons (Anglais) / Description of water frequented by fish (English),Description des eaux fréquentées par les poisons (Français)/ Description of water frequented by fish (French),État du système (Anglais)/ System status (English),État du système (Français)/ System status (French)
23277.0,Regional Municipality of Peel,Inglewood Wastewater Treatment Facility,Inglewood,Ontario,Ontario,L7C 1J5,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,104.0,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Screening, Chemical Flocculation, Primary Sedimentation/Clarification, Activated Sludge, Sequencing Batch Reactor, Biological Ammonia Removal – Nitrification Only , Biological Nutrient Removal (Nitrogen and Phosphorus), Chemical Precipitation (Phosphorus), Filtration, Disinfection","Dégrillage, Floculation chimique, Sédimentation/clarification primaire, Boues activées, Réacteur séquentiel discontinu, Élimination biologique de l'ammoniac - Nitrification seulement, Élimination biologique des nutriments (azote et phosphore), Précipitation chimique (phosphore), Filtration, Désinfection",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,43.7973,-79.9347,Estimated,Estimé,Final Discharge Point,Point de rejet final,Credit River,Credit River,Sport fishing,Pêche sportive,Watercourse with bulk flow ratio > 100,Cours d'eau avec un coefficient de débit brut > 100,operational,opérationnel
23691.0,Regional Municipality of Waterloo,Ayr Wastewater Treatment Plant,Ayr,Ontario,Ontario,N0B 1E0,Municipal or another local authority,Municipalité ou une autre autorité locale,Provincial,Provincial,1237.0,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Extended Aeration Activated Sludge, Chemical Precipitation (Phosphorus), Disinfection","Dessablage, Dégrillage, Boues activées par aération prolongée, Précipitation chimique (phosphore), Désinfection",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,43.2813,-80.4651,Verified,Vérifié,Final Discharge Point,Point de rejet final,Nith River; Grand River Watershed,Nith River,Other,Autre,Other,Autre,operational,opérationnel
23692.0,Regional Municipality of Waterloo,Elmira Wastewater Treatment Plant,Elmira,Ontario,Ontario,N3B 2E7,Municipal or another local authority,Municipalité ou une autre autorité locale,Provincial,Provincial,3896.1,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Primary Sedimentation/Clarification, Skimming, Activated Sludge, Biological Nitrogen Removal - Nitrification and Denitrification, Biological Nutrient Removal (Nitrogen and Phosphorus), Chemical Precipitation (Phosphorus), Filtration, Disinfection","Dessablage, Dégrillage, Sédimentation/clarification primaire, Écrémage, Boues activées, Élimination biologique de l'azote - Nitrification et dénitrification, Élimination biologique des nutriments (azote et phosphore),  Précipitation chimique (phosphore), Filtration, Désinfection",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,43.5913,-80.5501,Verified,Vérifié,Final Discharge Point,Point de rejet final,Canagagigue Creek; Grand River Watershed,Canagagigue Creek,Other,Autre,Other,Autre,operational,opérationnel
10566.0,Regional Municipality of Waterloo,Galt Wastewater Treatment Plant,Cambridge,Ontario,Ontario,N1R5S6,Municipal or another local authority,Municipalité ou une autre autorité locale,Provincial,Provincial,24703.9,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Primary Sedimentation/Clarification, Skimming, Activated Sludge, Biological Ammonia Removal – Nitrification Only , Chemical Precipitation (Phosphorus), Filtration, Disinfection","Dessablage, Dégrillage, Sédimentation/clarification primaire, Écrémage, Boues activées, Élimination biologique de l'ammoniac - Nitrification seulement, Précipitation chimique (phosphore), Filtration, Désinfection",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Monthly,Mensuel,43.3386,-80.3161,Verified,Vérifié,Final Discharge Point,Point de rejet final,Grand River,Grand River,Other,Autre,Other,Autre,operational,opérationnel
23693.0,Regional Municipality of Waterloo,Hespeler Wastewater Treatment Plant,Cambridge,Ontario,Ontario,N3C 4B1,Municipal or another local authority,Municipalité ou une autre autorité locale,Provincial,Provincial,6858.9,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,Yes,Oui,Continuous,Continu,"Grit Removal, Screening, Extended Aeration Activated Sludge, Chemical Precipitation (Phosphorus), Disinfection","Dessablage, Dégrillage, Boues activées par aération prolongée, Précipitation chimique (phosphore), Désinfection",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,43.4238,-80.3292,Verified,Vérifié,Final Discharge Point,Point de rejet final,Speed River; Grand River Watershed,Speed River,Other,Autre,Other,Autre,operational,opérationnel
10564.0,Regional Municipality of Waterloo,Kitchener Wastewater Treatment Plant,Kitchener,Ontario,Ontario,N2P 2B4,Municipal or another local authority,Municipalité ou une autre autorité locale,Provincial,Provincial,65700.6,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,Yes,Oui,Continuous,Continu,"Grit Removal, Screening, Chemical Flocculation, Primary Sedimentation/Clarification, Skimming, Activated Sludge, Chemical Precipitation (Phosphorus), Other Treatment, Disinfection","Dessablage, Dégrillage, Floculation chimique, Sédimentation/clarification primaire, Écrémage, Boues activées, Précipitation chimique (phosphore), Autre, Désinfection",Dechlorination,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Monthly,Mensuel,43.4001,-80.4218,Verified,Vérifié,Final Discharge Point,Point de rejet final,Grand River,Grand River,Other,Autre,Other,Autre,operational,opérationnel
18945.0,Regional Municipality of Waterloo,New Hamburg Wastewater Treatment Lagoons,New Hamburg,Ontario,Ontario,N3A 3G2,Municipal or another local authority,Municipalité ou une autre autorité locale,Provincial,Provincial,3358.0,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Sequencing Batch Reactor, Biological Ammonia Removal – Nitrification Only , Chemical Precipitation (Phosphorus), Filtration, Disinfection","Dessablage, Dégrillage, Réacteur séquentiel discontinu, Élimination biologique de l'ammoniac - Nitrification seulement, Précipitation chimique (phosphore), Filtration, Désinfection",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,43.3651,-80.6865,Verified,Vérifié,Final Discharge Point,Point de rejet final,Nith River; Grand River Watershed,Nith River,Other,Autre,Other,Autre,operational,opérationnel
10567.0,Regional Municipality of Waterloo,Preston Wastewater Treatment Plant,Cambridge,Ontario,Ontario,N3H2J4,Municipal or another local authority,Municipalité ou une autre autorité locale,Provincial,Provincial,8696.9,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Primary Sedimentation/Clarification, Skimming, Activated Sludge, Biological Ammonia Removal – Nitrification Only , Chemical Precipitation (Phosphorus), Disinfection","Dessablage, Dégrillage, Sédimentation/clarification primaire, Écrémage, Boues activées, Élimination biologique de l'ammoniac - Nitrification seulement, Précipitation chimique (phosphore), Désinfection",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,43.3875,-80.3513,Verified,Vérifié,Final Discharge Point,Point de rejet final,Grand River,Grand River,Other recreational (e.g. boating),Autre contact récréatif (bateau),Watercourse with bulk flow ratio >=10 and <=100,Cours d'eau avec un coefficient de débit brut >=10 et <=100,operational,opérationnel
23695.0,Regional Municipality of Waterloo,St. Jacobs Wastewater Treatment Plant,St. Jacobs,Ontario,Ontario,N0B 2N0,Municipal or another local authority,Municipalité ou une autre autorité locale,Provincial,Provincial,751.2,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Extended Aeration Activated Sludge, Oxidation Ditch, Biological Ammonia Removal – Nitrification Only , Chemical Precipitation (Phosphorus), Filtration, Disinfection","Dessablage, Dégrillage, Boues activées par aération prolongée, Chenal d'oxydation, Élimination biologique de l'ammoniac - Nitrification seulement, Précipitation chimique (phosphore), Filtration, Désinfection",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,43.5354,-80.5485,Verified,Vérifié,Final Discharge Point,Point de rejet final,Conestoga River; Grand River Watershed,Conestoga River,Other,Autre,Other,Autre,operational,opérationnel
10565.0,Regional Municipality of Waterloo,Waterloo Wastewater Treatment Plant,Waterloo,Ontario,Ontario,N2K 3M7,Municipal or another local authority,Municipalité ou une autre autorité locale,Provincial,Provincial,43414.9,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Chemical Flocculation, Primary Sedimentation/Clarification, Skimming, Activated Sludge, Chemical Precipitation (Phosphorus), Disinfection","Dessablage, Dégrillage, Floculation chimique, Sédimentation/clarification primaire, Écrémage, Boues activées, Précipitation chimique (phosphore), Désinfection",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Monthly,Mensuel,43.4867,-80.5061,Verified,Vérifié,Final Discharge Point,Point de rejet final,Grand River; Grand River Watershed,Grand River,Other,Autre,Other,Autre,operational,opérationnel
23696.0,Regional Municipality of Waterloo,Wellesley Wastewater Treatment Plant,Wellesley,Ontario,Ontario,N0B 2T0,Municipal or another local authority,Municipalité ou une autre autorité locale,Provincial,Provincial,595.8,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,Yes,Oui,Continuous,Continu,"Grit Removal, Screening, Extended Aeration Activated Sludge, Biological Nitrogen Removal - Nitrification and Denitrification, Chemical Precipitation (Phosphorus), Filtration, Disinfection","Dessablage, Dégrillage, Boues activées par aération prolongée, Élimination biologique de l'azote - Nitrification et dénitrification, Précipitation chimique (phosphore), Filtration, Désinfection",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,43.4678,-80.7599,Verified,Vérifié,Final Discharge Point,Point de rejet final,Nith River; Grand River Watershed,Nith River,Other,Autre,Other,Autre,operational,opérationnel
49896.0,Sachigo Lake First Nation,Sachigo First Nation,Sachigo First Nation,Ontario,Ontario,P0V2P0,,,,,178.0,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Intermittent,Intermittent,Lagoon - Facultative,Étang facultatif,,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,Annually,Annuel,Annually,Annuel,53.8799,-92.1692,Verified,Vérifié,Final Discharge Point,Point de rejet final,,,,,,,operational,opérationnel
53956.0,Sandy Lake FN,Sandy Lake FN Lagoon,Sandy Lake,Ontario,Ontario,P0V 1V0,,,,,497.0,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Intermittent,Intermittent,Lagoon - Facultative,Étang facultatif,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Annually,Annuel,Annually,Annuel,53.0601,-93.2982,Verified,Vérifié,Final Discharge Point,Point de rejet final,Sandy Lake,Sandy Lake,Other recreational (e.g. boating),Autre contact récréatif (bateau),Natural lake,Lac naturel,operational,opérationnel
