Year,Activity,Source,Destination,Energy (MW.h),Total Value (CAN$),Price (CAN$/MW.h)
2010.0,Exports,Ontario,Minnesota,166603.614,7181154.34,36.37
2010.0,Exports,Ontario,Missouri,3622.0,164664.06,45.46
2010.0,Exports,Ontario,New England-ISO,742077.5,3.713707266E7,50.04
2010.0,Exports,Ontario,New York,2726826.746,1.1446804656E8,41.98
2010.0,Exports,Ontario,Pennsylvania,516047.0,2.51478789E7,48.73
2010.0,Exports,Ontario,Pennsylvania Jersey Maryland Power Pool,497712.0,2.184159371E7,43.88
2010.0,Exports,Ontario,Texas,216503.0,8093141.76,37.38
2010.0,Exports,Ontario,Total,1.0809321926E7,4.5417470083E8,41.91
2010.0,Exports,Ontario,Vermont,649.0,32627.0,50.27
2010.0,Exports,Québec,Maine,1060057.093,5.605560148E7,52.88
2010.0,Exports,Québec,Michigan,266168.792,1.263109099E7,47.46
2010.0,Exports,Québec,New England-ISO,7166813.0,4.0243505397E8,53.95
2010.0,Exports,Québec,New York,6414236.696,3.0758409484E8,44.97
2010.0,Exports,Québec,Total,1.7006290581E7,9.2130041518E8,47.88
2010.0,Exports,Québec,Vermont,2099015.0,1.425945739E8,33.53
2010.0,Exports,Saskatchewan,North Dakota,125508.917,4420573.59,35.22
2010.0,Exports,Saskatchewan,Total,125508.917,4420573.59,35.22
2010.0,Exports,Total,Alaska,1056.96,75812.36,71.73
2010.0,Exports,Total,Arizona,232228.0,9244707.53,39.81
2010.0,Exports,Total,California,2252135.67,1.1046686663E8,49.05
2010.0,Exports,Total,Colorado,15.0,634.86,42.32
2010.0,Exports,Total,Idaho,4781.0,264951.06,55.42
2010.0,Exports,Total,Illinois,633.0,19746.95,31.20
2010.0,Exports,Total,Indiana,6480.0,368518.07,56.87
2010.0,Exports,Total,Maine,2151998.67,1.3169410587E8,61.03
2010.0,Exports,Total,Massachusetts,53395.0,3199997.72,59.93
2010.0,Exports,Total,Michigan,6152054.858,2.4953961511E8,40.56
2010.0,Exports,Total,Minn / N. Dakota,9071355.348,3.2039353555E8,Confidential
2010.0,Exports,Total,Minnesota,166603.614,7181154.34,36.37
2010.0,Exports,Total,Missouri,3622.0,164664.06,45.46
2010.0,Exports,Total,Montana,250017.02,9172047.71,36.69
2010.0,Exports,Total,Nevada,38246.0,2384765.87,62.35
2010.0,Exports,Total,New England-ISO,7908890.5,4.3957212663E8,53.58
2010.0,Exports,Total,New Mexico,41257.0,2346763.73,56.88
2010.0,Exports,Total,New York,9141063.442,4.220521414E8,44.08
2010.0,Exports,Total,North Dakota,142277.917,4890187.2,34.37
2010.0,Exports,Total,Oregon,434687.0,1.987498322E7,45.72
2010.0,Exports,Total,Pennsylvania,516047.0,2.51478789E7,48.73
2010.0,Exports,Total,Pennsylvania Jersey Maryland Power Pool,497712.0,2.184159371E7,43.88
2010.0,Exports,Total,Texas,216503.0,8093141.76,37.38
2010.0,Exports,Total,Total,4.3627383769E7,2.01983493404E9,43.81
2010.0,Exports,Total,Utah,17434.0,1041615.36,59.75
2010.0,Exports,Total,Vermont,2099664.0,1.426272009E8,33.54
2010.0,Exports,Total,Washington,2219831.77,8.77197585E7,39.52
2010.0,Exports,Total,Wyoming,7394.0,456419.04,61.73
2010.0,Imports,Arizona,Alberta,40.0,723.67,18.09
2010.0,Imports,Arizona,British Columbia,117642.0,2940081.54,24.99
2010.0,Imports,Arizona,Total,117682.0,2940805.21,24.99
2010.0,Imports,California,Alberta,5121.0,152188.71,29.72
2010.0,Imports,California,British Columbia,142213.0,2132324.21,14.99
2010.0,Imports,California,Total,147334.0,2284512.92,15.51
2010.0,Imports,Colorado,British Columbia,3136.0,46610.65,14.86
2010.0,Imports,Colorado,Total,3136.0,46610.65,14.86
2010.0,Imports,Idaho,British Columbia,28389.0,666068.79,23.46
2010.0,Imports,Idaho,Total,28389.0,666068.79,23.46
2010.0,Imports,Indiana,Alberta,516.0,9390.44,18.20
2010.0,Imports,Indiana,British Columbia,2369.0,15901.47,6.71
2010.0,Imports,Indiana,Manitoba,28.0,3073.28,109.76
2010.0,Imports,Indiana,Ontario,2229.0,112367.21,50.41
2010.0,Imports,Indiana,Total,5142.0,140732.4,27.37
2010.0,Imports,Maine,New Brunswick,913893.4,4.911255921E7,53.74
2010.0,Imports,Maine,Nova Scotia,5133.0,514410.0,100.22
2010.0,Imports,Maine,Québec,80590.0,2351834.11,29.18
2010.0,Imports,Maine,Total,999616.4,5.197880332E7,52.00
2010.0,Imports,Massachusetts,Ontario,11417.0,626098.04,54.84
2010.0,Imports,Massachusetts,Québec,9.0,319.08,35.45
2010.0,Imports,Massachusetts,Total,11426.0,626417.12,54.82
2010.0,Imports,Michigan,Ontario,2607737.9,8.555507173E7,32.81
2010.0,Imports,Michigan,Québec,4212.0,120664.37,28.65
2010.0,Imports,Michigan,Total,2611949.9,8.56757361E7,32.80
2010.0,Imports,Minn / N. Dakota,Manitoba,295949.0,7386937.68,24.96
2010.0,Imports,Minn / N. Dakota,Total,295949.0,7386937.68,24.96
2010.0,Imports,Minnesota,Alberta,7121.0,416893.81,58.54
2010.0,Imports,Minnesota,Ontario,420857.103,1.619527677E7,38.48
2010.0,Imports,Minnesota,Total,427978.103,1.661217058E7,38.82
2010.0,Imports,Missouri,Ontario,2360.0,92002.04,38.98
2010.0,Imports,Missouri,Total,2360.0,92002.04,38.98
2010.0,Imports,Montana,Alberta,5.0,177.11,35.42
2010.0,Imports,Montana,British Columbia,625502.53,1.50852141E7,24.12
2010.0,Imports,Montana,Total,625507.53,1.508539121E7,24.12
2010.0,Imports,Nevada,British Columbia,37613.0,998647.01,26.55
2010.0,Imports,Nevada,Total,37613.0,998647.01,26.55
2010.0,Imports,New England-ISO,British Columbia,72.0,1302.61,18.09
2010.0,Imports,New England-ISO,Québec,680392.0,2.286280521E7,33.60
2010.0,Imports,New England-ISO,Total,680464.0,2.286410782E7,33.60
2010.0,Imports,New Mexico,British Columbia,64173.0,1302972.4,20.30
2010.0,Imports,New Mexico,Total,64173.0,1302972.4,20.30
2010.0,Imports,New York,Alberta,82169.0,3941235.09,47.96
2010.0,Imports,New York,Ontario,523181.3,2.564202573E7,49.01
2010.0,Imports,New York,Québec,1736559.0,6.73508758E7,36.69
2010.0,Imports,New York,Total,2341909.3,9.693413662E7,39.84
2010.0,Imports,North Dakota,Alberta,16806.0,465830.24,27.72
2010.0,Imports,North Dakota,Saskatchewan,413599.0,1.213387265E7,29.34
2010.0,Imports,North Dakota,Total,430405.0,1.259970289E7,29.27
2010.0,Imports,Oregon,British Columbia,215906.03,5149147.86,23.85
2010.0,Imports,Oregon,Total,215906.03,5149147.86,23.85
2010.0,Imports,Pennsylvania,Alberta,17045.0,339475.3,19.92
2010.0,Imports,Pennsylvania,British Columbia,11619.0,194986.32,16.78
2010.0,Imports,Pennsylvania,Manitoba,9.0,-66.11,-7.35
2010.0,Imports,Pennsylvania,Nova Scotia,206198.0,1.4560606E7,70.61
2010.0,Imports,Pennsylvania,Ontario,112772.0,4573742.36,40.56
2010.0,Imports,Pennsylvania,Saskatchewan,323.0,6632.04,20.53
2010.0,Imports,Pennsylvania,Total,347966.0,1.967537591E7,56.54
2010.0,Imports,Texas,Ontario,2395.0,114995.14,48.01
2010.0,Imports,Texas,Total,2395.0,114995.14,48.01
2010.0,Imports,Total,Alberta,463491.0,2.008636715E7,43.34
2010.0,Imports,Total,British Columbia,1.012471396E7,3.2451331408E8,32.05
2010.0,Imports,Total,Manitoba,295986.0,7389944.85,24.97
2010.0,Imports,Total,New Brunswick,913893.4,4.911255921E7,53.74
2010.0,Imports,Total,Nova Scotia,211331.0,1.5075016E7,71.33
2010.0,Imports,Total,Ontario,3684269.303,1.3299436802E8,36.10
2010.0,Imports,Total,Québec,2501821.0,9.268891407E7,35.60
2010.0,Imports,Total,Saskatchewan,413922.0,1.214050469E7,29.33
2010.0,Imports,Total,Total,1.8609427663E7,6.5400098807E8,34.95
2010.0,Imports,Utah,British Columbia,12988.0,330904.3,25.48
2010.0,Imports,Utah,Total,12988.0,330904.3,25.48
2010.0,Imports,Vermont,Ontario,1320.0,82789.0,62.72
2010.0,Imports,Vermont,Québec,59.0,2415.5,40.94
2010.0,Imports,Vermont,Total,1379.0,85204.5,61.79
2010.0,Imports,Washington,Alberta,334668.0,1.476045278E7,44.10
2010.0,Imports,Washington,British Columbia,8830042.4,2.9511005183E8,33.42
2010.0,Imports,Washington,Total,9164710.4,3.0987050461E8,33.81
2010.0,Imports,Wyoming,British Columbia,33049.0,539100.99,16.31
2010.0,Imports,Wyoming,Total,33049.0,539100.99,16.31
2011.0,Exports,Alberta,California,75.0,4841.82,64.56
2011.0,Exports,Alberta,Indiana,48.0,1147.99,23.92
2011.0,Exports,Alberta,North Dakota,2626.0,59364.71,22.61
2011.0,Exports,Alberta,Total,40933.0,1050302.07,25.66
2011.0,Exports,Alberta,Washington,38184.0,984947.55,25.79
2011.0,Exports,British Columbia,Alaska,1136.64,81537.33,71.74
2011.0,Exports,British Columbia,Arizona,481069.0,1.929652458E7,40.11
2011.0,Exports,British Columbia,California,5144325.783,1.84326047E8,35.83
2011.0,Exports,British Columbia,Colorado,135.0,7395.94,54.78
2011.0,Exports,British Columbia,Idaho,29406.0,1329551.59,45.21
2011.0,Exports,British Columbia,Illinois,150.0,19005.02,126.70
2011.0,Exports,British Columbia,Indiana,704.0,31046.64,44.10
2011.0,Exports,British Columbia,Montana,41278.0,1408757.82,34.13
2011.0,Exports,British Columbia,Nevada,179888.0,7832246.37,43.54
2011.0,Exports,British Columbia,New Mexico,44754.0,2187431.47,48.88
2011.0,Exports,British Columbia,North Dakota,10.0,0.0,0.00
2011.0,Exports,British Columbia,Oregon,705598.0,2.540130569E7,36.00
2011.0,Exports,British Columbia,South Dakota,6.0,0.0,0.00
2011.0,Exports,British Columbia,Total,9657660.133,3.3727667556E8,34.92
2011.0,Exports,British Columbia,Utah,11280.0,584069.53,51.78
2011.0,Exports,British Columbia,Washington,3006903.71,9.418610802E7,31.32
2011.0,Exports,British Columbia,Wyoming,11016.0,585648.56,53.16
2011.0,Exports,Manitoba,Minn / N. Dakota,9343813.441,2.8875183225E8,Confidential
2011.0,Exports,Manitoba,Total,9343813.441,2.8875183225E8,Confidential
2011.0,Exports,New Brunswick,Maine,1055777.409,6.700064276E7,63.46
2011.0,Exports,New Brunswick,Total,1055777.409,6.700064276E7,63.46
2011.0,Exports,Nova Scotia,Maine,4979.0,316974.0,63.66
2011.0,Exports,Nova Scotia,Total,4979.0,316974.0,63.66
2011.0,Exports,Ontario,Massachusetts,66650.0,2721601.57,40.83
2011.0,Exports,Ontario,Michigan,4217075.26,1.6480391644E8,39.08
2011.0,Exports,Ontario,Minnesota,170558.6,6676316.97,32.53
2011.0,Exports,Ontario,Missouri,11641.0,631171.42,54.22
2011.0,Exports,Ontario,New England-ISO,1114043.4,5.443256151E7,44.15
2011.0,Exports,Ontario,New York,4276497.096,1.6573033552E8,38.75
2011.0,Exports,Ontario,Pennsylvania,189419.5,8488746.49,44.81
2011.0,Exports,Ontario,Pennsylvania Jersey Maryland Power Pool,927820.5,3.995574851E7,43.06
2011.0,Exports,Ontario,Total,1.0983396356E7,4.4389701233E8,39.83
2011.0,Exports,Ontario,Vermont,9691.0,456613.9,47.12
2011.0,Exports,Québec,Maine,1280379.175,6.18954395E7,48.34
2011.0,Exports,Québec,Michigan,307552.875,1.500228579E7,48.78
2011.0,Exports,Québec,New England-ISO,8400531.54,3.8440219378E8,44.55
2011.0,Exports,Québec,New York,7812834.319,2.9405654197E8,37.22
2011.0,Exports,Québec,Total,1.9879193909E7,8.9115118217E8,40.71
2011.0,Exports,Québec,Vermont,2077896.0,1.3579472113E8,32.42
2011.0,Exports,Saskatchewan,Michigan,615.0,39519.16,64.26
2011.0,Exports,Saskatchewan,North Dakota,109633.0,3419892.22,31.19
2011.0,Exports,Saskatchewan,Total,110248.0,3459411.38,31.38
2011.0,Exports,Total,Alaska,1136.64,81537.33,71.74
2011.0,Exports,Total,Arizona,481069.0,1.929652458E7,40.11
2011.0,Exports,Total,California,5144400.783,1.8433088882E8,35.83
2011.0,Exports,Total,Colorado,135.0,7395.94,54.78
2011.0,Exports,Total,Idaho,29406.0,1329551.59,45.21
2011.0,Exports,Total,Illinois,150.0,19005.02,126.70
2011.0,Exports,Total,Indiana,752.0,32194.63,42.81
2011.0,Exports,Total,Maine,2341135.584,1.2921305626E8,55.19
2011.0,Exports,Total,Massachusetts,66650.0,2721601.57,40.83
2011.0,Exports,Total,Michigan,4525243.135,1.7984572139E8,39.74
2011.0,Exports,Total,Minn / N. Dakota,9343813.441,2.8875183225E8,Confidential
2011.0,Exports,Total,Minnesota,170558.6,6676316.97,32.53
2011.0,Exports,Total,Missouri,11641.0,631171.42,54.22
2011.0,Exports,Total,Montana,41278.0,1408757.82,34.13
2011.0,Exports,Total,Nevada,179888.0,7832246.37,43.54
2011.0,Exports,Total,New England-ISO,9514574.94,4.3883475529E8,44.50
2011.0,Exports,Total,New Mexico,44754.0,2187431.47,48.88
2011.0,Exports,Total,New York,1.2089331415E7,4.5978687749E8,37.76
2011.0,Exports,Total,North Dakota,112269.0,3479256.93,30.99
2011.0,Exports,Total,Oregon,705598.0,2.540130569E7,36.00
2011.0,Exports,Total,Pennsylvania,189419.5,8488746.49,44.81
2011.0,Exports,Total,Pennsylvania Jersey Maryland Power Pool,927820.5,3.995574851E7,43.06
2011.0,Exports,Total,South Dakota,6.0,0.0,0.00
2011.0,Exports,Total,Total,5.1076001248E7,2.03290403252E9,38.07
2011.0,Exports,Total,Utah,11280.0,584069.53,51.78
2011.0,Exports,Total,Vermont,2087587.0,1.3625133503E8,32.49
2011.0,Exports,Total,Washington,3045087.71,9.517105557E7,31.25
2011.0,Exports,Total,Wyoming,11016.0,585648.56,53.16
2011.0,Imports,Arizona,Alberta,181.0,7205.31,39.81
2011.0,Imports,Arizona,British Columbia,9504.0,94414.69,9.93
2011.0,Imports,Arizona,Total,9685.0,101620.0,10.49
2011.0,Imports,California,British Columbia,101805.0,123079.36,1.21
2011.0,Imports,California,Total,101805.0,123079.36,1.21
2011.0,Imports,Colorado,British Columbia,7877.0,102252.23,12.98
2011.0,Imports,Colorado,Total,7877.0,102252.23,12.98
2011.0,Imports,Idaho,British Columbia,46546.0,441157.92,9.48
2011.0,Imports,Idaho,Total,46546.0,441157.92,9.48
2011.0,Imports,Indiana,Alberta,1073.0,53373.5,49.74
2011.0,Imports,Indiana,British Columbia,777.0,13052.57,16.80
2011.0,Imports,Indiana,Manitoba,1284.0,218888.01,170.47
2011.0,Imports,Indiana,Ontario,57.0,1416.91,24.86
2011.0,Imports,Indiana,Saskatchewan,1383.0,120996.6,87.49
2011.0,Imports,Indiana,Total,4574.0,407727.59,89.14
2011.0,Imports,Iowa,Ontario,90.0,2217.07,24.63
2011.0,Imports,Iowa,Total,90.0,2217.07,24.63
2011.0,Imports,Maine,New Brunswick,584490.752,3.259064995E7,55.76
2011.0,Imports,Maine,Nova Scotia,100.0,2501.0,25.01
2011.0,Imports,Maine,Total,584590.752,3.259315095E7,55.75
2011.0,Imports,Massachusetts,Ontario,6203.0,334372.83,53.91
2011.0,Imports,Massachusetts,Québec,3.0,66.13,22.04
2011.0,Imports,Massachusetts,Total,6206.0,334438.96,53.89
2011.0,Imports,Michigan,Ontario,456231.8,1.311075034E7,28.74
2011.0,Imports,Michigan,Québec,439.0,15024.68,34.22
2011.0,Imports,Michigan,Total,456670.8,1.312577502E7,28.74
2011.0,Imports,Minn / N. Dakota,Manitoba,137349.0,3629841.0,26.43
2011.0,Imports,Minn / N. Dakota,Total,137349.0,3629841.0,26.43
2011.0,Imports,Minnesota,Alberta,120.0,5413.31,45.11
2011.0,Imports,Minnesota,Ontario,129751.5,3853448.72,29.70
2011.0,Imports,Minnesota,Total,129871.5,3858862.03,29.71
2011.0,Imports,Missouri,Ontario,201.0,6959.03,34.62
2011.0,Imports,Missouri,Total,201.0,6959.03,34.62
2011.0,Imports,Montana,Alberta,5059.0,151255.74,29.90
2011.0,Imports,Montana,British Columbia,404978.12,6437918.05,15.90
2011.0,Imports,Montana,Total,410037.12,6589173.79,16.07
2011.0,Imports,Nevada,British Columbia,8983.0,190387.22,21.19
2011.0,Imports,Nevada,Total,8983.0,190387.22,21.19
2011.0,Imports,New England-ISO,Québec,9718.0,385142.72,36.69
2011.0,Imports,New England-ISO,Total,9718.0,385142.72,36.69
2011.0,Imports,New Mexico,British Columbia,17363.0,185709.99,10.70
2011.0,Imports,New Mexico,Total,17363.0,185709.99,10.70
2011.0,Imports,New York,Alberta,62795.0,3271100.17,52.09
2011.0,Imports,New York,Ontario,1141535.0,4.319719955E7,37.84
2011.0,Imports,New York,Québec,432783.0,1.440098565E7,33.28
2011.0,Imports,New York,Total,1637113.0,6.086928537E7,37.18
2011.0,Imports,North Dakota,Alberta,38075.0,829974.41,21.80
2011.0,Imports,North Dakota,Saskatchewan,319772.0,8453670.43,26.44
2011.0,Imports,North Dakota,Total,357847.0,9283644.84,25.94
2011.0,Imports,Oregon,Alberta,101.0,4709.92,46.63
2011.0,Imports,Oregon,British Columbia,421982.5,5283091.01,12.52
2011.0,Imports,Oregon,Total,422083.5,5287800.93,12.53
2011.0,Imports,Pennsylvania,Alberta,14528.0,268167.0,18.46
2011.0,Imports,Pennsylvania,British Columbia,31181.0,615964.85,19.75
2011.0,Imports,Pennsylvania,Manitoba,4.0,128.02,32.01
2011.0,Imports,Pennsylvania,Nova Scotia,145658.0,1.0409739E7,71.47
2011.0,Imports,Pennsylvania,Ontario,40003.0,1498244.27,37.45
2011.0,Imports,Pennsylvania,Saskatchewan,22.0,265.5,12.07
2011.0,Imports,Pennsylvania,Total,231396.0,1.279250864E7,55.28
2011.0,Imports,Texas,British Columbia,85.0,335.76,3.95
2011.0,Imports,Texas,Total,85.0,335.76,3.95
2011.0,Imports,Total,Alberta,990938.54,2.916192749E7,29.43
2011.0,Imports,Total,British Columbia,9998737.12,2.0911139751E8,20.91
2011.0,Imports,Total,Manitoba,138637.0,3848857.03,27.76
2011.0,Imports,Total,New Brunswick,584490.752,3.259064995E7,55.76
2011.0,Imports,Total,Nova Scotia,145758.0,1.041224E7,71.44
2011.0,Imports,Total,Ontario,1775318.3,6.215876494E7,35.01
2011.0,Imports,Total,Québec,443412.0,1.48169615E7,33.35
2011.0,Imports,Total,Saskatchewan,321177.0,8574932.53,26.70
2011.0,Imports,Total,Total,1.4398468712E7,3.7067573095E8,25.74
2011.0,Imports,Utah,British Columbia,1265.0,21202.22,16.76
2011.0,Imports,Utah,Total,1265.0,21202.22,16.76
2011.0,Imports,Vermont,Ontario,1246.0,154156.22,123.72
2011.0,Imports,Vermont,Québec,469.0,15742.32,33.57
2011.0,Imports,Vermont,Total,1715.0,169898.54,99.07
2011.0,Imports,Washington,Alberta,869006.54,2.457072813E7,28.27
2011.0,Imports,Washington,British Columbia,8936965.5,1.9547039264E8,21.87
2011.0,Imports,Washington,Total,9805972.04,2.2004112077E8,22.44
2011.0,Imports,Wyoming,British Columbia,9425.0,132439.0,14.05
2011.0,Imports,Wyoming,Total,9425.0,132439.0,14.05
2012.0,Exports,Alberta,Oregon,198.0,3613.17,18.25
2012.0,Exports,Alberta,Total,41663.1,2244719.07,53.88
2012.0,Exports,Alberta,Washington,41465.1,2241105.9,54.05
2012.0,Exports,British Columbia,Alaska,1221.6,87636.05,71.74
2012.0,Exports,British Columbia,Arizona,63900.0,2451101.33,38.36
2012.0,Exports,British Columbia,California,7385503.7,1.8269199784E8,24.74
2012.0,Exports,British Columbia,Idaho,33221.0,394253.28,11.87
2012.0,Exports,British Columbia,Indiana,10237.0,459801.1,44.92
2012.0,Exports,British Columbia,Montana,161903.0,2725972.27,16.84
2012.0,Exports,British Columbia,Nevada,139585.0,5292488.51,37.92
2012.0,Exports,British Columbia,New Mexico,29050.0,1016122.32,34.98
2012.0,Exports,British Columbia,North Dakota,271.0,0.0,0.00
2012.0,Exports,British Columbia,Oregon,885362.0,2.736687175E7,30.91
2012.0,Exports,British Columbia,Total,1.083896921E7,2.7449726137E8,25.33
2012.0,Exports,British Columbia,Utah,11120.0,456227.36,41.03
2012.0,Exports,British Columbia,Washington,2117083.91,5.153692429E7,24.34
2012.0,Exports,British Columbia,Wyoming,511.0,17865.27,34.96
2012.0,Exports,Manitoba,Minn / N. Dakota,8048290.246,2.6688956278E8,Confidential
2012.0,Exports,Manitoba,Total,8048290.246,2.6688956278E8,Confidential
2012.0,Exports,New Brunswick,Maine,778560.3,5.132418573E7,65.92
2012.0,Exports,New Brunswick,New England-ISO,172.0,14943.36,86.88
2012.0,Exports,New Brunswick,Total,778732.3,5.133912909E7,65.93
2012.0,Exports,Nova Scotia,Maine,1094.0,48637.0,44.46
2012.0,Exports,Nova Scotia,Total,1094.0,48637.0,44.46
2012.0,Exports,Ontario,Illinois,5390.0,237736.65,44.11
2012.0,Exports,Ontario,Indiana,21317.0,516501.24,24.23
2012.0,Exports,Ontario,Massachusetts,19625.8,530879.51,27.05
2012.0,Exports,Ontario,Michigan,4388472.05,1.3142433674E8,29.95
2012.0,Exports,Ontario,Minnesota,83712.8,3159404.2,23.41
2012.0,Exports,Ontario,Missouri,11118.0,557881.96,50.18
2012.0,Exports,Ontario,New England-ISO,1037997.35,4.253125567E7,35.33
2012.0,Exports,Ontario,New York,5871785.262,1.6462876019E8,28.04
2012.0,Exports,Ontario,Pennsylvania,182861.5,6793408.91,37.15
2012.0,Exports,Ontario,Pennsylvania Jersey Maryland Power Pool,2188394.0,7.424126604E7,33.92
2012.0,Exports,Ontario,Total,1.3823913762E7,4.2518437454E8,30.25
2012.0,Exports,Ontario,Vermont,13240.0,562943.43,42.52
2012.0,Exports,Québec,Maine,1569368.0,5.522629185E7,35.19
2012.0,Exports,Québec,New England-ISO,1165200.83,4.516589194E7,36.26
2012.0,Exports,Québec,New York,1.03548505E7,3.1522768366E8,29.58
2012.0,Exports,Québec,Total,2.403784733E7,8.9394425461E8,33.27
2012.0,Exports,Québec,Vermont,1.0948428E7,4.7832438716E8,36.17
2012.0,Exports,Saskatchewan,Michigan,4626.0,90710.59,19.61
2012.0,Exports,Saskatchewan,North Dakota,63880.0,1979638.85,30.99
2012.0,Exports,Saskatchewan,Total,68506.0,2070349.44,30.22
2012.0,Exports,Total,Alaska,1221.6,87636.05,71.74
2012.0,Exports,Total,Arizona,63900.0,2451101.33,38.36
2012.0,Exports,Total,California,7385503.7,1.8269199784E8,24.74
2012.0,Exports,Total,Idaho,33221.0,394253.28,11.87
2012.0,Exports,Total,Illinois,5390.0,237736.65,44.11
2012.0,Exports,Total,Indiana,31554.0,976302.34,30.94
2012.0,Exports,Total,Maine,2349022.3,1.0659911458E8,45.38
2012.0,Exports,Total,Massachusetts,19625.8,530879.51,27.05
2012.0,Exports,Total,Michigan,4393098.05,1.3151504733E8,29.94
2012.0,Exports,Total,Minn / N. Dakota,8048290.246,2.6688956278E8,Confidential
2012.0,Exports,Total,Minnesota,83712.8,3159404.2,23.41
2012.0,Exports,Total,Missouri,11118.0,557881.96,50.18
2012.0,Exports,Total,Montana,161903.0,2725972.27,16.84
2012.0,Exports,Total,Nevada,139585.0,5292488.51,37.92
2012.0,Exports,Total,New England-ISO,2203370.18,8.771209097E7,35.83
2012.0,Exports,Total,New Mexico,29050.0,1016122.32,34.98
2012.0,Exports,Total,New York,1.6226635762E7,4.7985644385E8,29.02
2012.0,Exports,Total,North Dakota,64151.0,1979638.85,30.86
2012.0,Exports,Total,Oregon,885560.0,2.737048492E7,30.91
2012.0,Exports,Total,Pennsylvania,182861.5,6793408.91,37.15
2012.0,Exports,Total,Pennsylvania Jersey Maryland Power Pool,2188394.0,7.424126604E7,33.92
