Authority Name,Fiscal Year End Date,Loans,Loan Fund Sources,Recipient Name,Recipient City,Recipient State,Recipient Postal Code,Date Loan Awarded,Original Loan Amount,Interest Rate,Loan Length,Amount Repaid,Loan Purpose,New Jobs,Jobs Planned,Jobs Created,Loan Terms Completed
Albany County Business Development Corporation,12/31/2016,,Federal,"Warrington Realty, LLC",ALBANY,NY,12205,05/10/2010,112000.0,4.0,5.0,41222.19,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,2.0,2.0,No
Albany County Business Development Corporation,12/31/2016,,Federal,Wolf's 1-11 Arena Sports Grill,GANSEVOORT,NY,12831,12/28/2011,150000.0,4.0,5.0,119689.99,Business Expansion/Startup,Yes,35.0,0.0,No
Albany County Business Development Corporation,12/31/2016,,Federal,"Xander 41, LLC",ALBANY,NY,12205,11/02/2016,265000.0,2.63,5.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,15.0,0.0,No
Albany County Business Development Corporation,12/31/2016,,Federal,"Zephyr Preservation Studio, LLC",COHOES,NY,12047,05/07/2014,62500.0,2.44,5.0,8885.66,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Albany County Business Development Corporation,12/31/2016,,Federal,"readMedia, Inc.",ALBANY,NY,12207,05/25/2012,250000.0,4.0,5.0,250000.0,Business Expansion/Startup,No,,,Yes
Ulster Tobacco Asset Securitization Corporation,12/31/2016,No,,,,,,,,,,,,,,,
Town of Babylon L. D. Corporation II,12/31/2016,No,,,,,,,,,,,,,,,
Canton Capital Resource Corporation,12/31/2016,No,,,,,,,,,,,,,,,
Seneca Knit Development Corporation,12/31/2016,No,,,,,,,,,,,,,,,
Cayuga Tobacco Asset Securitization Corporation,12/31/2016,No,,,,,,,,,,,,,,,
New Rochelle Corporation for Local Development,12/31/2016,No,,,,,,,,,,,,,,,
Chautauqua County Capital Resource Corporation,12/31/2016,No,,,,,,,,,,,,,,,
Southold Local Development Corporation,12/31/2016,No,,,,,,,,,,,,,,,
Chautauqua Tobacco Asset Securitization Corporation,12/31/2016,No,,,,,,,,,,,,,,,
Genesee Tobacco Asset Securitization Corporation,12/31/2016,No,,,,,,,,,,,,,,,
Oswego Tobacco Asset Securitization Corporation,12/31/2016,No,,,,,,,,,,,,,,,
Cayuga County Development Corporation,12/31/2016,,Federal,"NBF Plastice, LLC",AUBURN,NY,13021,05/12/2016,140000.0,3.5,10.0,5899.0,Business Expansion/Startup,Yes,3.0,2.0,No
Warren Tobacco Asset Securitization Corporation,12/31/2014,No,,,,,,,,,,,,,,,
Niagara County Development Corporation,12/31/2015,,Federal,"107 Goundry St., LLC",NORTH TONAWANDA,NY,14120,03/05/2009,200000.0,5.0,10.0,72991.96,Equipment and Fixed Asset Acquisition,Yes,26.0,10.0,No
Niagara County Development Corporation,12/31/2015,,Federal,"500 Fitness, Inc.",NORTH TONAWANDA,NY,14120,02/27/2015,25000.0,5.0,7.0,750.66,Equipment and Fixed Asset Acquisition,Yes,6.0,0.0,No
Niagara County Development Corporation,12/31/2015,,Federal,A Call Away Services,NORTH TONAWANDA,NY,14120,07/07/2006,20000.0,6.4,5.0,1433.83,Equipment and Fixed Asset Acquisition,Yes,1.0,0.0,Yes
Niagara County Development Corporation,12/31/2015,,Federal,Antonio Baratta d/b/a Timeline Video Productions,NIAGARA FALLS,NY,14305,02/03/2006,25000.0,5.6,6.0,4784.74,Equipment and Fixed Asset Acquisition,Yes,2.0,0.0,Yes
Niagara County Development Corporation,12/31/2015,,Federal,"Ashdan Screw Machine Products, Inc.",LOCKPORT,NY,14094,06/04/2009,61500.0,5.0,10.0,20838.29,Equipment and Fixed Asset Acquisition,Yes,5.0,6.0,No
Niagara County Development Corporation,12/31/2015,,Federal,"Beach Bright, Inc.",NORTH TONAWANDA,NY,14120,07/09/2012,25000.0,5.0,5.0,9258.69,Business Expansion/Startup,Yes,7.0,0.0,No
Niagara County Development Corporation,12/31/2015,,Federal,Beverly Wilson d/b/a Scrubz,NIAGARA FALLS,NY,14304,09/17/2008,25000.0,5.0,6.0,9785.67,Equipment and Fixed Asset Acquisition,Yes,1.0,0.0,Yes
Niagara County Development Corporation,12/31/2015,,Federal,"Brett's Tent and Awning, Inc.",NIAGARA FALLS,NY,14301,02/27/2015,25000.0,5.0,7.0,1002.97,Equipment and Fixed Asset Acquisition,Yes,2.0,2.0,No
Niagara County Development Corporation,12/31/2015,,Federal,"Callan Drafting, Inc.",NIAGARA FALLS,NY,14303,12/13/2002,25000.0,5.0,5.0,18144.45,Equipment and Fixed Asset Acquisition,Yes,4.0,0.0,Yes
Niagara County Development Corporation,12/31/2015,,Federal,"Caron Manufacturing, Inc.",LOCKPORT,NY,14094,08/15/2014,25000.0,5.0,7.0,2022.77,Equipment and Fixed Asset Acquisition,Yes,4.0,0.0,No
Niagara County Development Corporation,12/31/2015,,Federal,David Ventry d/b/a Round One Fitness and Boxing,NORTH TONAWANDA,NY,14120,05/08/2015,25000.0,5.0,7.0,0.0,Equipment and Fixed Asset Acquisition,Yes,3.0,0.0,No
Niagara County Development Corporation,12/31/2015,,Federal,"Daycares of WNY, Inc.",NORTH TONAWANDA,NY,14120,04/07/2011,25000.0,5.0,7.0,13820.12,Equipment and Fixed Asset Acquisition,Yes,15.0,13.0,No
Niagara County Development Corporation,12/31/2015,,Federal,"Diversified Manufacturing, Inc.",LOCKPORT,NY,14094,10/23/2013,400000.0,5.0,7.0,109242.49,Equipment and Fixed Asset Acquisition,Yes,40.0,128.0,No
Niagara County Development Corporation,12/31/2015,,Federal,"Eat and Have Fun, Inc.",LOCKPORT,NY,14094,02/21/2003,25000.0,5.0,5.0,23175.28,Equipment and Fixed Asset Acquisition,Yes,23.0,0.0,Yes
Niagara County Development Corporation,12/31/2015,,Federal,"Faery's Golf and Landscaping, Inc.",SANBORN,NY,14132,05/22/2014,30000.0,5.0,7.0,4301.56,Equipment and Fixed Asset Acquisition,Yes,12.0,15.0,No
Niagara County Development Corporation,12/31/2015,,Federal,"Grand Niagara Machine, Inc.",SANBORN,NY,14132,11/14/2011,65000.0,5.0,7.0,27373.86,Equipment and Fixed Asset Acquisition,Yes,9.0,0.0,No
Niagara County Development Corporation,12/31/2015,,Federal,"Green Global Energy, Inc.",NIAGARA FALLS,NY,14304,10/28/2008,50000.0,5.0,5.0,5211.38,Equipment and Fixed Asset Acquisition,Yes,14.0,0.0,Yes
Niagara County Development Corporation,12/31/2015,,Federal,Griffin Chenical,NORTH TONAWANDA,NY,14120,08/14/2013,45000.0,5.0,5.0,14490.49,Equipment and Fixed Asset Acquisition,Yes,7.0,3.0,No
Niagara County Development Corporation,12/31/2015,,Federal,Hoot Mechanical & Electrical Inc.,LOCKPORT,NY,14095,01/28/2010,91000.0,5.0,7.0,47517.38,Equipment and Fixed Asset Acquisition,Yes,18.0,15.0,No
Niagara County Development Corporation,12/31/2015,,Federal,"J.M. Canty, Inc.",LOCKPORT,NY,14094,07/25/2012,200000.0,5.0,7.0,88926.24,Equipment and Fixed Asset Acquisition,Yes,39.0,46.0,No
Niagara County Development Corporation,12/31/2015,,Federal,"Jacobs Ladder, LLC",NORTH TONAWANDA,NY,14120,10/02/2009,46846.35,5.0,7.0,37237.75,Equipment and Fixed Asset Acquisition,Yes,9.0,15.0,No
Niagara County Development Corporation,12/31/2015,,Federal,Jamie L. Symmonds d/b/a Angel to Apple,LEWISTON,NY,14092,07/31/2013,22000.0,5.0,7.0,5522.85,Business Expansion/Startup,Yes,2.0,0.0,No
Niagara County Development Corporation,12/31/2015,,Federal,"Journey II Health, LLC",NIAGARA FALLS,NY,14304,11/28/2007,25000.0,6.6,7.0,25000.0,Equipment and Fixed Asset Acquisition,Yes,12.0,0.0,Yes
Niagara County Development Corporation,12/31/2015,,Federal,"Kathy's Kid Care, Inc. d/b/a Shining Star",NORTH TONAWANDA,NY,14120,09/12/2007,25000.0,6.6,7.0,25000.0,Equipment and Fixed Asset Acquisition,Yes,6.0,0.0,Yes
Niagara County Development Corporation,12/31/2015,,Federal,Lori L. Martinez d/b/a HOPE!,NIAGARA FALLS,NY,14304,02/03/2006,25000.0,5.6,5.0,17291.76,Equipment and Fixed Asset Acquisition,Yes,2.0,0.0,No
Niagara County Development Corporation,12/31/2015,,Federal,Matthew Wendler d/b/a Purpose Built Engineering,WOLCOTT,NY,14590,09/09/2010,25000.0,5.0,7.0,16310.36,Equipment and Fixed Asset Acquisition,Yes,2.0,0.0,No
Niagara County Development Corporation,12/31/2015,,Federal,Michael R. Carney d/b/a Green Concepts,NIAGARA FALLS,NY,14304,06/09/2008,25000.0,5.0,7.0,22910.67,Equipment and Fixed Asset Acquisition,Yes,3.0,0.0,No
Niagara County Development Corporation,12/31/2015,,Federal,"Modern-Tec Manufacturing, Inc.",LOCKPORT,NY,14094,02/24/2011,250000.0,5.0,7.0,103340.7,Equipment and Fixed Asset Acquisition,Yes,15.0,18.0,No
Niagara County Development Corporation,12/31/2015,,Federal,NCIDA-MTF-Niagara Industrial Suites,SANBORN,NY,14132,01/02/2002,364582.0,5.0,15.0,243841.03,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,14.0,230.0,No
Niagara County Development Corporation,12/31/2015,,Federal,"New York Beer Project, LLC",LOCKPORT,NY,14094,10/29/2015,200000.0,2.6,5.0,0.0,Equipment and Fixed Asset Acquisition,Yes,37.0,98.0,No
Niagara County Development Corporation,12/31/2015,,Federal,"TAM Ceramics Group of NY, LLC",NIAGARA FALLS,NY,14305,06/30/2010,400000.0,5.0,7.0,400000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,76.0,77.0,Yes
Niagara County Development Corporation,12/31/2015,,Federal,"Wheatfield Daycare, Inc.",NIAGARA FALLS,NY,14304,08/21/1998,25000.0,6.8,7.0,14708.37,Equipment and Fixed Asset Acquisition,Yes,8.0,0.0,Yes
Niagara County Development Corporation,12/31/2015,,Federal,"Williams Road Holding, LLC",NORTH TONAWANDA,NY,14120,02/12/1999,200000.0,6.8,20.0,200000.0,Equipment and Fixed Asset Acquisition,Yes,109.0,43.0,Yes
Niagara County Development Corporation,12/31/2015,,Federal,"Woodcock Brothers Brewing Co., Inc.",WILSON,NY,14172,03/06/2013,275000.0,5.0,7.0,93619.64,Equipment and Fixed Asset Acquisition,Yes,30.0,22.0,No
Energy Improvement Corporation,12/31/2016,,Other,"446 Broadway, LLC",KINGSTON,NY,12401,10/05/2016,11910.95,3.58,18.0,0.0,Land Preservation/Resource Conservation/Recreation,No,,,No
Energy Improvement Corporation,12/31/2016,,Other,Apropos Housing Corporation,SOUTH SALEM,NY,10590,10/05/2016,72850.0,4.25,20.0,0.0,Land Preservation/Resource Conservation/Recreation,No,,,No
Energy Improvement Corporation,12/31/2016,,Other,Apropos Housing Corporation,SOUTH SALEM,NY,10590,10/05/2016,4361.63,4.25,20.0,0.0,Land Preservation/Resource Conservation/Recreation,No,,,No
Energy Improvement Corporation,12/31/2016,,Other,"Budli Building, LLC",BEDFORD HILLS,NY,10507,01/15/2016,204101.92,3.58,10.0,8019.45,Land Preservation/Resource Conservation/Recreation,Yes,2.0,2.0,No
Energy Improvement Corporation,12/31/2016,,Other,"Budli Building, LLC",BEDFORD HILLS,NY,10507,01/15/2016,23638.51,3.59,12.0,733.35,Land Preservation/Resource Conservation/Recreation,No,,,No
Energy Improvement Corporation,12/31/2016,,Other,"Drum Hill Associates, LP",PEEKSKILL,NY,10566,12/14/2016,402705.09,3.14,1.0,0.0,Land Preservation/Resource Conservation/Recreation,Yes,4.0,4.0,No
Energy Improvement Corporation,12/31/2016,,Other,"Five Spoke Properties, LLC",GOSHEN,NY,10924,04/01/2015,74795.95,2.94,5.0,6785.7,Land Preservation/Resource Conservation/Recreation,Yes,1.0,1.0,No
Energy Improvement Corporation,12/31/2016,,Other,"Owensville Housing Development Fund Company, Inc",CROTON FALLS,NY,10519,01/15/2016,23614.94,4.37,15.0,641.31,Land Preservation/Resource Conservation/Recreation,No,,,No
Energy Improvement Corporation,12/31/2016,,Other,"Owensville Housing Development Fund Company, Inc",CROTON FALLS,NY,10519,01/15/2016,1643.43,4.37,15.0,35.04,Land Preservation/Resource Conservation/Recreation,No,,,No
Energy Improvement Corporation,12/31/2016,,Other,Roman Catholic Church of St. Christopher,BUCHANAN,NY,10511,10/05/2016,47313.65,4.52,20.0,0.0,Land Preservation/Resource Conservation/Recreation,No,,,No
Energy Improvement Corporation,12/31/2016,,Other,Roman Catholic Church of St. Christopher,BUCHANAN,NY,10511,10/05/2016,103507.81,4.52,20.0,0.0,Land Preservation/Resource Conservation/Recreation,Yes,1.0,1.0,No
Energy Improvement Corporation,12/31/2016,,Other,"Temple of Israel of Northern Westchester, Inc.",CROTON ON HUDSON,NY,10520,12/23/2016,157056.0,5.27,1.0,0.0,Land Preservation/Resource Conservation/Recreation,Yes,1.0,1.0,No
Energy Improvement Corporation,12/31/2016,,Other,"Wainwright House, Inc.",RYE,NY,10580,10/05/2016,19366.33,4.71,20.0,0.0,Land Preservation/Resource Conservation/Recreation,No,,,No
Energy Improvement Corporation,12/31/2016,,Other,"Wainwright House, Inc.",RYE,NY,10580,10/05/2016,348479.35,4.71,20.0,0.0,Land Preservation/Resource Conservation/Recreation,Yes,3.0,3.0,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,30-35 William Street LLC,WALTON,NY,13856,07/16/2010,1000000.0,4.0,10.0,138214.12,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Syracuse Economic Development Corporation,12/31/2016,,Not for Profit,Balle 31 Inc,SYRACUSE,NY,13202,02/02/2009,162000.0,4.25,20.0,34045.0,Business Expansion/Startup,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,"396 Wittenberg Road, LLC",WOODSTOCK,NY,12498,04/28/2010,250000.0,4.0,15.0,250000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,Yes
Catskill Watershed Corporation,12/31/2016,,Not for Profit,53535 Main Street Corp.,ROXBURY,NY,12474,03/14/2008,175000.0,4.63,15.0,82458.16,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,Yes
Catskill Watershed Corporation,12/31/2016,,Not for Profit,"ARC Foods, Inc.",KINGSTON,NY,12401,07/11/2002,211000.0,3.38,15.0,199213.18,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,"American Plum Tree, Inc.",SOUTH KORTRIGHT,NY,13842,09/18/2008,363570.91,4.0,15.0,23613.31,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,"Arts on Site Residency & Retreat, LLC",KERHONKSON,NY,12446,11/16/2016,250000.0,4.0,15.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,"Ashokan Center Foundation, Inc.",OLIVEBRIDGE,NY,12461,09/22/2011,1350000.0,4.0,15.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,"BP Visions, Inc.",FISHKILL,NY,12524,05/12/2008,26547.29,4.88,15.0,11939.72,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,Bearsville Associates,BEARSVILLE,NY,12409,09/11/2009,658119.33,4.0,15.0,156147.86,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,Black Bear Lodge,LEXINGTON,NY,12452,05/20/2014,175802.0,4.0,15.0,21025.44,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,Blue Mountain Bistro,KINGSTON,NY,12401,09/17/2008,379292.73,4.0,15.0,164472.93,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,Brian Batista and Sara Loughlin,PHOENICIA,NY,12464,12/19/2005,98000.0,4.0,15.0,65279.48,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,Brian Batista and Sara Louglin,PHOENICIA,NY,12464,05/22/2009,119250.0,4.0,15.0,50598.65,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,"Brie & Bordeaux, Inc.",WINDHAM,NY,12496,02/28/2007,90081.91,4.0,15.0,52175.13,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,Bruce Dolph,WALTON,NY,13856,03/08/2007,25000.0,4.0,10.0,25000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,Yes
Catskill Watershed Corporation,12/31/2016,,Not for Profit,Burton F. Clark Companies (2),DELHI,NY,13753,02/25/2005,715000.0,4.0,15.0,715000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,Yes
Catskill Watershed Corporation,12/31/2016,,Not for Profit,CATS,KINGSTON,NY,12401,11/12/2014,135000.0,0.0,5.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,"CSA Properties, Inc.",FISHKILL,NY,12524,07/14/2008,96637.88,4.0,15.0,42021.35,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,Camp Move It LLC,BOVINA CENTER,NY,13740,07/07/2011,404038.26,4.0,15.0,210005.65,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,"Campobello, LLC",MARGARETVILLE,NY,12455,07/12/2007,255316.61,4.0,15.0,84046.65,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,"Catskill Country Furniture & Flooring, LLC",STAMFORD,NY,12167,08/03/2011,400000.0,4.0,15.0,266076.15,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,"Catskill Development Foundation, Inc",DELHI,NY,13753,03/08/2012,137500.0,4.13,15.0,13690.01,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,"Catskill Mountain Foundation, Inc.",HUNTER,NY,12442,09/04/2003,350000.0,1.38,15.0,283893.54,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,"Catskill Revitilization Corporation, Inc.",STAMFORD,NY,12167,12/09/2004,219670.84,4.0,15.0,21991.88,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,"Cave Mountain Brewing Co., Inc.",WINDHAM,NY,12496,04/25/2008,130762.82,4.63,10.0,90738.1,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,Central Catskills Chamber of,MARGARETVILLE,NY,12455,11/03/2014,49500.0,0.0,5.0,0.0,Marketing and Business Recruitment,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,Chappie's Properties LLC,ROXBURY,NY,12474,07/06/2016,197100.0,4.0,15.0,3219.74,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,Cheryl Lins/Delaware Phoenix Distillery,WALTON,NY,13856,06/12/2008,40000.0,4.0,10.0,29192.1,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2016,,Not for Profit,"Cowan Excavating, LLC",HALCOTTSVILLE,NY,12438,04/16/2008,250000.0,4.0,15.0,42121.57,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
