Authority Name,Fiscal Year End Date,Awarded Grants,Grant Fund Sources,Recipient Name,Recipient City,Recipient State,Recipient Postal Code,Grant Amount,Date Grant Awarded,Grant Purpose,New Jobs,Jobs Planned,Jobs Created
New York City Economic Development Corporation,06/30/2012,,Municipal,Whitney Museum of American Art,NEW YORK,NY,10014,0.0,04/17/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"Yankee Stadium, LLC",BRONX,NY,10452,6400000.0,03/21/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Other,Queens Plaza/Court Square District Management Association- Jackson Avenue Benches,LONG ISLAND CITY,NY,11101,25000.0,06/01/2011,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Other,Queens Plaza/Court Square District Management Association- Jackson Avenue Medians,LONG ISLAND CITY,NY,11101,25000.0,06/01/2011,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,State,The Trust for Governors Island,NEW YORK,NY,10004,45757.0,07/13/2010,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
New York City Economic Development Corporation,06/30/2013,,Federal,Greater Jamaica Development Corporation (3687 Contract),JAMAICA,NY,11432,37907.31,11/04/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Federal,Sims Municipal Recycling of New York LLC,BROOKLYN,NY,11232,1409582.0,08/29/2012,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,BAM Local Development Corporation,BROOKLYN,NY,11217,32655.0,08/06/2002,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,Battery Park City Authority,NEW YORK,NY,10281,15599692.73,10/16/2008,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,Bedford Stuyvesant Family Health Center Inc.,BROOKLYN,NY,11216,121671.0,06/07/2006,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,Bedford Stuyvesant Restoration Corporation,BROOKLYN,NY,11216,90003.0,02/06/2007,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,"Bronx Parking Development Company, LLC",BRONX,NY,10451,409566.0,10/23/2007,Land Preservation/Resource Conservation/Recreation,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,Brooklyn Academy of Music Inc.,BROOKLYN,NY,11217,3044983.42,05/24/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,Brooklyn Academy of Music Inc.,BROOKLYN,NY,11217,5275933.15,11/09/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,CPC Nan Shan,FLUSHING,NY,11355,345099.96,10/17/2011,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,Children's Museum of the Arts,NEW YORK,NY,10014,920253.39,05/30/2012,Equipment and Fixed Asset Acquisition,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,"Community Development Properties Brooklyn, Inc.",BROOKLYN,NY,11226,6847607.12,12/26/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,Downtown Brooklyn Partnership Inc.,BROOKLYN,NY,11201,1430000.0,07/03/2013,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,East Williamsburg Valley Industrial Development Corporation,BROOKLYN,NY,11222,2430000.0,10/10/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,Empire State Development Corporation,BROOKLYN,NY,11217,687808.76,09/12/2007,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,"Federation of Italian-American Organizations of Brooklyn, Ltd.",BROOKLYN,NY,11214,2340220.3,09/28/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,Food Bank for New York City,BRONX,NY,10474,9400.0,11/14/2011,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,Greater Jamaica Development Corporation,JAMAICA,NY,11432,578549.39,11/11/2004,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,Greater Jamaica Development Corporation,JAMAICA,NY,11433,41691.54,05/06/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,"Lincoln Center Development Project, Inc.",NEW YORK,NY,10023,5373416.0,12/12/2007,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,Lower East Side Tenement Musuem,NEW YORK,NY,10002,325741.56,11/16/2007,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,"MetroTech Area District Management Association, Inc.",BROOKLYN,NY,11201,26002.05,11/12/2003,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,NYC & Company Inc.,NEW YORK,NY,10019,320000.0,01/04/2011,Marketing and Business Recruitment,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,NYC Business Assistance Corporation,NEW YORK,NY,10038,420000.0,12/17/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,"Neighborhood Trust Financial Partners, dba Credit Where Credit Is Due, Inc.",NEW YORK,NY,10032,300000.0,05/24/2013,Education/Training (Business Development),No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,New York Academy of Sciences (The),NEW YORK,NY,10007,248309.0,04/25/2012,Equipment and Fixed Asset Acquisition,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,"New York Families for Autistic Children, Inc.",HOWARD BEACH,NY,11414,1027514.38,06/19/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,New York Restoration Project,NEW YORK,NY,10280,100.0,08/30/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,"Randall's Island Sports Foundation, Inc.",NEW YORK,NY,10023,95218.0,10/07/2005,Land Preservation/Resource Conservation/Recreation,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,Seaview Senior Living Housing Development Fund Corporation,STATEN ISLAND,NY,10314,3955178.32,07/25/2011,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,"Services Now for Adult Persons, Inc.",QUEENS VILLAGE,NY,11427,1456625.0,04/26/2013,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,The Brooklyn Historical Society,BROOKLYN,NY,11201,42100.0,02/09/2010,Land Preservation/Resource Conservation/Recreation,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,The Foundation for Urban Health & Well Being,MOUNT KISCO,NY,10549,3858523.0,06/01/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,The Research Foundation of SUNY,BROOKLYN,NY,11226,262057.9,01/21/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,The Research Foundation of SUNY,BROOKLYN,NY,11226,1697900.08,06/19/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,The Trust for Governors Island,NEW YORK,NY,10007,3002022.0,07/13/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,"Times Square District Management Association, Inc",NEW YORK,NY,10036,70320.36,11/27/2006,Land Preservation/Resource Conservation/Recreation,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,Whitney Museum of American Art,NEW YORK,NY,10014,19222280.2,04/17/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Municipal,Wildlife Conservation Society,BROOKLYN,NY,11224,3407805.0,02/04/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Other,Amanda Curtis (Helping Hands),BROOKLYN,NY,11237,3250.0,06/20/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Other,"BioDigital, Inc.",NEW YORK,NY,10012,25000.0,06/26/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Other,Continuum Health Partners,NEW YORK,NY,10038,16666.67,06/26/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Other,Greater Jamaica Development Corporation,JAMAICA,NY,11435,591638.59,08/11/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2013,,Other,Healthy Out,SAN FRANCISCO,CA,94123,55000.0,06/20/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Other,Hopscotch Technologies,BROOKLYN,NY,11211,20000.0,06/20/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Other,Jeff Novich (HiredinNY),NEW YORK,NY,10026,10000.0,06/20/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Other,Kuan Huang (Poncho),NEW YORK,NY,10013,5000.0,06/20/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Other,Pace University,NEW YORK,NY,10017,25000.0,06/26/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Other,Pace University,NEW YORK,NY,10017,11666.67,06/26/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Other,Parminder Singh (ChildCareDesk),ISELIN,NJ,08830,25000.0,06/20/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Other,Pei-Kei Mak (Helping Hands),BROOKLYN,NY,11237,5250.0,06/20/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Other,Raj Kandathi (Helping Hands),BROOKLYN,NY,11223,3250.0,06/20/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Other,Sense Health,NEW YORK,NY,10013,16666.67,06/26/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Other,Supatra Indhara (Helping Hands),NEW YORK,NY,10023,3250.0,06/20/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Other,Tyler Tringas (SolarList),BROOKLYN,NY,11217,20000.0,06/20/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Other,University Behavioral Associates,BRONX,NY,10467,16666.67,06/26/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Other,Village Care,NEW YORK,NY,10271,33333.34,06/26/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Other,Vital Care Services,HARTSDALE,NY,10530,21666.67,06/26/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Other,"eCaring, LLC",NEW YORK,NY,10011,25000.0,06/26/2013,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2013,,Private,Hispanic Federation,NEW YORK,NY,10005,500000.0,03/26/2009,Education/Training (Business Development),No,,
New York City Economic Development Corporation,06/30/2014,,Federal,CSX Transportation Inc.,JACKSONVILLE,FL,32202,0.0,03/25/2014,Equipment and Fixed Asset Acquisition,No,,
New York City Economic Development Corporation,06/30/2014,,Federal,The Trust for Governors Island,NEW YORK,NY,10004,4337409.69,07/13/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2014,,Municipal,"CATHOLIC CHARITIES COMMUNITY SERVICES, ARCHDIOCESE OF NEW YORK",NEW YORK,NY,10022,0.0,12/23/2013,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2014,,Municipal,"(The) Brooklyn Academy of Music, Inc.",BROOKLYN,NY,11217,289579.85,11/09/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2014,,Municipal,"Apollo Theater Foundation, Inc. (The)",NEW YORK,NY,10027,421983.48,09/09/2013,Equipment and Fixed Asset Acquisition,No,,
New York City Economic Development Corporation,06/30/2014,,Municipal,"BOYS & GIRLS CLUB OF METRO QUEENS, INC. fka South Queens Boys & Girls Club",SOUTH RICHMOND HILL,NY,11419,4616392.32,07/06/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
