State Fiscal Year End Date,Operator Name,Total Inspections,Failed Inspections,Operator ID,City,Region
03/31/2010,CARTHAGE CENTRAL SCHOOL,154,2,2509,CARTHAGE,3
03/31/2010,CASANOVA CARRIAGE,6,0,46293,LAKE KATRINE,8
03/31/2010,"CASCADES OF NIAGARA TOURS, INC",3,0,4192,SANBORN,5
03/31/2010,CASSADAGA VALLEY CENTRAL,61,4,2254,SINCLAIRVILLE,5
03/31/2010,CASTRO AND SON'S LLC,1,1,47853,NEWBURGH,8
03/31/2010,CATHEDRAL PREP SEMINARY,3,0,24859,ELMHURST,11
03/31/2010,CATHOLIC CENTRAL HIGH SCHOOL,4,1,32417,TROY,1
03/31/2010,CATHOLIC CENTRAL SCHOOL,1,1,36989,BUFFALO,5
03/31/2010,CATHOLIC CHARITIES OF THE DIOC,4,1,25681,SYRACUSE,3
03/31/2010,CATO-MERIDIAN CEN. SCH.,57,2,2395,CATO,3
03/31/2010,CATTARAGUS ALLEGANY BOCES,7,0,6405,BELMONT,4
03/31/2010,CATTARAUGUS LITTLE VALLEY CS,74,0,1778,CATTARAUGUS,5
03/31/2010,CATTARAUGUS WYOMING HEADSTART,21,0,1779,OLEAN,5
03/31/2010,CAULEY COACH CORP.,6,0,3069,ST. ALBANS,11
03/31/2010,CAYUGA/SENECA COMM. ACTION AGE,11,1,2396,AUBURN,3
03/31/2010,CAZ LIMO INC.,43,7,27146,CAZENOVIA,3
03/31/2010,CAZ LIMO INC.,9,0,42931,ITHACA,3
03/31/2010,CAZENOVIA CENTRAL SCHOOL,66,1,2420,CAZENOVIA,3
03/31/2010,CBS LINES INC,68,1,1717,CORAM,10
03/31/2010,CBT PARA TRANSIT INC.,208,8,43443,BROOKLYN,11
03/31/2010,CCLC AT ROCHESTER GENERAL HOSPITAL,3,2,2582,ROCHESTER,4
03/31/2010,CDL TRAVEL & TOURS,2,2,44007,ROCHESTER,4
03/31/2010,CECILIA'S J. TRANSPORTATION,5,1,20147,FLUSHING,11
03/31/2010,CEDENO TRANSPORTATION,2,0,3451,JACKSON HEIGHTS,11
03/31/2010,CEDI TRANSPORTATION SERVICE,8,1,28765,ROSEDALE,11
03/31/2010,CENTER ROAD BAPTIST CHURCH,3,2,5713,WEST SENECA,5
03/31/2010,CENTER TRANSPORTATION,138,13,1459,ALBANY,1
03/31/2010,CENTRAL ISLAMIC ORGANIZATION,9,2,20268,SOUTH RICHMOND HILL,11
03/31/2010,CENTRAL N Y WHEELCHAIR TRANSP INC.,1,0,47298,UTICA,2
03/31/2010,CENTRAL SATMAR TRANSPORATION INC,51,6,41137,BROOKLYN,11
03/31/2010,CENTRAL SQUARE CENTRAL SCHOOLS,196,10,2310,CENTRAL SQUARE,3
03/31/2010,CENTRAL VAN SERVICE,2,0,6422,JACKSON HEIGHTS,11
03/31/2010,CENTURY AMBULANCE SERVICE INC.,1,0,3293,FORIST HILLS,11
03/31/2010,CEREBRAL PALSY TRANSPORTATION,144,6,3490,WOODSIDE,11
03/31/2010,CHABAD OF PORT WASHINGTON,4,0,27056,PORT WASHINGTION,10
03/31/2010,CHALET SERVICES,15,1,1685,SURPRISE,1
03/31/2010,CHAMINADE HIGH SCHOOL,22,1,3179,MINEOLA,10
03/31/2010,CHAMPLAIN VALLEY EDUCATIONAL SERVS,3,0,1604,MINEVILLE,1
03/31/2010,CHAMPLAIN VALLEY EDUCATIONAL SERVS.,4,1,1605,PLATTSBURGH,1
03/31/2010,CHANNIE SHUTTLE SERVICE D/B/A,1,0,46676,BROOKLYN,11
03/31/2010,CHAPPAQUA TRANSPORTATION,25,6,2656,FISHKILL,8
03/31/2010,CHAPPAQUA TRANSPORTATION INC.,367,27,2868,CHAPPAQUA,8
03/31/2010,CHARLES STOTZ INC.,32,0,2625,VALHALLA,8
03/31/2010,CHARLOTTE VALLEY CENTRAL SCHOO,26,1,1988,DAVENPORT,2
03/31/2010,CHATEAUGAY CS,33,1,2369,CHATEAUGAY,3
03/31/2010,CHATHAM CENTRAL SCHOOL,87,1,1515,CHATHAM,1
03/31/2010,CHATTERBOX DAY SCHOOL,18,0,1739,EAST ISLIP,10
03/31/2010,"CHAUFFEURED SERVICES UNLIMITED, LLC",6,1,44640,LONG ISLAND CITY,11
03/31/2010,CHAUTAUQUA LAKE CENTRAL SCHOOL,64,2,19913,MAYVILLE,5
03/31/2010,CHAZY CENTRAL RURAL SCHOOL,30,1,2370,CHAZY,1
03/31/2010,CHECKER TRANSPORTATION CORP.,2,0,44778,FREEPORT,10
03/31/2010,CHECKMATE TRANSPORTATION CORP.,2,0,47452,FREEPORT,10
03/31/2010,"CHELSEA EXPRESS TRANSPORTATION, INC",18,0,45277,CORONA,11
03/31/2010,CHENANGO FORKS CENTRAL SCHOOL,73,8,2257,BINGHAMTON,2
03/31/2010,CHENANGO VALLEY BUS LINE,29,7,2120,BINGHAMTON,2
03/31/2010,CHENANGO VALLEY CENTRAL SCHOOL,66,8,2121,BINGHAMTON,2
03/31/2010,CHERRY VALLEY SPRINGFIELD C/S,45,7,1989,CHERRY VALLEY,2
03/31/2010,CHESTER UNION FREE SCHOOL,2,0,2657,CHESTER,8
03/31/2010,CHESTNUT RIDGE TRANSIT INC.,210,6,2717,HILLBURN,8
03/31/2010,CHESTNUT RIDGE TRANSP. INC.,264,23,2716,CHESTNUT RIDGE,8
03/31/2010,CHESTNUT RIDGE TRANSPORTATION INC.,339,16,34112,SPRING VALLEY,8
03/31/2010,CHILD & YOUTH SERVICES,4,0,43776,FORT DRUM,3
03/31/2010,CHILDREN OF AMERICA ED CHILD CARE,1,0,46303,NYACK,8
03/31/2010,CHILDREN'S CONTINUOUS CARE INC,2,1,27773,MACEDON,3
03/31/2010,CHILDREN'S DAY OUT EDUCATIONAL CTR.,2,0,27834,BUFFALO,5
03/31/2010,CHILDRENS DISCOVERY CENTER,3,0,32350,LIVERPOOL,3
03/31/2010,CHITTENANGO CENTRAL SCHOOL,103,0,2421,CHITTENANGO,3
03/31/2010,CHOICE MEDICAL,62,4,31089,ISLANDIA,10
03/31/2010,CHRIST THE KING REGIONAL H.S.,6,1,26178,MIDDLE VILLAGE,11
03/31/2010,CHRISTIAN AMBULETTE INC,79,7,4487,BROOKLYN,11
03/31/2010,CHRISTIAN BROTHERS ACADEMY,4,0,25787,ALBANY,1
03/31/2010,CHRISTIAN CENTRAL ACADEMY,9,0,24912,WILLIAMSVILLE,5
03/31/2010,CHURCHVILLE-CHILI CENTRAL,224,4,2529,CHURCHVILLE,4
03/31/2010,CINCINNATUS CENTRAL SCHOOL,41,1,2422,CINCINNATUS,3
03/31/2010,CISCO TRANSPORTATION INC.,34,1,27340,BINGHAMTON,2
03/31/2010,"CITI COACH NYC, INC.",119,3,37438,NEW YORK,11
03/31/2010,CITICARE,179,10,27770,BRONX,11
03/31/2010,"CITIVAN LINES, CORP",20,0,37910,JAMAICA,11
03/31/2010,CITIWIDE CHARTER SERVICE INC.,11,6,25048,RICHMOND,11
03/31/2010,CITY EXPRESS CORP.,61,9,5514,BROOKLYN,11
03/31/2010,CITY LINK CORP,62,8,25851,JAMAICA,11
03/31/2010,CITY OF MOUNT VERNON REC.,1,1,3831,MOUNT VERNON,8
03/31/2010,CITY SCHOOL DIST. OF PEEKSKILL,1,0,2884,PEEKSKILL,8
03/31/2010,"CITY SCHOOL DIST. SYRACUSE, NY",31,0,2445,SYRACUSE,3
03/31/2010,CITY SCHOOL DISTRICT OSWEGO,138,17,2332,OSWEGO,3
03/31/2010,CITYWIDE MOBILE RESPONSE CORP,37,9,5493,BRONX,11
03/31/2010,CITYWIDE TRANSIT INC.,277,16,3296,LONG ISLAND CITY,11
03/31/2010,CLARENCE CENTRAL SCHOOL,206,14,2075,CLARENCE CENTER,5
03/31/2010,CLARENCE HENRY COACH LLC,1,0,47702,WATERTOWN,3
03/31/2010,CLARKSTOWN CENTRAL SCHOOL,256,11,2597,WEST NYACK,8
03/31/2010,CLASSIC COACH,86,0,1760,BOHEMIA,10
03/31/2010,CLIFTON FINE CENTRAL SCHOOL,21,3,2472,STAR LAKE,3
03/31/2010,CLINTON CENTRAL SCHOOL,54,1,2181,CLINTON,2
03/31/2010,CLINTON COUNTY PUBLIC TRANSIT,31,6,44025,PLATTSBURGH,1
03/31/2010,CLOVE COACH LLC,7,0,45958,MONROE,11
03/31/2010,CLOVIS COLEY,1,0,47981,NEW ROCHELLE,8
03/31/2010,CLYDE-SAVANNAH CEN. SCH.,52,2,2397,CLYDE,3
03/31/2010,CLYMER CENTRAL SCHOOL,33,3,2277,CLYMER,5
03/31/2010,CMF TRANS CORP.,3,0,1581,AMSTERDAM,1
03/31/2010,CNY SEDAN SERVICES INC.,2,0,44593,MINOA,3
03/31/2010,COACH TOURS LTD,29,3,2885,HOPEWELL,8
03/31/2010,COACHES UNLIMITED,2,1,2658,PAWLING,8
03/31/2010,COACHMAN LUXURY TRANSPORTATION INC,17,6,23575,WOODBURY,10
03/31/2010,COALO AMBULETTE SERVICE,1,0,3299,ELMONT,11
03/31/2010,COAST 2 COAST TRANSPORTATION,2,1,47437,NEW YORK,11
03/31/2010,COASTAL CHARTER SERVICE CORP.,37,1,38728,RONKONKOMA,10
03/31/2010,COBLESKILL RICHMONDVILLE C/S,141,16,1990,COBLESKILL,2
03/31/2010,COE TRANSP.,4,1,3963,NEW ROCHELLE,11
03/31/2010,COHEN'S MINI BUS SERVICE,1,0,5616,FREEPORT,11
03/31/2010,COKY TRANSPORTATION,10,2,3300,JACKSON HEIGHTS,11
03/31/2010,COLING AMBULETTE SERVICE,25,10,3352,BROOKLYN,11
03/31/2010,COLONIAL TRANSPORTATION,29,0,1973,SAYVILLE,10
03/31/2010,COLTON-PIERREPONT CS,25,0,2372,COLTON,3
03/31/2010,COLUMBUS TRANSIT LLC,94,4,46329,MT. VERNON,8
03/31/2010,COMFORT AMBULETTE SERVICE INC.,8,4,24982,NEW YORK,8
03/31/2010,COMMUNITY COACH INC.,21,2,3039,PARAMUS,11
03/31/2010,COMMUNITY TRANSPORTATION SYSTEM,41,8,25492,JAMAICA,11
03/31/2010,COMSEWOGUE CSD,2,0,1879,PORT JEFFERSON STA,10
03/31/2010,CONFIDENSE TRANSPORTATION,3,2,27819,JAMAICA,11
03/31/2010,CONG BENEI YAKOV YOSEF OF MONSEY,2,0,45172,SPRING VALLEY,8
03/31/2010,CONG KAHAL ZICHRON SHMIEL,9,1,6481,BROOKLYN,11
03/31/2010,CONG KOLLEL NOAM ELIMCH LITZENKS,1,0,43251,NANUET,8
03/31/2010,CONG MACHZIKEI HADAS OF B,6,3,2663,MONSEY,8
03/31/2010,CONG RECHEV YISROEL,6,2,23283,BROOKLYN,11
03/31/2010,CONG TIFFERETH ISRAEL,1,0,3180,GLEN COVE,10
03/31/2010,CONG YESHIVA BEIS CHAYA MUSHKA,2,0,31539,BROOKLYN,11
03/31/2010,CONG. BAIS MALKA INC.,6,0,47442,MONSEY,8
03/31/2010,CONG. BNEI SHLOMO,1,0,47516,BROOKLYN,11
03/31/2010,CONGREGATION ADAS YEREIM,10,2,3733,BROOKLYN,11
03/31/2010,CONGREGATION AHAVAS SHULEM,6,1,36592,BROOKLYN,11
03/31/2010,CONGREGATION BETH MORDECHAI,2,0,4110,BROOKLYN,11
03/31/2010,CONGREGATION BNAI YOEL INC,13,5,2664,MONROE,8
03/31/2010,CONGREGATION BNOS SARA INC.,1,0,42328,MONSEY,11
03/31/2010,CONGREGATION BOBOVER YESHIVA OF MON,4,0,43480,MONSEY,11
03/31/2010,CONGREGATION KEREN HACHESED,2,0,39415,BROOKLYN,11
03/31/2010,CONGREGATION KOCHEV YITZCHOK_DBOBOV,4,2,36082,MONSEY,8
03/31/2010,CONGREGATION MATEN TORAH,7,1,5937,BROOKLYN,11
03/31/2010,CONGREGATION OHR MENACHEM,5,0,41294,BROOKLYN,11
03/31/2010,"CONGREGATION TALMUD TORAH, INC",3,1,46236,MONSEY,8
03/31/2010,CONGREGATION TORAS EMACHU INC.,1,0,41396,MONSEY,11
03/31/2010,CONGREGATIONAL YALDEI KODESH,11,1,20222,BROOKLYN,11
03/31/2010,CONNETQUOT C.S.D.,279,25,1761,BOHEMIA,10
03/31/2010,CONSOLIDATED BUS TRANSIT INC.,639,75,3592,BROOKLYN,11
03/31/2010,CONTINENTAL LIMOUSINE LLC,2,0,46600,MELVILLE,11
03/31/2010,"CONVENIENCE CAR CARE, INC",1,0,38796,STATEN ISLAND,8
03/31/2010,COOKIES MEDI CAB,2,0,47237,CORINTH,1
03/31/2010,COOPERSTOWN CENTRAL SCHOOL,48,0,1992,COOPERSTOWN,2
03/31/2010,COPENHAGEN CENTRAL SCHOOL,30,2,2510,COPENHAGEN,3
03/31/2010,CORAL DAYCARE,2,0,20746,VALLEY COTTAGE,8
03/31/2010,CORINTH CENTRAL SCHOOL,47,10,1462,CORINTH,1
03/31/2010,CORNING CITY SCHOOL DISTRICT,55,1,2914,PAINTED POST,4
03/31/2010,CORPORATE EXPRESS INC,5,4,43088,BROOKLYN,11
03/31/2010,CORTLAND CITY SCHOOL DISTRICT,63,4,2424,CORTLAND,3
03/31/2010,COUNTRY CHILD CENTER INC.,4,0,2869,KATONAH,8
03/31/2010,COUNTY COACH CORP.,122,18,2844,RYE,8
03/31/2010,COUNTYWIDE TRANSPORTION INC.,26,0,41685,COURTLAND MANOR,8
03/31/2010,COURT STREET CHILDRENS CENTER INC,2,0,44391,UTICA,2
03/31/2010,COURTESY BUS CO,884,158,3225,0CEANSIDE,10
03/31/2010,COURTESY TRANSPORTATION SERVICES,48,7,3639,BROOKLYN,11
03/31/2010,COVERED WAGON TOURS LLC,59,3,6160,HORNELL,4
03/31/2010,COXSACKIE TRANSPORT INC,160,7,1683,COXSACKIE,1
03/31/2010,CREATIVE CHILD DAY CARE CENTER,6,2,4044,KENMORE,5
03/31/2010,CRESTWOOD COUNTRY DAY SCHOOL,23,3,1770,MELVILLE,10
03/31/2010,CRISTAL HEIGHTS INC.,4,0,4350,COLLEGE POINT,11
03/31/2010,CROSS COUNTY BUS CORP.,2,0,34079,YONKERS,8
03/31/2010,CROSSTOWN TRANS INC,24,0,3477,BROOKLYN,11
03/31/2010,CROTON HARMON SCHOOLS,95,1,2886,CROTON ON HUDSON,8
03/31/2010,CROWN POINT CENTRAL SCHOOL,22,0,1608,CROWN POINT,1
03/31/2010,"CRYSTAL COACH CHARTERS, INC.",2,0,20149,HERKIMER,2
03/31/2010,CRYSTAL TOUR INC.,6,4,27472,BROOKLYN,11
03/31/2010,CU TRANSIT INC.,4,0,2942,ITHACA,3
03/31/2010,CUBA-RUSHFORD CENTRAL SCHOOL,84,2,2705,CUBA,4
03/31/2010,"D & F TRAVEL, INC.",23,3,21096,DUNKIRK,5
03/31/2010,D & L AMBULETTE SVC INC,31,7,3966,YONKERS,8
03/31/2010,D & T TRANSPORT LLC,8,0,39772,NEW HARTFORD,2
03/31/2010,D C TRANSPORT OF WNY INC.,4,2,43947,BUFFALO,5
03/31/2010,D&J SERVICE INC,93,2,5518,BRONX,11
03/31/2010,D. WILTSHIRE STRETCH LIMOUSINES INC,7,1,43097,BRONX,10
03/31/2010,D.H.& E TRANSPORTATION INC,3,0,26709,BROOKLYN,11
03/31/2010,D.L.E. BUS SERVICE INC.,30,12,3596,BROOKLYN,11
03/31/2010,D3 BUSLINE,4,2,27649,NEW YORK,11
03/31/2010,DAHLIA GROUP INC,29,0,41414,FLUSHING,11
03/31/2010,DAILY BUS & TRUCK RENTAL CORP,195,12,3493,BROOKLYN,11
03/31/2010,DAK TRANSPORTATION CORP.,124,2,20165,BROOKLYN,11
03/31/2010,DANEEDA INC.,3,1,47123,BLAUVELT,8
03/31/2010,DANIELA'S TRANSPORTAION,2,1,25788,ELMHURST,11
03/31/2010,DANIELLE'S LIMOUSINE,17,1,24583,FRANKLIN SQUARE,10
03/31/2010,DANSVILLE CENTRAL SCHOOL,67,5,2706,DANSVILLE,4
03/31/2010,DARROW SCHOOL,4,1,1517,NEW LEBANON,1
03/31/2010,DAVID BROS. TAXI INC.,18,0,1901,BAYSHORE,10
03/31/2010,DBA TRANSPORTATION INC,48,5,24271,HOLBROOK,10
03/31/2010,DECAMP BUS LINES,8,0,3040,MONTCLAIR,11
03/31/2010,"DEDICATED SERVICES, INC.",157,6,42618,RICHMOND HILLS,11
03/31/2010,DEDICATED TRANSPORTATION INC,61,6,4080,RICHMONDHILLS,11
03/31/2010,DEER PARK UFSD,162,8,1852,DEER PARK,10
03/31/2010,DEFILE TRANSPORTATION INC.,27,0,2785,RHINEBECK,8
03/31/2010,DELAWARE ACADEMY & CENTRAL SCH,58,3,1994,DELHI,2
03/31/2010,DELAWARE CHENANGO BOCES,37,2,2122,NORWICH,2
03/31/2010,DELAWARE OPPORTUNITIES INC.,19,3,1995,HAMDEN,2
03/31/2010,"DELFENIC ENTERPRISES, INC",2,0,46232,BRONX,11
03/31/2010,DELL TRANSPORTATION CORP.,224,2,3181,PORT WASHINGTON,10
03/31/2010,DELUX LIMOUSINE SERVICE INC.,26,0,3182,PORT WASHINGTON,10
03/31/2010,"DEMBIGH TRANSPORTATION, INC",1,0,37909,ROSEDALE,11
03/31/2010,DEPENDABLE AMBULETTE,27,3,3310,VALLEY STREAM,11
03/31/2010,DEPENDABLE BUS SERVICE,14,3,5314,STATEN ISLAND,11
03/31/2010,DEPEW PUBLIC SCHOOLS,127,4,1805,DEPEW,5
03/31/2010,DEPOSIT CENTRAL SCHOOL,48,2,2151,DEPOSIT,2
03/31/2010,DERUYTER CENTRAL SCHOOL,32,1,2426,DERUYTER,3
03/31/2010,DESALES HIGH SCHOOL DIOCESE OF,2,0,2915,GENEVA,4
03/31/2010,DESIGNER LIMOUSINE INC,44,5,33673,PORT WASHINGTON,10
03/31/2010,DESTA TRANSPORTATION,3,2,5623,FAR ROCKAWAY,11
03/31/2010,DEVELOPMENTAL DISABILITIES INST INC,54,0,1975,SMITHTOWN,10
03/31/2010,DEVILLE BUSES INC,32,3,3422,BROOKLYN,11
03/31/2010,DEWITT HEAD START,6,2,5854,NEW YORK,8
03/31/2010,DIAMONDS TRANSPORTATION SERVICE,25,7,32419,RUSH,4
03/31/2010,DIANE TRANSPORTATION INC,18,0,46055,FOREST HILLS,11
03/31/2010,DIERKES TRANSPORT INC.,23,0,1518,HUDSON,1
03/31/2010,DISCOUNT BUS SERVICE,3,3,42736,ROCHESTER,4
03/31/2010,DOANE STUART SCHOOL,4,0,1463,ALBANY,1
03/31/2010,DOLGEVILLE CENTRAL SCHOOL,44,7,2092,DOLGEVILLE,2
03/31/2010,DON THOMAS BUSES INC,129,2,20273,BRONX,11
03/31/2010,DONALD R. KLINE INC.,61,13,1519,HUDSON,1
03/31/2010,DONSON TRANSPORTATION SERVICE,14,0,2259,ENDWELL,2
03/31/2010,DOODLE BUGS CREATIVE LEARNING,12,0,23287,CHEEKTOWAGA,5
03/31/2010,DOODLE BUGS! CHILDREN'S CENTERS,5,0,43095,CHEEKTOWAGA,4
03/31/2010,DOOR TO DOOR AMB SERV OF NY LLC,25,4,2750,MIDDLETOWN,8
03/31/2010,DORCAL EDENWALD,8,1,4055,BRONX,8
03/31/2010,DOUBLE DIAMOND TRANSPORTATION SERVI,8,0,43155,BROOKLYN,11
03/31/2010,DOWNSVILLE CENTRAL SCHOOL,30,0,2153,DOWNSVILLE,2
03/31/2010,DRYDEN CENTRAL SCHOOL,76,5,2428,DRYDEN,3
03/31/2010,"DTS,INC.DBA DOMINO TRANSPORT SERVIC",56,3,3969,YONKERS,8
03/31/2010,DUANESBURG CENTRAL SCHOOL,59,3,4023,DELANSON,2
03/31/2010,DUNDEE CENTRAL SCHOOL DISTRICT,48,2,2916,DUNDEE,4
03/31/2010,DUNKIRK CITY SCHOOLS,4,2,2278,DUNKIRK,5
03/31/2010,DURHAM SCHOOL SERVICES INC. (TROY),129,15,43432,ALBANY,1
03/31/2010,DURHAM SCHOOL SERVICES INC.(ALBANY),250,43,25251,ALBANY,1
03/31/2010,DURRIN INC,50,2,1495,SCHUYLERVILLE,1
03/31/2010,DUTCHES CO BOCES        .,8,3,1514,POUGHKEEPSIE,8
03/31/2010,DUTCHESS AMBULETTE INC.,14,4,40848,POUGHGKEEPSIE,8
03/31/2010,DUTCHESS CTY ASSOC FOR SR CIT INC,1,1,46899,POUGHKEEPSIE,8
03/31/2010,DUTCHESS DAY SCHOOL,4,1,2814,MILLBROOK,8
03/31/2010,DUVOR TOV,4,1,2908,BEDFORD HILLS,11
03/31/2010,D'VION TRANSPORTATION LLC,1,0,47321,JAMAICA,11
03/31/2010,DYCE TRANSPORTATION INC,4,0,43842,BROOKLYN,11
03/31/2010,DYNASTY LIMOUSINES,20,0,27160,W. ISLIP,10
03/31/2010,E SHOLOM INC,6,0,30555,KEW GARDENS,11
03/31/2010,E&R TOURS INC,1,0,26292,BROOKLYN,11
03/31/2010,E. H. S. C.,2,1,22668,AMAGANSETT,10
03/31/2010,E.B.I.,189,15,28444,KINGS PARK,10
03/31/2010,"E.B.T., INC.",41,2,1938,COPIAGUE,10
03/31/2010,E.O.C. OF NASSAU COUNTY,19,0,3199,HEMPSTEAD,10
03/31/2010,E.T.S. AIR SHUTTLE,40,6,20141,BROOKLYN,11
03/31/2010,EAGLE TOURS INC.,4,2,42735,BELLPORT,10
03/31/2010,EAGLEWAYS NY BUS CHARTERS AND TOURS,3,2,47039,YONKERS,8
03/31/2010,EARL A. TITUS,2,2,2936,PAINTED POST,4
03/31/2010,EARLY BIRD TRANSPORTATION,7,5,25275,CAMBRIA HEIGHTS,11
03/31/2010,EARLY CHILDHOOD LRNG CTR GREENE CO,10,1,25576,SOUTH CAIRO,1
03/31/2010,EAST END BUS LINES INC.,39,3,43252,MASTIC,10
03/31/2010,EAST GREENBUSH CENTRAL SCHOOL,262,11,1465,EAST GREENBUSH,1
03/31/2010,EAST IRONDEQUOIT CENTRAL SCHOOL,65,2,23342,ROCHESTER,4
03/31/2010,EAST RAMAPO CENTRAL SCHOOL DIS,202,14,3029,SPRING VALLEY,8
03/31/2010,EAST ROCKAWAY U.F.S.D.,8,0,3245,EAST ROCKAWAY,10
03/31/2010,EAST SYRACUSE-MINOA CS,131,8,2313,EAST SYRACUSE,3
03/31/2010,EAST WILLISTON U.F.S.D.,18,0,3183,EAST WILLISTON,10
03/31/2010,EASTERN L.I. TRANSP. ENT.,69,2,3815,MEDFORD,10
03/31/2010,EASTERN SCHOOL BUS CORPORATION,8,1,3227,FLUSHING,8
03/31/2010,EASTERN SUFFOLK BOCES,2,0,21057,PATCHOGUE,10
03/31/2010,EASTHAMPTON U.F.S.D.,66,0,39533,EASTHAMPTON,10
03/31/2010,EASY TRANSPORTATION CORP,14,4,26781,JAMAICA,11
03/31/2010,EC2 BUS CORP,4,0,41196,NEW YORK,11
03/31/2010,EDEN CENTRAL SCHOOL,92,0,2183,EDEN,5
03/31/2010,EDGEMONT UNION FREE SCHOOL DIS,5,0,2601,SCARSDALE,8
03/31/2010,EDINBURG COMMON SCHOOL DISTRICT,13,1,1586,NORTHVILLE,1
03/31/2010,EDISON TECHNICAL & OCCUPATIONAL CEN,1,1,47493,ROCHESTER,4
03/31/2010,EDMESTON CENTRAL SCHOOL,39,0,2093,EDMESTON,2
03/31/2010,EDUCATIONAL BUS TRANSPORT,725,20,1940,COPIAGUE,10
03/31/2010,EDUCATIONAL INSTITUTE OHOLEI TORAH,8,2,3872,BROOKLYN,11
03/31/2010,EDUKIDS,2,0,6106,DEPEW,5
03/31/2010,EDWARD J. HOWARD,4,0,2132,BINGHAMTON,2
03/31/2010,EDWARDS KNOX CENTRAL SCHOOL,41,0,2474,RUSSELL,3
03/31/2010,ELBA CENTRAL SCHOOL DISTRICT,39,4,2548,ELBA,4
03/31/2010,ELBRUS AMBULETTE INC.,20,0,4366,BROOKLYN,11
03/31/2010,ELDERWOOD TRANSPORTATIONCOMPANY LLC,25,2,36985,WILLIAMSVILLE,5
03/31/2010,ELDRED CENTRAL SCHOOL,48,3,2155,ELDRED,8
03/31/2010,ELEGANT WINE TOURS OF L.I. LTD,3,0,47122,YAPHANK,10
03/31/2010,ELIZABETHTOWN-LEWIS CENTRAL SC,28,3,1610,ELIZABETHTOWN,1
03/31/2010,ELLENVILLE CENTRAL SCHOOL,5,1,2633,ELLENVILLE,2
03/31/2010,ELLICOTTVILLE CENTRAL SCHOOL,38,1,1781,ELLICOTTVILLE,5
03/31/2010,ELMIRA CITY SCHOOL DISTRICT,175,18,2944,ELMIRA,4
03/31/2010,ELMIRA HEIGHTS CENTRAL SCHOOL,31,1,2917,ELMIRA HEIGHTS,4
03/31/2010,ELMONT U.F.S.D.,128,0,3246,ELMONT,10
03/31/2010,ELMWOOD FRANKLIN SCHOOL,4,2,40511,BUFFALO,5
03/31/2010,EMANUEL LUTHERAN CHURCH,4,0,24803,PATCHOGUE,10
03/31/2010,EMA'S AMBULETTE INC.,54,0,3417,FLUSHING,11
03/31/2010,EMERALD TRANSPORTATION,8,0,3247,BAYSIDE,10
03/31/2010,EMES BUS CORP,14,4,6211,BROOKLYN,11
03/31/2010,EMES TRANSPORTATION INC,18,6,25053,MONSEY,11
03/31/2010,EMMA WILLARD SCHOOL,14,0,1670,TROY,1
03/31/2010,EMMANUEL TRANSIT INC.,54,0,36237,YONKERS,11
03/31/2010,EMPIRE CHARTER SERVICE INC,35,1,33636,BROOKLYN,11
03/31/2010,EMPIRE COACHLINES INC.,2,0,38677,OLEAN,5
03/31/2010,"EMPIRE DM, INC.",13,1,2334,BALDWINSVILLE,3
03/31/2010,"EMPIRE ENTERPRISES I.J.J.A., INC",4,1,37840,INWOOD,11
03/31/2010,EMPIRE MEDI-VAN,6,3,27611,COHOES,1
03/31/2010,EMPIRE PARATRANSIT CORP.,193,3,46290,MASPETH,11
03/31/2010,EMPIRE STATE AMBULANCE INC.,39,3,5933,FISHKILL,8
03/31/2010,EMPIRE STATE BUS CORP,132,4,5379,BROOKLYN,11
03/31/2010,"EMPIRE STATE MEDI-CAB, INC.",21,0,38725,MELVILLEALE,10
03/31/2010,ENCHANTED COACH CORP.,11,1,33732,EAST CHESTER,8
03/31/2010,"ENERGY AMBULETTE SERVICES, INC.",13,0,36664,HAUPPAUGE,10
03/31/2010,ENERGY TRANSPORTATION & TOURS INC.,1,0,47466,BROOKLYN,11
03/31/2010,ERIE II CHAUT. CATT. BOCES,32,0,2279,FREDONIA,5
03/31/2010,ERWAY AMBULANCE SERVICE,4,0,24481,ELMIRA HEIGHTS,4
03/31/2010,ESCORT LIMO INC,6,0,43093,BROOKLYN,11
03/31/2010,ESCUELA HISPANA MONTESSORI,4,1,5791,NEW YORK,8
03/31/2010,"ESTEEM LIMOUSINE OF WESTERN NY, INC",1,0,47470,ROCHESTER,4
03/31/2010,ESTHER TRANSPORTATION INC,10,1,38234,STATEN ISLAND,11
03/31/2010,ETHAN ALLEN ENTERPRISES,132,1,2634,KINGSTON,8
03/31/2010,EVANGEL CHRISTIAN SCHOOL,2,0,1943,LONG ISLAND CITY,11
03/31/2010,EVCO TRANSPORT INC,25,2,4125,MT TREMPER,8
03/31/2010,EVE CONSOLIDATED BUSINESS ENT. INC.,21,1,3425,BROOKLYN,11
03/31/2010,EVENFLOW TRANSPORTATION INC,9,3,4514,MT.VERNON,8
03/31/2010,EVERYBORO AMBULETTE SERVICE,20,0,3426,JAMAICA,11
03/31/2010,EXCEL TRANSPORTATION,6,0,38747,ROCHESTER,4
03/31/2010,EXCELLENT BUS SERVICE INC,25,1,5795,BROOKLYN,11
03/31/2010,EXCLUSIVE AMBULETTE SERVICE INC,220,19,4400,FAR ROCKAWAY,11
03/31/2010,EXECUTIVE CHARTER LINES INC,3,2,45092,BROOKLYN,11
