Project Number,Program Name,Project Type,Activity,Contract Amount,Organization,County,Municipality,Current Status,Residential Units - Existing,Residential Units – New,Civic Units - Existing,Civic Units – New,Commercial Units - Existing,Commercial Units – New
20083101,ACSS,LPA,CNSTR/RHAB,130875,"ALBANY COUNTY OPPORTUNITY, INC. DBA ALBANY COMMUNITY ACTION PARTNERSHIP",ALBANY,MULTI-MUNI,CMPL,8,0,0,0,0,0
20083102,ACSS,LPA,CNSTR/RHAB,298442,"UNITED CEREBRAL PALSY OF NEW YORK CITY, INC",KINGS,NEW YORK CITY,CMPL,19,0,0,0,0,0
20083103,ACSS,LPA,CNSTR/RHAB,189536,"UNITED CEREBRAL PALSY OF NEW YORK CITY, INC",RICHMOND,NEW YORK CITY,CMPL,12,0,0,0,0,0
20083104,ACSS,LPA,CNSTR/RHAB,149038,"UNITED CEREBRAL PALSY OF NEW YORK CITY, INC",BRONX,NEW YORK CITY,CMPL,7,0,0,0,0,0
20083105,ACSS,LPA,CNSTR/RHAB,300000,"UNITED CEREBRAL PALSY OF NEW YORK CITY, INC",QUEENS,NEW YORK CITY,CMPL,18,0,0,0,0,0
20083106,REST,LPA,CNSTR/RHAB,125000,"ALLEGANY COUNTY COMMUNITY OPPORTUNITY AND RURAL DEVELOPMENT, INC.",ALLEGANY,MULTI-MUNI,CMPL,26,0,0,0,0,0
20083107,REST,LPA,CNSTR/RHAB,125000,CATSKILL MOUNTAIN HOUSING DEVELOPMENT CORP. INC.,GREENE,MULTI-MUNI,CMPL,25,0,0,0,0,0
20083108,REST,LPA,CNSTR/RHAB,122845,"COMMISSION ON ECONOMIC OPPORTUNITY FOR THE GREATER CAPITAL REGION, INC.",RENSSELAER,MULTI-MUNI,CMPL,20,0,0,0,0,0
20083109,REST,LPA,CNSTR/RHAB,100000,"RICHMOND SENIOR SERVICES, INC.",RICHMOND,NEW YORK CITY,CMPL,31,0,0,0,0,0
20083110,REST,LPA,CNSTR/RHAB,125000,ORANGE COUNTY RURAL DEVELOPMENT ADVISORY CORP.,ORANGE,MONTGOMERY,CMPL,18,0,0,0,0,0
20083111,ACSS,LPA,CNSTR/RHAB,138355,ORANGE COUNTY RURAL DEVELOPMENT ADVISORY CORP.,ORANGE,MULTI-MUNI,CMPL,8,0,0,0,0,0
20083112,NYMS,LPA,CNSTR/RHAB,200000,GREATER GLENS FALLS DEVELOPMENT CORPORATION,WARREN,GLENS FALLS,CMPL,3,0,0,0,17,0
20083113,REST,LPA,CNSTR/RHAB,125000,RENSSELAER COUNTY HOUSING RESOURCES,RENSSELAER,MULTI-MUNI,CMPL,26,0,0,0,0,0
20083114,REST,LPA,CNSTR/RHAB,37500,NORTH COUNTRY MINISTRY INC.,WARREN,MULTI-MUNI,CMPL,10,0,0,0,0,0
20083116,REST,LPA,CNSTR/RHAB,125000,SOUTH END IMPROVEMENT CORP.,ALBANY,ALBANY,CMPL,25,0,0,0,0,0
20083117,REST,LPA,CNSTR/RHAB,125000,"FIRST WARD ACTION COUNCIL, INC.",BROOME,MULTI-MUNI,CMPL,24,0,0,0,0,0
20083118,REST,LPA,CNSTR/RHAB,75000,"REGIONAL AID FOR INTERIM NEEDS, INC.",BRONX,NEW YORK CITY,CMPL,11,0,0,0,0,0
20083119,ACSS,LPA,CNSTR/RHAB,347109,"REBUILDING TOGETHER LONG ISLAND, INC.",MULTI-COUNTY,,CMPL,34,0,0,0,0,0
20083120,REST,LPA,CNSTR/RHAB,125000,"REGIONAL ECONOMIC COMMUNITY ACTION PROGRAM, INC.",ORANGE,MULTI-MUNI,CMPL,27,0,0,0,0,0
20083121,ACSS,LPA,CNSTR/RHAB,243703,"REGIONAL ECONOMIC COMMUNITY ACTION PROGRAM, INC.",ORANGE,MULTI-MUNI,CMPL,14,0,0,0,0,0
20083122,REST,LPA,CNSTR/RHAB,75000,HUNTINGTON COMMUNITY DEVELOPMENT AGENCY,SUFFOLK,HUNTINGTON,CMPL,11,0,0,0,0,0
20083124,HOME,LPA,CNSTR/RHAB,500000,"WYOMING COUNTY COMMUNITY ACTION, INC.",WYOMING,MULTI-MUNI,CMPL,17,0,0,0,0,0
20083126,REST,LPA,CNSTR/RHAB,125000,"PARODNECK FOUNDATION FOR SELF-HELP, HOUSING & CD, INC.",NYC,NEW YORK CITY,CMPL,19,0,0,0,0,0
20083127,HOME,TBR,,500000,PUTNAM COUNTY HOUSING CORP.,PUTNAM,MULTI-MUNI,CMPL,0,0,0,0,0,0
20083128,ACSS,LPA,CNSTR/RHAB,200000,HUNTINGTON COMMUNITY DEVELOPMENT AGENCY,SUFFOLK,HUNTINGTON,CMPL,71,0,0,0,0,0
20083129,HOME,LPA,MTGE ASST,600000,URBAN LEAGUE OF ROCHESTER ECONOMIC DEVELOPMENT CORP.,MONROE,MULTI-MUNI,CMPL,2,10,0,0,0,0
20083130,REST,LPA,CNSTR/RHAB,75000,COMMUNITY PROGRESS INC.,SCHUYLER,MULTI-MUNI,CMPL,11,0,0,0,0,0
20083131,ACSS,LPA,CNSTR/RHAB,199985,"WESTCHESTER RESIDENTIAL OPPORTUNITIES, INC.",WESTCHESTER,MULTI-MUNI,CMPL,15,0,0,0,0,0
20083132,REST,LPA,CNSTR/RHAB,125000,COMMUNITY PROGRESS INC.,CHEMUNG,MULTI-MUNI,CMPL,20,0,0,0,0,0
20083133,ACSS,LPA,CNSTR/RHAB,275000,HAMASPIK OF ORANGE COUNTY,ORANGE,MULTI-MUNI,CMPL,13,0,0,0,0,0
20083136,REST,LPA,CNSTR/RHAB,62500,"HAMASPIK OF ROCKLAND COUNTY, INC.",ROCKLAND,MULTI-MUNI,CMPL,7,0,0,0,0,0
20083137,ACSS,LPA,CNSTR/RHAB,500000,"HAMASPIK OF ROCKLAND COUNTY, INC.",ROCKLAND,MULTI-MUNI,CMPL,23,0,0,0,0,0
20083138,ACSS,LPA,CNSTR/RHAB,499999,"COMMUNITY DEVELOPMENT CORPORATION OF LONG ISLAND, INC.",MULTI-COUNTY,,CMPL,28,0,0,0,0,0
20083139,REST,LPA,CNSTR/RHAB,125000,"HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.",ESSEX,MULTI-MUNI,CMPL,34,0,0,0,0,0
20083140,ACSS,LPA,CNSTR/RHAB,200000,FAMILY SERVICE SOCIETY OF YONKERS,WESTCHESTER,MULTI-MUNI,CMPL,11,0,0,0,0,0
20083141,REST,LPA,CNSTR/RHAB,75000,TOWN OF RIVERHEAD,SUFFOLK,RIVERHEAD,CMPL,13,0,0,0,0,0
20083144,ACSS,LPA,CNSTR/RHAB,200000,"MARKETVIEW HEIGHTS ASSOCIATION, INC.",MONROE,ROCHESTER,CMPL,10,0,0,0,0,0
20083146,REST,LPA,CNSTR/RHAB,125000,"COMMUNITY ACTION PLANNING COUNCIL OF JEFFERSON COUNTY, INC.",JEFFERSON,MULTI-MUNI,CMPL,34,0,0,0,0,0
20083147,ACSS,LPA,CNSTR/RHAB,164013,"COMMISSION ON ECONOMIC OPPORTUNITY FOR THE GREATER CAPITAL REGION, INC.",RENSSELAER,MULTI-MUNI,CMPL,10,0,0,0,0,0
20083150,REST,LPA,CNSTR/RHAB,125000,FULTON COUNTY COMMUNITY HERITAGE CORP.,FULTON,MULTI-MUNI,CMPL,28,0,0,0,0,0
20083151,ACSS,LPA,CNSTR/RHAB,0,"SERVICES FOR THE UNDERSERVED, INC.",MULTI-COUNTY,,INA,0,0,0,0,0,0
20083152,REST,LPA,CNSTR/RHAB,125000,"ROUSE RPC, INC.",RENSSELAER,MULTI-MUNI,CMPL,31,0,0,0,0,0
20083153,ACSS,LPA,CNSTR/RHAB,89771,COUNTY OF NASSAU (OFFICE OF HOUSING),NASSAU,MULTI-MUNI,CMPL,8,0,0,0,0,0
20083154,HOME,LPA,CNSTR/RHAB,350000,"WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.",MULTI-COUNTY,,CMPL,22,0,0,0,0,0
20083155,HOME,LPA,CNSTR/RHAB,358000,CITY OF LOCKPORT,NIAGARA,LOCKPORT,CMPL,17,0,0,0,0,0
20083156,HOME,LPA,CNSTR/RHAB,320295,VILLAGE OF FULTONVILLE,MONTGOMERY,FULTONVILLE,CMPL,12,0,0,0,0,0
20083157,HOME,LPA,CNSTR/RHAB,332100,"NEIGHBORS OF WATERTOWN, INC.",JEFFERSON,WATERTOWN,CMPL,17,0,0,0,0,0
20083158,HOME,LPA,CNSTR/RHAB,300000,VILLAGE OF CORINTH,SARATOGA,CORINTH,CMPL,13,0,0,0,0,0
20083159,HOME,LPA,CNSTR/RHAB,198424,"COMMUNITY DEVELOPMENT CORPORATION OF LONG ISLAND, INC.",NASSAU,MULTI-MUNI,CMPL,12,0,0,0,0,0
20083160,HOME,LPA,CNSTR/RHAB,300000,VILLAGE OF SOUTH GLENS FALLS,SARATOGA,SOUTH GLENS FALLS,CMPL,15,0,0,0,0,0
20083161,HOME,LPA,CNSTR/RHAB,394000,CITY OF ONEIDA,MADISON,ONEIDA,CMPL,19,0,0,0,0,0
20083162,HOME,LPA,CNSTR/RHAB,300000,METRO INTERFAITH HOUSING MANAGEMENT CORP.,BROOME,BINGHAMTON,CMPL,10,0,0,0,0,0
20083163,HOME,LPA,CNSTR/RHAB,500000,"OPPORTUNITIES FOR CHENANGO, INC.",BROOME,MULTI-MUNI,CMPL,19,0,0,0,0,0
20083167,HOME,LPA,CNSTR/RHAB,300000,COUNTY OF HAMILTON,HAMILTON,MULTI-MUNI,CMPL,11,0,0,0,0,0
20083170,HOME,LPA,CNSTR/RHAB,500000,"SNOW BELT HOUSING COMPANY, INC.",LEWIS,MULTI-MUNI,CMPL,24,0,0,0,0,0
20083171,HOME,LPA,MTGE ASST,200000,PROVIDENCE HOUSING DEVELOPMENT CORPORATION,MONROE,MULTI-MUNI,CMPL,25,0,0,0,0,0
20083172,HOME,LPA,MTGE ASST,400000,"GENESEE VALLEY RURAL PRESERVATION COUNCIL, INC.",MULTI-COUNTY,,CMPL,29,0,0,0,0,0
20083176,HOME,LPA,MTGE ASST,300000,"COMMUNITY ORGANIZATION OF SOUTHERN BROOKLYN, INC.",KINGS,NEW YORK CITY,CMPL,10,0,0,0,0,0
20083180,HOME,LPA,MTGE ASST,300000,"RUPCO, INC.",ULSTER,MULTI-MUNI,CMPL,13,0,0,0,0,0
20083182,HOME,LPA,CNSTR/RHAB,384480,TOWN OF CORTLANDVILLE,CORTLAND,CORTLANDVILLE,CMPL,15,0,0,0,0,0
20083183,NYMS,LPA,CNSTR/RHAB,193717,HORNELL PARTNERS FOR GROWTH,STEUBEN,HORNELL,CMPL,1,0,1,0,10,0
20083185,NYMS,LPA,CNSTR/RHAB,199280,FRONTIER HOUSING CORPORATION,JEFFERSON,BROWNVILLE,CMPL,23,0,0,0,5,0
20083186,HOME,TBR,,222350,"OTSEGO RURAL HOUSING ASSISTANCE, INC.",OTSEGO,MULTI-MUNI,CMPL,0,0,0,0,0,0
20083187,HOME,LPA,CNSTR/RHAB,300000,TOWN OF SARATOGA,SARATOGA,SARATOGA,CMPL,13,0,0,0,0,0
20083188,HOME,LPA,CNSTR/RHAB,300000,VILLAGE OF ARGYLE,WASHINGTON,ARGYLE,CMPL,12,0,0,0,0,0
20083189,HOME,LPA,CNSTR/RHAB,400000,VILLAGE OF VICTORY,SARATOGA,VICTORY,CMPL,18,0,0,0,0,0
20083191,HOME,LPA,MTGE ASST,500000,"ST LAWRENCE COUNTY HOUSING COUNCIL, INC.",ST LAWRENCE,MULTI-MUNI,CMPL,28,0,0,0,0,0
20083192,HOME,LPA,CNSTR/RHAB,360462,"TIOGA OPPORTUNITIES, INC.",TIOGA,MULTI-MUNI,CMPL,17,0,0,0,0,0
20083194,HOME,LPA,CNSTR/RHAB,400000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",ONTARIO,MULTI-MUNI,CMPL,20,0,0,0,0,0
20083195,HOME,LPA,CNSTR/RHAB,200000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",SCHUYLER,MULTI-MUNI,CMPL,12,0,0,0,0,0
20083196,HOME,LPA,CNSTR/RHAB,400000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",STEUBEN,MULTI-MUNI,CMPL,19,0,0,0,0,0
20083199,HOME,LPA,CNSTR/RHAB,396899,RURAL SULLIVAN HOUSING CORPORATION,SULLIVAN,MULTI-MUNI,CMPL,21,0,0,0,0,0
20083201,HOME,LPA,CNSTR/RHAB,200000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",SENECA,MULTI-MUNI,CMPL,10,0,0,0,0,0
20083202,HOME,LPA,CNSTR/RHAB,400000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",WAYNE,MULTI-MUNI,CMPL,20,0,0,0,0,0
20083203,HOME,LPA,MTGE ASST,500000,"BETTER NEIGHBORHOODS, INC.",SCHENECTADY,SCHENECTADY,CMPL,5,5,0,0,0,0
20083204,HOME,LPA,MTGE ASST,200000,NEIGHBORHOOD HOUSING SERVICES OF NORTHERN QUEENS,QUEENS,NEW YORK CITY,CMPL,15,0,0,0,0,0
20083205,HOME,LPA,MTGE ASST,200000,"NHS OF JAMAICA, INC.",QUEENS,NEW YORK CITY,CMPL,7,0,0,0,0,0
20083208,HOME,LPA,MTGE ASST,500000,"HOME HEADQUARTERS, INC.",ONONDAGA,SYRACUSE,CMPL,10,0,0,0,0,0
20083209,HOME,LPA,CNSTR/RHAB,300000,RURAL REVITALIZATION CORP.,CATTARAUGUS,MULTI-MUNI,CMPL,14,0,0,0,0,0
20083210,HOME,LPA,CNSTR/RHAB,51874,CITY OF GLENS FALLS,WARREN,GLENS FALLS,CMPL,2,0,0,0,0,0
20083212,NYMS,LPA,CNSTR/RHAB,39332,"OSWEGO HOUSING DEVELOPMENT COUNCIL, INC.",OSWEGO,MEXICO,CMPL,0,0,1,0,3,0
20083213,HOME,LPA,CNSTR/RHAB,315160,TOWN OF DRYDEN,TOMPKINS,DRYDEN,CMPL,15,0,0,0,0,0
20083214,HOME,LPA,MTGE ASST,450000,URBAN LEAGUE OF ROCHESTER ECONOMIC DEVELOPMENT CORP.,MONROE,ROCHESTER,CMPL,9,0,0,0,0,0
20083216,HOME,LPA,CNSTR/RHAB,259200,"FRIENDS OF THE NORTH COUNTRY, INC.",CLINTON,MULTI-MUNI,CMPL,8,0,0,0,0,0
20083217,NYMS,LPA,CNSTR/RHAB,137862,"SNOW BELT HOUSING COMPANY, INC.",LEWIS,CROGHAN,CMPL,5,0,3,0,2,0
20083218,NYMS,LPA,CNSTR/RHAB,200000,LAKE CITY LOCAL DEVELOPMENT CORP.,CLINTON,PLATTSBURGH,CMPL,2,0,1,0,11,0
20083219,HOME,LPA,CNSTR/RHAB,400000,"ALBANY COUNTY RURAL HOUSING ALLIANCE, INC.",ALBANY,MULTI-MUNI,CMPL,22,0,0,0,0,0
20083220,HOME,LPA,CNSTR/RHAB,85492,"GROWEST, INC.",ONEIDA,UTICA,CMPL,1,0,0,0,0,0
20083223,HOME,LPA,CNSTR/RHAB,400000,"ALBANY COUNTY OPPORTUNITY, INC. DBA ALBANY COMMUNITY ACTION PARTNERSHIP",ALBANY,WATERVLIET,CMPL,18,0,0,0,0,0
20083225,HOME,LPA,CNSTR/RHAB,399803,"COMMISSION ON ECONOMIC OPPORTUNITY FOR THE GREATER CAPITAL REGION, INC.",RENSSELAER,MULTI-MUNI,CMPL,19,0,0,0,0,0
20083226,HOME,LPA,MTGE ASST,300000,"COMMUNITY HOUSING INNOVATIONS, INC.",MULTI-COUNTY,,CMPL,11,0,0,0,0,0
20083227,HOME,LPA,MTGE ASST,0,"ST LAWRENCE COUNTY HOUSING COUNCIL, INC.",ST LAWRENCE,MULTI-MUNI,INA,2,0,0,0,0,0
20083228,NYMS,LPA,CNSTR/RHAB,200000,"SNOW BELT HOUSING COMPANY, INC.",LEWIS,LOWVILLE,CMPL,14,0,1,0,9,0
20083231,HOME,LPA,MTGE ASST,220000,RURAL HOUSING OPPORTUNITIES CORPORATION,ORLEANS,MULTI-MUNI,CMPL,10,0,0,0,0,0
20083232,HOME,LPA,CNSTR/RHAB,400000,"OTSEGO RURAL HOUSING ASSISTANCE, INC.",OTSEGO,MULTI-MUNI,CMPL,22,0,0,0,0,0
20083233,HOME,LPA,MTGE ASST,171389,"HOMEFRONT, INC.",ERIE,BUFFALO,CMPL,5,0,0,0,0,0
20083234,HOME,LPA,CNSTR/RHAB,214915,RURAL REVITALIZATION CORP.,CATTARAUGUS,OLEAN,CMPL,10,0,0,0,0,0
20083236,HOME,LPA,MTGE ASST,300000,RURAL HOUSING OPPORTUNITIES CORPORATION,ONTARIO,MULTI-MUNI,CMPL,15,0,0,0,0,0
20083239,HOME,LPA,CNSTR/RHAB,300000,COUNTY OF WARREN,WARREN,MULTI-MUNI,CMPL,19,0,0,0,0,0
20083241,HOME,LPA,CNSTR/RHAB,393947,CITY OF COHOES,ALBANY,COHOES,CMPL,23,0,0,0,0,0
20083242,HOME,LPA,MTGE ASST,77000,NEW OPPORTUNITIES COMMUNITY HOUSING DEVELOPMENT CORP.,ERIE,MULTI-MUNI,CMPL,5,0,0,0,0,0
20083243,HOME,LPA,MTGE ASST,399500,"REGIONAL ECONOMIC COMMUNITY ACTION PROGRAM, INC.",ORANGE,MULTI-MUNI,CMPL,14,0,0,0,0,0
20083244,HOME,LPA,CNSTR/RHAB,300000,"HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.",ESSEX,MULTI-MUNI,CMPL,11,0,0,0,0,0
20083245,HOME,LPA,CNSTR/RHAB,399600,"WEST SIDE NEIGHBORHOOD HOUSING SERVICES, INC.",ERIE,BUFFALO,CMPL,19,0,0,0,0,0
20083246,HOME,LPA,MTGE ASST,159523,SOUTHERN HILLS PRESERVATION CORP.,ONONDAGA,MULTI-MUNI,CMPL,3,0,0,0,0,0
20083247,HOME,LPA,CNSTR/RHAB,156979,RURAL HOUSING OPPORTUNITIES CORPORATION,WAYNE,MULTI-MUNI,CMPL,9,0,0,0,0,0
20083248,HOME,LPA,CNSTR/RHAB,270000,RURAL HOUSING OPPORTUNITIES CORPORATION,GENESEE,MULTI-MUNI,CMPL,18,0,0,0,0,0
20083249,HOME,LPA,CNSTR/RHAB,430000,SYRACUSE MODEL NEIGHBORHOOD CORPORATION,ONONDAGA,SYRACUSE,CMPL,8,0,0,0,0,0
20083251,HOME,LPA,MTGE ASST,400000,"HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.",CLINTON,MULTI-MUNI,CMPL,19,0,0,0,0,0
20083253,HOME,LPA,MTGE ASST,550000,"HABITAT FOR HUMANITY - NEW YORK CITY, INC.",KINGS,NEW YORK CITY,CMPL,0,11,0,0,0,0
20083258,HOME,LPA,MTGE ASST,203331,"COMMUNITY HOUSING INNOVATIONS, INC.",WESTCHESTER,MULTI-MUNI,CMPL,18,4,0,0,0,0
20083261,HOME,LPA,MTGE ASST,242918,HUNTER FOUNDATION,GREENE,HUNTER,CMPL,8,0,0,0,0,0
20083262,HOME,LPA,CNSTR/RHAB,160000,"MARKETVIEW HEIGHTS ASSOCIATION, INC.",MONROE,ROCHESTER,CMPL,9,0,0,0,0,0
20083263,HOME,LPA,CNSTR/RHAB,324856,"THE PRESERVATION COMPANY, INC.",WESTCHESTER,MULTI-MUNI,CMPL,19,0,0,0,0,0
20083264,HOME,LPA,CNSTR/RHAB,200000,NHS OF EAST FLATBUSH,KINGS,NEW YORK CITY,CMPL,17,0,0,0,0,0
20083265,NYMS,LPA,CNSTR/RHAB,46450,BRIDGE STREET DEVELOPMENT CORP.,KINGS,NEW YORK CITY,CMPL,0,0,0,0,10,0
20083267,NYMS,LPA,CNSTR/RHAB,200000,CORTLAND DOWNTOWN PARTNERSHIP,CORTLAND,CORTLAND,CMPL,0,0,0,0,23,0
20083269,NYMS,LPA,CNSTR/RHAB,200000,VICTOR LOCAL DEVELOPMENT CORPORATION,ONTARIO,VICTOR,CMPL,13,0,0,0,12,0
20083272,NYMS,LPA,CNSTR/RHAB,200000,"HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.",ESSEX,JAY,CMPL,6,0,2,0,17,0
20083273,NYMS,LPA,CNSTR/RHAB,193000,"WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.",DELAWARE,STAMFORD,CMPL,8,0,1,0,4,0
20083277,NYMS,LPA,CNSTR/RHAB,200000,"HUDSON RIVER HOUSING, INC.",DUTCHESS,POUGHKEEPSIE,CMPL,5,0,0,0,25,0
20083279,NYMS,LPA,CNSTR/RHAB,0,BRONX BUSINESS ALLIANCE,BRONX,NEW YORK CITY,INA,0,0,0,0,0,0
20083281,NYMS,LPA,CNSTR/RHAB,200000,"DOWNTOWN COMMITTEE OF SYRACUSE, INC.",ONONDAGA,SYRACUSE,CMPL,0,0,0,0,7,0
20083282,NYMS,LPA,CNSTR/RHAB,165799,CENTRAL ADIRONDACK PARTNERSHIP FOR THE 21ST CENTURY,HAMILTON,INLET,CMPL,4,0,1,0,10,0
20083283,NYMS,LPA,CNSTR/RHAB,200000,GREATER CHURCHVILLE-RIGA CHAMBER OF COMMERCE,MONROE,CHURCHVILLE,CMPL,3,0,1,0,17,0
20083284,NYMS,LPA,CNSTR/RHAB,200000,SOUTHWEST BROOKLYN INDUSTRIAL DEVELOPMENT CORP.,KINGS,NEW YORK CITY,CMPL,0,0,0,0,5,0
20083285,NYMS,LPA,CNSTR/RHAB,44196,MIDDLEPORT REMEDIATION ADVISORY GROUP,NIAGARA,MIDDLEPORT,CMPL,0,0,0,0,8,0
20083286,NYMS,LPA,CNSTR/RHAB,171625,CHARLOTTE COMMUNITY DEVELOPMENT CORPORATION,MONROE,ROCHESTER,CMPL,0,0,1,0,6,0
20083288,NYMS,LPA,CNSTR/RHAB,200000,HAMBURG DEVELOPMENT CORP.,ERIE,HAMBURG,CMPL,3,0,0,0,13,0
20083289,NYMS,LPA,CNSTR/RHAB,192080,MECHANICVILLE AREA CHAMBER OF COMMERCE,SARATOGA,MECHANICVILLE,CMPL,25,0,0,0,30,0
20083290,NYMS,LPA,CNSTR/RHAB,160086,ANDOVER HISTORIC PRESERVATION CORP.,ALLEGANY,ANDOVER,CMPL,1,0,0,0,7,0
20083291,NYMS,LPA,CNSTR/RHAB,200000,COMMUNITY SERVICES PROGRAMS INC.,DUTCHESS,WAPPINGERS FALLS,CMPL,12,0,2,0,0,0
20083292,NYMS,LPA,CNSTR/RHAB,200000,VILLAGE OF LANCASTER COMMUNITY DEVELOPMENT CORPORATION,ERIE,LANCASTER,CMPL,3,0,0,0,8,0
20083294,NYMS,LPA,CNSTR/RHAB,185000,SLEEPY HOLLOW DOWNTOWN REVITALIZATION CORP.,WESTCHESTER,SLEEPY HOLLOW,CMPL,0,0,0,0,8,0
20083295,NYMS,LPA,CNSTR/RHAB,188420,DOWNTOWN ITHACA ALLIANCE,TOMPKINS,ITHACA,CMPL,0,0,0,0,65,0
20083298,NYMS,LPA,CNSTR/RHAB,105000,"SOUTH BROADWAY DISTRICT MANAGEMENT ASSOCIATION, INC.",WESTCHESTER,YONKERS,CMPL,0,0,0,0,3,0
20083300,NYMS,LPA,CNSTR/RHAB,119230,CHAUTAUQUA OPPORTUNITIES INC.,CHAUTAUQUA,SILVER CREEK,CMPL,0,0,0,0,8,0
20083301,NYMS,LPA,CNSTR/RHAB,198808,"PATCHOGUE BUSINESS IMPROVEMENT MANAGEMENT ASSOCIATION, INC.",SUFFOLK,PATCHOGUE,CMPL,0,0,1,0,21,0
20083302,NYMS,LPA,CNSTR/RHAB,198542,"WALDEN COMMUNITY COUNCIL, INC.",ORANGE,WALDEN,CMPL,4,0,0,0,10,0
20083303,NYMS,LPA,CNSTR/RHAB,33108,"RUPCO, INC.",ULSTER,ESOPUS,CMPL,0,0,0,0,1,0
20083304,NYMS,LPA,CNSTR/RHAB,144860,DOWNTOWN MANHATTAN COMMUNITY DEVELOPMENT CORP.,NEW YORK,NEW YORK CITY,CMPL,36,0,0,0,1,0
20083306,NYMS,LPA,CNSTR/RHAB,200000,DOWNTOWN SCHENECTADY IMPROVEMENT CORP.,SCHENECTADY,SCHENECTADY,CMPL,3,0,0,0,3,0
20083307,NYMS,LPA,CNSTR/RHAB,100000,"GOWANDA'S HISTORIC HOLLYWOOD THEATER, LTD.",CATTARAUGUS,GOWANDA,CMPL,0,0,1,0,0,0
20083308,NYMS,LPA,CNSTR/RHAB,200000,BETHEL LDC,SULLIVAN,BETHEL,CMPL,1,0,0,0,9,0
20083309,NYMS,LPA,CNSTR/RHAB,74466,"RUPCO, INC.",ULSTER,MARLBOROUGH,CMPL,0,0,1,0,3,0
20083311,NYMS,LPA,CNSTR/RHAB,106498,"THE CAMBRIDGE VALLEY CD & PRESERVATION PARTNERSHIP, INC.",WASHINGTON,CAMBRIDGE,CMPL,0,0,2,0,4,0
20083315,NYMS,LPA,CNSTR/RHAB,170840,"RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL, INC.",KINGS,NEW YORK CITY,CMPL,7,0,0,0,1,0
20083318,NYMS,LPA,CNSTR/RHAB,200000,BINGHAMTON LOCAL DEVELOPMENT CORP.,BROOME,BINGHAMTON,CMPL,7,0,0,0,12,0
20083321,NYMS,LPA,CNSTR/RHAB,30000,"HEMPSTEAD HISPANIC CIVIC ASSOCIATION, INC.",NASSAU,HEMPSTEAD,CMPL,0,0,0,0,6,0
20083322,NYMS,LPA,CNSTR/RHAB,199795,"HERITAGE HEALTH & HOUSING, INC.",NEW YORK,NEW YORK CITY,CMPL,6,0,0,0,17,0
20083324,NYMS,LPA,CNSTR/RHAB,194603,OGDENSBURG GROWTH FUND DEVELOPMENT CORP.,ST LAWRENCE,OGDENSBURG,CMPL,0,0,0,0,9,0
20084000,REST,LPA,CNSTR/RHAB,75000,"STONELEIGH HOUSING, INC.",MADISON,MULTI-MUNI,CMPL,17,0,0,0,0,0
20084001,REST,LPA,CNSTR/RHAB,30000,"NIAGARA COMMUNITY ACTION PROGRAM, INC.",NIAGARA,MULTI-MUNI,CMPL,6,0,0,0,0,0
20084002,REST,LPA,CNSTR/RHAB,125000,"KEUKA HOUSING COUNCIL, INC.",YATES,MULTI-MUNI,CMPL,18,0,0,0,0,0
20084003,REST,LPA,CNSTR/RHAB,90000,"COMMUNITY ACTION OF ORLEANS AND GENESEE, INC.",ORLEANS,MULTI-MUNI,CMPL,22,0,0,0,0,0
20084006,REST,LPA,CNSTR/RHAB,125000,"SNOW BELT HOUSING COMPANY, INC.",LEWIS,MULTI-MUNI,CMPL,21,0,0,0,0,0
20084007,REST,LPA,CNSTR/RHAB,125000,TOWN OF HEMPSTEAD,NASSAU,HEMPSTEAD,CMPL,21,0,0,0,0,0
20084008,REST,LPA,CNSTR/RHAB,62500,"OSWEGO HOUSING DEVELOPMENT COUNCIL, INC.",OSWEGO,MULTI-MUNI,CMPL,8,0,0,0,0,0
20084009,REST,LPA,CNSTR/RHAB,125000,"SENECA HOUSING, INC.",SENECA,MULTI-MUNI,CMPL,24,0,0,0,0,0
20084010,REST,LPA,CNSTR/RHAB,125000,"SHANDAKEN REVITALIZATION PLAN COMMITTEE, INC.",ULSTER,MULTI-MUNI,CMPL,30,0,0,0,0,0
20084011,REST,LPA,CNSTR/RHAB,125000,"GENESEE VALLEY RURAL PRESERVATION COUNCIL, INC.",GENESEE,MULTI-MUNI,CMPL,20,0,0,0,0,0
20084012,REST,LPA,CNSTR/RHAB,125000,"GENESEE VALLEY RURAL PRESERVATION COUNCIL, INC.",LIVINGSTON,MULTI-MUNI,CMPL,21,0,0,0,0,0
