Fire Department Name,Fire Department Code,Address,City,State,Zip Code,County Code,County Name,Phone Number,Latitude,Longitude,Location 1
GENEVA FIRE DEPARTMENT,35011.0,47 CASTLE STREET,GENEVA,NY,14456,35.0,Ontario,3.157896305E9,42.867905,-76.982723,(42.867905, -76.982723)
GORHAM FIRE CO,35012.0,4676 KEARNEY ROAD,GORHAM,NY,14461,35.0,Ontario,5.855265363E9,42.80147,-77.136839,(42.80147, -77.136839)
HALL FIRE DEPARTMENT,35013.0,4852 MAIN STREET PO BOX 8,HALL,NY,14463,35.0,Ontario,5.855265944E9,42.7937,-77.06879,(42.7937, -77.06879)
HONEOYE FIRE DEPARTMENT,35014.0,PO BOX 469,HONEOYE,NY,14471,35.0,Ontario,7.163673381E9,42.72754,-77.48391,(42.72754, -77.48391)
HOPEWELL FIRE DEPARTMENT,35015.0,PO BOX 932,CANANDAIGUA,NY,14424,35.0,Ontario,7.163947173E9,42.86943,-77.29118,(42.86943, -77.29118)
IONIA VOLUNTEER FIRE COMPANY,35016.0,8338 CO ROAD #14 PO BOX 43,IONIA,NY,14475,35.0,Ontario,7.163964411E9,42.931399,-77.496632,(42.931399, -77.496632)
MANCHESTER FIRE DEPARTMENT,35017.0,3808 DEWEY ROAD,SHORTSVILLE,NY,14548,35.0,Ontario,7.162893022E9,42.96955,-77.228717,(42.96955, -77.228717)
NAPLES FIRE DEPARTMENT,35018.0,297 ITALY TURNPIKE,NAPLES,NY,14512,35.0,Ontario,7.163746452E9,42.61358,-77.404047,(42.61358, -77.404047)
NORTH SIDE FIRE COMPANY,35019.0,270 CARTER ROAD,GENEVA,NY,14456,35.0,Ontario,3.157890805E9,42.889771,-76.993945,(42.889771, -76.993945)
PHELPS FIRE DEPARTMENT,35021.0,7 EXCHANGE ST PO BOX 81,PHELPS,NY,14532,35.0,Ontario,3.155482028E9,42.957992,-77.057002,(42.957992, -77.057002)
PORT GIBSON VOL FIRE DEPT,35022.0,305 COUNTY RD #27,CLIFTON SPRINGS,NY,14432,35.0,Ontario,3.155979376E9,42.95558,-77.22075,(42.95558, -77.22075)
SENECA CASTLE FIRE DEPARTMENT,35024.0,PO BOX 59,SENECA CASTLE,NY,14547,35.0,Ontario,7.165265296E9,42.82481,-77.09493,(42.82481, -77.09493)
SHORTSVILLE FIRE DEPARTMENT,35025.0,5 SHELDON STREET,SHORTSVILLE,NY,14548,35.0,Ontario,7.162893017E9,42.955756,-77.220702,(42.955756, -77.220702)
STANLEY FIRE COMPANY,35026.0,PO BOX 481,STANLEY,NY,14561,35.0,Ontario,7.165265087E9,42.81855,-77.11322,(42.81855, -77.11322)
VICTOR VOLUNTEER FIRE DEPT,35027.0,34 MAPLE AVENUE,VICTOR,NY,14564,35.0,Ontario,5.857422468E9,42.981169,-77.409605,(42.981169, -77.409605)
WEST BLOOMFIELD FIRE DEPARTMENT,35028.0,PO BOX 24,WEST BLOOMFIELD,NY,14585,35.0,Ontario,5.852428394E9,42.9073,-77.5514,(42.9073, -77.5514)
WEST LAKE ROAD FIRE ASSN,35029.0,5275 OLD LAKE ROAD,GENEVA,NY,14456,35.0,Ontario,3.157890061E9,42.86003,-76.98868,(42.86003, -76.98868)
WHITE SPRINGS FIRE DEPARTMENT,35031.0,PO BOX 401,GENEVA,NY,14456,35.0,Ontario,3.157897274E9,42.86003,-76.98868,(42.86003, -76.98868)
OAKS CORNERS FIRE DEPARTMENT,35032.0,607 CROSS ROAD PO BOX 54,OAKS CORNERS,NY,14518,35.0,Ontario,3.155483836E9,42.932925,-77.00047,(42.932925, -77.00047)
PINE ISLAND FIRE DEPARTMENT,36001.0,PO BOX 159 CNTY RT 1,PINE ISLAND,NY,10969,36.0,Orange,9.142584377E9,41.28681,-74.49178,(41.28681, -74.49178)
CAMPBELL HALL ENGINE CO NO 1,36002.0,COUNTY ROUTE 4,CAMPBELL HALL,NY,10916,36.0,Orange,9.144272888E9,41.455253,-74.258304,(41.455253, -74.258304)
CHESTER FIRE DEPT,36004.0,PO BOX 504,CHESTER,NY,10918,36.0,Orange,9.1443941E9,41.3603,-74.275652,(41.3603, -74.275652)
CIRCLEVILLE FIRE DEPARTMENT,36005.0,2147 ROUTE 302,CIRCLEVILLE,NY,10919,36.0,Orange,9.143613702E9,41.52166,-74.38235,(41.52166, -74.38235)
COLDENHAM FIRE COMPANY,36006.0,511 COLDENHAM ROAD,WALDEN,NY,12586,36.0,Orange,9.145647223E9,41.527015,-74.152814,(41.527015, -74.152814)
CORNWALL FIRE DEPARTMENT,36007.0,1 QUAKER AVE PO BOX 362,ORNWALL,NY,12518,36.0,Orange,9.145349596E9,41.434662,-74.037048,(41.434662, -74.037048)
CORNWALL-ON-HUDSON FIRE DEPT,36008.0,233 HUDSON STREET BOX 333,CORNWALL-ON-HUDSON,NY,12520,36.0,Orange,9.145342841E9,41.444211,-74.014448,(41.444211, -74.014448)
CRONOMER VALLEY FIRE DEPARTMENT,36009.0,296 NORTH PLANK ROAD,NEWBURGH,NY,12550,36.0,Orange,8.455644011E9,41.549365,-74.058901,(41.549365, -74.058901)
CUDDEBACKVILLE FIRE DEPARTMENT,36010.0,PO BOX 285,CUDDEBACKVILLE,NY,12729,36.0,Orange,8.457548421E9,41.469339,-74.608018,(41.469339, -74.608018)
ORANGE LAKE FIRE DEPARTMENT,36011.0,407 S PLANK ROAD SUITE 5,NEWBURGH,NY,12550,36.0,Orange,9.145643878E9,41.539906,-74.097455,(41.539906, -74.097455)
FLORIDA FIRE DEPARTMENT,36012.0,PO BOX 600,FLORIDA,NY,10921,36.0,Orange,9.146517754E9,41.331179,-74.35652,(41.331179, -74.35652)
FORT MONTGOMERY FIRE DEPARTMENT,36013.0,PO BOX 71,FORT MONTGOMERY,NY,10922,36.0,Orange,8.454465102E9,41.332666,-73.986314,(41.332666, -73.986314)
GOOD WILL FIRE DEPARTMENT,36014.0,1 SOUTH PLANK ROAD,NEWBURGH,NY,12550,36.0,Orange,9.145621129E9,41.51058,-74.046649,(41.51058, -74.046649)
GREENVILLE FIRE DEPARTMENT,36015.0,1 FIREHOUSE ROAD,PORT JERVIS,NY,12771,36.0,Orange,8.458584114E9,41.370066,-74.615546,(41.370066, -74.615546)
GOSHEN FIRE DEPARTMENT,36016.0,PO BOX 946,GOSHEN,NY,10924,36.0,Orange,8.452943448E9,41.403121,-74.325794,(41.403121, -74.325794)
GREENWOOD LAKE FIRE DEPARTMENT,36017.0,51 WATERSTONE RD PO BX 1388,GREENWOOD LAKE,NY,10925,36.0,Orange,8.454772236E9,41.222363,-74.292795,(41.222363, -74.292795)
HARRIMAN ENGINE COMPANY NO 1,36018.0,PO BOX 104  2 S MAIN STREET,HARRIMAN,NY,10926,36.0,Orange,9.14783112E9,41.309637,-74.150364,(41.309637, -74.150364)
HIGHLAND FALLS VOL FIRE DEPT,36019.0,303 MAIN STREET,HIGHLAND FALLS,NY,10928,36.0,Orange,NaN,41.36913,-73.966749,(41.36913, -73.966749)
HOWELLS FIRE DEPARTMENT,36021.0,PO BOX 115,HOWELLS,NY,10932,36.0,Orange,9.143862E9,41.479697,-74.466889,(41.479697, -74.466889)
JOHNSON FIRE DEPARTMENT,36022.0,CREAMERY ROAD PO BOX 85,JOHNSON,NY,10933,36.0,Orange,9.143556726E9,41.366001,-74.505299,(41.366001, -74.505299)
LAKESIDE FIRE COMPANY,36023.0,PO BOX 779,MONROE,NY,10950,36.0,Orange,9.147834165E9,41.278719,-74.215037,(41.278719, -74.215037)
MAYBROOK ENGINE COMPANY NO 1,36024.0,204 WALLACE AVENUE,MAYBROOK,NY,12543,36.0,Orange,8.454279995E9,41.481924,-74.218617,(41.481924, -74.218617)
MIDDLE HOPE FIRE DEPARTMENT,36025.0,PO BOX 712,NEWBURGH,NY,12550,36.0,Orange,8.455654068E9,41.538359,-74.013016,(41.538359, -74.013016)
MIDDLETOWN FIRE DEPARTMENT,36026.0,81 EAST MAIN STREET,MIDDLETOWN,NY,10940,36.0,Orange,8.453434169E9,41.445845,-74.41582,(41.445845, -74.41582)
MECHANICSTOWN FIRE DEPARTMENT,36027.0,22 VICTORY STREET,MIDDLETOWN,NY,10940,36.0,Orange,8.453420821E9,41.442938,-74.400017,(41.442938, -74.400017)
MONROE FIRE DEPARTMENT,36028.0,526 ROUTE 17M,MONROE,NY,10950,36.0,Orange,8.457836791E9,41.320892,-74.181403,(41.320892, -74.181403)
MONTGOMERY FIRE DEPARTMENT,36029.0,PO BOX 8,MONTGOMERY,NY,12549,36.0,Orange,8.454573205E9,41.526865,-74.23532,(41.526865, -74.23532)
MOUNT HOPE FIRE DEPARTMENT,36030.0,273 FINCHVILLE TPK PO BOX 23,OTISVILLE,NY,10963,36.0,Orange,8.457425214E9,41.455687,-74.543886,(41.455687, -74.543886)
NEWBURGH FIRE DEPARTMENT (CITY),36031.0,22 GRAND STREET,NEWBURGH,NY,12550,36.0,Orange,8.455697415E9,41.499355,-74.009746,(41.499355, -74.009746)
NEW HAMPTON FIRE COMPANY,36032.0,PO BOX 386,NEW HAMPTON,NY,10958,36.0,Orange,8.453742111E9,41.410242,-74.416577,(41.410242, -74.416577)
NEW WINDSOR FIRE DEPARTMENT,36033.0,275 WALSH ROAD,NEW WINDSOR,NY,12553,36.0,Orange,9.145658081E9,41.489058,-74.022054,(41.489058, -74.022054)
OTISVILLE VOL FIRE COMPANY,36034.0,PO BOX 865,OTISVILLE,NY,10963,36.0,Orange,9.143862494E9,41.474381,-74.537201,(41.474381, -74.537201)
PINE BUSH HOOK AND LADDER CO,36035.0,2405 RT 52,PINE BUSH,NY,12566,36.0,Orange,8.457442674E9,41.605913,-74.295454,(41.605913, -74.295454)
POCATELLO FIRE COMPANY,36037.0,5 POCATELLO ROAD,MIDDLETOWN,NY,10940,36.0,Orange,9.143443421E9,41.441959,-74.45306,(41.441959, -74.45306)
PORT JERVIS FIRE DEPARTMENT,36038.0,21 ULSTER PLACE PO BOX 1002,PORT JERVIS,NY,12771,36.0,Orange,8.458584099E9,41.378592,-74.687155,(41.378592, -74.687155)
SALISBURY MILLS FIRE COMPANY,36039.0,PO BOX 279,SALISBURY MILLS,NY,12577,36.0,Orange,9.144961584E9,41.4303,-74.111,(41.4303, -74.111)
SLATE HILL FIRE DEPARTMENT,36040.0,PO BOX 3 RTE 284,SLATE HILL,NY,10973,36.0,Orange,8.453557411E9,41.38822,-74.478368,(41.38822, -74.478368)
SPARROWBUSH FIRE DEPARTMENT,36041.0,79 MAIN STREET PO BOX 530,SPARROWBUSH,NY,12780,36.0,Orange,8.458565047E9,41.402635,-74.72745,(41.402635, -74.72745)
SILVER LAKE FIRE DEPARTMENT,36042.0,26 MALTESE DRIVE,MIDDLETOWN,NY,10940,36.0,Orange,8.453437131E9,41.456548,-74.391852,(41.456548, -74.391852)
TUXEDO FIRE DEPARTMENT,36043.0,RTE 17,TUXEDO,NY,10987,36.0,Orange,9.143514211E9,41.23913,-74.205912,(41.23913, -74.205912)
UNIONVILLE FIRE DEPARTMENT,36044.0,BOX 372,UNIONVILLE,NY,10988,36.0,Orange,9.147263068E9,41.30181,-74.56148,(41.30181, -74.56148)
VAILS GATE FIRE DEPARTMENT,36045.0,ROUTE 94 PO BOX 173,VAILS GATE,NY,12584,36.0,Orange,9.145615511E9,41.455442,-74.053937,(41.455442, -74.053937)
WALDEN FIRE DEPARTMENT,36046.0,PO BOX 268,WALDEN,NY,12586,36.0,Orange,8.456298877E9,41.551055,-74.191338,(41.551055, -74.191338)
WARWICK FIRE DEPARTMENT,36047.0,25 CHURCH STREET PO BOX 31,WARWICK,NY,10990,36.0,Orange,9.149862577E9,41.258873,-74.355768,(41.258873, -74.355768)
WASHINGTON HEIGHTS FIRE COMPANY,36048.0,10 OHIO PLACE,MIDDLETOWN,NY,10940,36.0,Orange,9.143421344E9,41.469226,-74.413847,(41.469226, -74.413847)
WASHINGTONVILLE FIRE DEPARTMENT,36049.0,89 E MAIN STREET,WASHINGTONVILLE,NY,10992,36.0,Orange,9.144963733E9,41.426671,-74.157081,(41.426671, -74.157081)
WINONA LAKE ENGINE COMPANY NO 2,36050.0,PO BOX 7360,NEWBURGH,NY,12550,36.0,Orange,8.455653838E9,41.52252,-74.063135,(41.52252, -74.063135)
WOODBURY FIRE DEPARTMENT,36051.0,455 ST RTE 32 PO BOX 643,HIGHLAND MILLS,NY,10930,36.0,Orange,8.45928607E9,41.341425,-74.127179,(41.341425, -74.127179)
HUGUENOT FIRE DEPARTMENT,36052.0,BOX 195 ROUTE 209,HUGUENOT,NY,12746,36.0,Orange,9.148561606E9,41.419736,-74.630281,(41.419736, -74.630281)
BULLVILLE FIRE DEPARTMENT,36057.0,PO BOX 225,BULLVILLE,NY,10915,36.0,Orange,9.147334373E9,41.54152,-74.35727,(41.54152, -74.35727)
SOUTH BLOOMING GROVE FIRE DEPT,36058.0,819 RTE 208,MONROE,NY,10950,36.0,Orange,8.45497377E9,41.368521,-74.188244,(41.368521, -74.188244)
KIRYAS JOEL FIRE DEPARTMENT,36059.0,51 FOREST ROAD PO BOX 566,MONROE,NY,10950,36.0,Orange,8.4578383E9,41.32792,-74.19075,(41.32792, -74.19075)
ALBION FIRE DEPARTMENT,37001.0,108 NORTH PLATT STREET,ALBION,NY,14411,37.0,Orleans,5.855894223E9,43.247804,-78.192238,(43.247804, -78.192238)
BARRE FIRE COMPANY,37002.0,4887 EAGLE HARBOR ROAD,ALBION,NY,14411,37.0,Orleans,5.855896107E9,43.184734,-78.19423,(43.184734, -78.19423)
CARLTON FIRE COMPANY,37003.0,14341 WATERPORT/CARLTON RD,ALBION,NY,14411,37.0,Orleans,5.85682425E9,43.323254,-78.193205,(43.323254, -78.193205)
CLARENDON FIRE COMPANY,37004.0,16169 E LEE RD PO BOX 136,CLARENDON,NY,14429,37.0,Orleans,5.856385118E9,43.197532,-78.073386,(43.197532, -78.073386)
EAST SHELBY FIRE DEPARTMENT,37005.0,5021 EAST SHELBY RD,MEDINA,NY,14103,37.0,Orleans,5.857981642E9,43.168721,-78.325245,(43.168721, -78.325245)
HOLLEY FIRE DEPARTMENT,37006.0,7 THOMAS STREET,HOLLEY,NY,14470,37.0,Orleans,5.856386884E9,43.224148,-78.02555,(43.224148, -78.02555)
FANCHER-HULBERTON-MURRAY FD,37007.0,3353 HULBERTN RD PO BOX 195,FANCHER,NY,14452-0195,37.0,Orleans,5.856388568E9,43.24446,-78.09112,(43.24446, -78.09112)
KENDALL VOLUNTEER FIRE DEPT,37008.0,1879 KENDALL ROAD,KENDALL,NY,14476,37.0,Orleans,5.856598082E9,43.324825,-78.035945,(43.324825, -78.035945)
LYNDONVILLE FIRE DEPARTMENT,37010.0,148 N MAIN ST PO BOX 150,LYNDONVILLE,NY,14098,37.0,Orleans,5.857659003E9,43.325514,-78.388692,(43.325514, -78.388692)
MEDINA FIRE DEPARTMENT,37011.0,600 MAIN STREET,MEDINA,NY,14103,37.0,Orleans,5.857981661E9,43.21905,-78.386953,(43.21905, -78.386953)
RIDGEWAY FIRE DEPARTMENT,37013.0,11392 RIDGE RD PO BOX 816,MEDINA,NY,14103,37.0,Orleans,5.857982077E9,43.267451,-78.386736,(43.267451, -78.386736)
SHELBY FIRE DEPARTMENT,37014.0,4677 S GRAVEL RD PO BOX 1,MEDINA,NY,14103,37.0,Orleans,5.857982015E9,43.22037,-78.38839,(43.22037, -78.38839)
ALTMAR FIRE DEPARTMENT,38002.0,PO BOX 174,ALTMAR,NY,13302,38.0,Oswego,3.152985555E9,43.509086,-76.002159,(43.509086, -76.002159)
FULTON FIRE DEPARTMENT,38003.0,170 SOUTH 2ND STREET,FULTON,NY,13069,38.0,Oswego,3.155927477E9,43.321289,-76.414969,(43.321289, -76.414969)
CAUGHDENOY VOLUNTEER FIRE DEPT,38004.0,48 PROSPECT STREET,CENTRAL SQUARE,NY,13036,38.0,Oswego,3.156683551E9,43.273222,-76.204623,(43.273222, -76.204623)
CENTRAL SQUARE FIRE CO #1,38005.0,687 N MAIN STREET PO BOX 92,CENTRAL SQUARE,NY,13036,38.0,Oswego,3.156686555E9,43.287999,-76.147148,(43.287999, -76.147148)
CLEVELAND FIRE DEPARTMENT,38006.0,31 WEST STREET,CLEVELAND,NY,13042,38.0,Oswego,3.156753731E9,43.236868,-75.888303,(43.236868, -75.888303)
CODY FIRE DEPARTMENT,38007.0,155 COUNTY ROUTE 55,FULTON,NY,13069,38.0,Oswego,3.155927642E9,43.32463,-76.40395,(43.32463, -76.40395)
CONSTANTIA VOLUNTEER FIRE DEPT,38008.0,PO BOX 324,CONSTANTIA,NY,13044,38.0,Oswego,3.156237351E9,43.29609,-75.98075,(43.29609, -75.98075)
GRANBY CENTER FIRE DEPARTMENT,38010.0,PO BOX 358,FULTON,NY,13069,38.0,Oswego,3.155987187E9,43.325472,-76.465695,(43.325472, -76.465695)
HASTINGS VOLUNTEER FIRE DEPT,38011.0,PO BOX 241,HASTINGS,NY,13076,38.0,Oswego,3.156257592E9,43.3454,-76.15241,(43.3454, -76.15241)
HANNIBAL FIRE DEPARTMENT,38012.0,155 OSWEGO ST  PO BOX 252,HANNIBAL,NY,13074,38.0,Oswego,3.155645601E9,43.322818,-76.577634,(43.322818, -76.577634)
LACONA VOLUNTEER FIRE DEPARTMENT,38013.0,34 MAPLE AVE PO BOX 178,LACONA,NY,13083,38.0,Oswego,3.153875547E9,43.645993,-76.067692,(43.645993, -76.067692)
MEXICO FIRE DEPARTMENT,38014.0,PO BOX 27,MEXICO,NY,13114,38.0,Oswego,3.159637494E9,43.459651,-76.230414,(43.459651, -76.230414)
MINETTO VOLUNTEER FIRE DEPT,38015.0,PO BOX 99,MINETTO,NY,13115,38.0,Oswego,3.153437566E9,43.398805,-76.477454,(43.398805, -76.477454)
NEW HAVEN FIRE DEPARTMENT,38016.0,PO BOX 53,NEW HAVEN,NY,13121,38.0,Oswego,3.15963807E9,43.47722,-76.30423,(43.47722, -76.30423)
ORWELL FIRE DEPARTMENT,38017.0,PO BOX 192,ORWELL,NY,13426,38.0,Oswego,3.152985772E9,43.57505,-75.99613,(43.57505, -75.99613)
OSWEGO FIRE DEPARTMENT (CITY),38018.0,35 EAST CAYUGA STREET,OSWEGO,NY,13126,38.0,Oswego,3.153432161E9,43.459661,-76.505918,(43.459661, -76.505918)
PALERMO VOLUNTEER FIRE DEPT,38019.0,4170 STATE ROUTE 3,FULTON,NY,13069,38.0,Oswego,3.155987596E9,43.368658,-76.282778,(43.368658, -76.282778)
PARISH FIRE DEPARTMENT,38020.0,PO BOX 313,PARISH,NY,13131,38.0,Oswego,3.156257411E9,43.405123,-76.126967,(43.405123, -76.126967)
PENNELLVILLE FIRE DEPARTMENT,38021.0,3 GODFREY ROAD PO BOX 123,PENNELLVILLE,NY,13132,38.0,Oswego,3.156956045E9,43.282727,-76.270796,(43.282727, -76.270796)
RINGGOLD FIRE DEPARTMENT,38023.0,12 LAKE STREET PO BOX 414,PULASKI,NY,13142,38.0,Oswego,3.152982121E9,43.56812,-76.13028,(43.56812, -76.13028)
REDFIELD VOLUNTEER FIRE DEPT,38024.0,4879 COUNTY ROUTE 17,REDFIELD,NY,13437,38.0,Oswego,3.155997757E9,43.56693,-75.82155,(43.56693, -75.82155)
RICHLAND FIRE DEPARTMENT,38025.0,PO BOX 214,RICHLAND,NY,13144,38.0,Oswego,3.152986066E9,43.57814,-75.97816,(43.57814, -75.97816)
SANDY CREEK FIRE DEPARTMENT,38026.0,6026 SOUTH MAIN STREET,SANDY CREEK,NY,13145,38.0,Oswego,3.153875421E9,43.65672,-76.12862,(43.65672, -76.12862)
SCRIBA VOLUNTEER FIRE DEPARTMENT,38027.0,PO BOX 69,LYCOMING,NY,13093,38.0,Oswego,3.153434545E9,43.49931,-76.38601,(43.49931, -76.38601)
VOLNEY VOLUNTEER FIRE DEPARTMENT,38028.0,3002 STATE ROUTE 3,FULTON,NY,13069,38.0,Oswego,3.155937473E9,43.342139,-76.356119,(43.342139, -76.356119)
WEST AMBOY VOLUNTEER FIRE CO,38029.0,10 CUSSON DRIVE,WEST MONROE,NY,13167-3153,38.0,Oswego,3.156257112E9,43.379089,-75.986153,(43.379089, -75.986153)
WILLIAMSTOWN FIRE DEPARTMENT,38030.0,PO BOX 168,WILLIAMSTOWN,NY,13493,38.0,Oswego,3.159642222E9,43.42521,-75.94635,(43.42521, -75.94635)
WEST MONROE FIRE DEPARTMENT,38033.0,54 CO RTE 11 PO BOX 29,WEST MONROE,NY,13167,38.0,Oswego,3.1567646E9,43.30233,-76.05719,(43.30233, -76.05719)
OSWEGO (TOWN) VOL FIRE DEPT INC,38034.0,640 CO RTE 20,OSWEGO,NY,13126,38.0,Oswego,3.15343203E9,43.413476,-76.561448,(43.413476, -76.561448)
PHOENIX FIRE DEPARTMENT,38047.0,457 MAIN STREET,PHOENIX,NY,13135,38.0,Oswego,3.156956433E9,43.229555,-76.298867,(43.229555, -76.298867)
CHERRY VALLEY VOL FIRE DEPT,39001.0,11 RAILROAD AVE PO BOX 502,CHERRY VALLEY,NY,13320,39.0,Otsego,6.072648221E9,42.78052,-74.74888,(42.78052, -74.74888)
COOPERSTOWN FIRE DEPARTMENT,39002.0,24 CHESTNUT STREET PO BOX 1,COOPERSTOWN,NY,13326,39.0,Otsego,6.075472761E9,42.700851,-74.927097,(42.700851, -74.927097)
EAST WORCESTER FIRE DEPARTMENT,39003.0,70 MAIN STREET,EAST WORCESTER,NY,12064,39.0,Otsego,6.073978889E9,42.622061,-74.673929,(42.622061, -74.673929)
EDMESTON VOLUNTEER FIRE DEPT,39004.0,27 EAST STREET PO BOX 41,EDMESTON,NY,13335,39.0,Otsego,6.07965802E9,42.697895,-75.241793,(42.697895, -75.241793)
FLY CREEK VOLUNTEER FIRE DEPT,39005.0,832 CO HWY 26 PO BOX 218,FLY CREEK,NY,13337,39.0,Otsego,6.075475469E9,42.75162,-74.98373,(42.75162, -74.98373)
GARRATTSVILLE FIRE COMPANY,39006.0,4413 STATE RTE 51,GARRATTSVILLE,NY,13342,39.0,Otsego,6.079658536E9,42.44623,-75.34364,(42.44623, -75.34364)
GILBERTSVILLE FIRE DEPARTMENT,39007.0,14 MARION AVE PO BOX 72,GILBERTSVILLE,NY,13776,39.0,Otsego,6.07783252E9,42.44623,-75.34364,(42.44623, -75.34364)
HARTWICK FIRE DEPARTMENT (NO 1),39008.0,3088 CO HWY 11 PO BOX 86,HARTWICK,NY,13348,39.0,Otsego,6.072937741E9,42.69597,-75.06381,(42.69597, -75.06381)
HARTWICK SEMINARY FIRE DEPT(NO2),39009.0,4877 ST HWY 28,COOPERSTOWN,NY,13326,39.0,Otsego,6.075478091E9,42.70236,-74.92502,(42.70236, -74.92502)
LAURENS FIRE DEPARTMENT,39010.0,34 MAIN STREET,LAURENS,NY,13796,39.0,Otsego,6.074332906E9,42.530752,-75.090802,(42.530752, -75.090802)
MIDDLEFIELD VOLUNTEER FIRE DEPT,39011.0,3666 COUNTY HWY 35,MIDDLEFIELD,NY,13450,39.0,Otsego,6.075475664E9,42.69794,-74.81601,(42.69794, -74.81601)
MILFORD FIRE DEPARTMENT,39012.0,64 S MAIN ST PO BOX 359,MILFORD,NY,13807,39.0,Otsego,6.072869492E9,42.58937,-74.97411,(42.58937, -74.97411)
MORRIS FIRE DEPARTMENT,39013.0,117 MAIN STREET,MORRIS,NY,13808,39.0,Otsego,6.0726355E9,42.549736,-75.24001,(42.549736, -75.24001)
MOUNT VISION FIRE COMPANY,39014.0,179 CO HWY 11B PO BOX 551,MT VISION,NY,13810,39.0,Otsego,6.074330997E9,42.61107,-75.11619,(42.61107, -75.11619)
OTEGO VOLUNTEER FIRE DEPARTMENT,39015.0,5 RIVER STREET,OTEGO,NY,13825,39.0,Otsego,6.079887911E9,42.396991,-75.172867,(42.396991, -75.172867)
ONEONTA FIRE DEPARTMENT,39016.0,81 MAIN STREET,ONEONTA,NY,13820,39.0,Otsego,6.07433348E9,42.45722,-75.05729,(42.45722, -75.05729)
RICHFIELD SPRINGS FIRE DEPT,39017.0,34 EAST JAMES STREET,RICHFIELD SPRINGS,NY,13439,39.0,Otsego,3.15858085E9,42.851397,-74.982213,(42.851397, -74.982213)
SCHENEVUS FIRE DEPARTMENT,39018.0,40 MAIN STREET PO BOX 116,SCHENEVUS,NY,12155,39.0,Otsego,6.076389017E9,42.547506,-74.829157,(42.547506, -74.829157)
SCHUYLER LAKE FIRE DEPARTMENT,39019.0,1490 CO HWY 22,SCHUYLER LAKE,NY,13457,39.0,Otsego,3.158582572E9,42.7797,-75.02876,(42.7797, -75.02876)
SPRINGFIELD VOL FIRE DEPT,39020.0,101 CO HWY 29A,SPRINGFIELD,NY,13468,39.0,Otsego,6.075475351E9,42.84467,-74.85709,(42.84467, -74.85709)
UNADILLA FIRE DEPARTMENT,39021.0,16 CLIFTON ST PO BOX R,UNADILLA,NY,13849,39.0,Otsego,6.07369915E9,42.325397,-75.316674,(42.325397, -75.316674)
UNADILLA FORKS FIRE DEPARTMENT,39022.0,105 CO HWY 18A,UNADILLA FORKS,NY,13491,39.0,Otsego,3.158554542E9,42.85264,-75.17106,(42.85264, -75.17106)
WELLS BRIDGE FIRE DEPARTMENT,39023.0,114 CO HWY 4,WELLS BRIDGE,NY,13859,39.0,Otsego,6.079882542E9,42.368713,-75.245681,(42.368713, -75.245681)
WEST EDMESTON FIRE DEPARTMENT,39024.0,156 CO HWY 18C PO BOX 39,WEST EDMESTON,NY,13485,39.0,Otsego,3.158554404E9,42.77009,-75.29368,(42.77009, -75.29368)
WESTFORD VOLUNTEER FIRE DEPT,39025.0,1812 CO HWY 34 PO BOX 24,WESTFORD,NY,13488,39.0,Otsego,6.076389075E9,42.69451,-74.74804,(42.69451, -74.74804)
WEST LAURENS FIRE DEPARTMENT,39026.0,2766 ST HWY 23,WEST LAURENS,NY,13796,39.0,Otsego,6.072632211E9,42.50954,-75.13427,(42.50954, -75.13427)
WEST ONEONTA FIRE DEPARTMENT,39027.0,2865 CO HWY 8 PO BOX 8,WEST ONEONTA,NY,13861,39.0,Otsego,6.07432131E9,42.50954,-75.13427,(42.50954, -75.13427)
WORCESTER VFD,39028.0,36 CHURCH ST PO BOX 430,WORCESTER,NY,12197,39.0,Otsego,6.073978032E9,42.59439,-74.75199,(42.59439, -74.75199)
WEST EXETER FIRE DEPARTMENT,39029.0,6960 ST HWY 51,WEST EXETER,NY,13487,39.0,Otsego,3.158226388E9,42.85264,-75.17106,(42.85264, -75.17106)
PITTSFIELD FIRE DEPARTMENT,39030.0,167 STATE HIGHWAY 80,NEW BERLIN,NY,13411,39.0,Otsego,6.078478127E9,42.6244,-75.33074,(42.6244, -75.33074)
BREWSTER FIRE DEPARTMENT,40001.0,501 NORTH MAIN STREET,BREWSTER,NY,10509,40.0,Putnam,9.142793555E9,41.398571,-73.619434,(41.398571, -73.619434)
CARMEL FIRE DEPARTMENT,40002.0,94 GLENEIDA AVENUE,CARMEL,NY,10512,40.0,Putnam,8.4522551E9,41.429583,-73.679481,(41.429583, -73.679481)
COLD SPRING FIRE COMPANY NO. 1,40003.0,154 MAIN STREET,COLD SPRING,NY,10516,40.0,Putnam,9.142659241E9,41.419044,-73.956449,(41.419044, -73.956449)
CONTINENTAL VILLAGE FIRE DEPT,40004.0,12 SPY POND DRIVE,GARRISON,NY,10524,40.0,Putnam,9.14739102E9,41.329173,-73.915273,(41.329173, -73.915273)
GARRISON VOLUNTEER FIRE COMPANY,40005.0,PO BOX 252 UPPER STATION RD,GARRISON,NY,10524,40.0,Putnam,8.454243886E9,41.36127,-73.91776,(41.36127, -73.91776)
LAKE CARMEL FIRE DEPARTMENT,40006.0,851 ROUTE 52,CARMEL,NY,10512,40.0,Putnam,8.45225373E9,41.477427,-73.671348,(41.477427, -73.671348)
