CSD,BORO,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE
20.0,K,09-12,GEN ED,ENGLISH,English 11,-,1855.0,66.0,28.1
20.0,K,09-12,GEN ED,ENGLISH,English 12,-,1985.0,72.0,27.6
20.0,K,09-12,GEN ED,ENGLISH,MS English Core,-,378.0,14.0,27.0
20.0,K,09-12,GEN ED,ENGLISH,Other English,-,1670.0,69.0,24.2
20.0,K,09-12,GEN ED,MATH,Integrated Algebra,-,3379.0,114.0,29.6
20.0,K,09-12,GEN ED,MATH,Geometry,-,2649.0,88.0,30.1
20.0,K,09-12,GEN ED,MATH,Trigonometry,-,1678.0,53.0,31.7
20.0,K,09-12,GEN ED,MATH,Math A,-,1563.0,56.0,27.9
20.0,K,09-12,GEN ED,MATH,Math B,-,96.0,4.0,24.0
20.0,K,09-12,GEN ED,MATH,Other Math,-,482.0,18.0,26.8
20.0,K,09-12,GEN ED,SCIENCE,Earth Science,-,1988.0,66.0,30.1
21.0,K,01,CTT,-,-,-,338.0,14.0,24.1
20.0,K,09-12,GEN ED,SCIENCE,Living Environment,-,4100.0,142.0,28.9
20.0,K,09-12,GEN ED,SCIENCE,Chemistry,-,2796.0,94.0,29.7
20.0,K,09-12,GEN ED,SCIENCE,Physics,-,750.0,27.0,27.8
20.0,K,09-12,GEN ED,SCIENCE,Other Science,-,1461.0,50.0,29.2
20.0,K,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,6083.0,204.0,29.8
20.0,K,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,2965.0,98.0,30.3
20.0,K,09-12,GEN ED,SOCIAL STUDIES,Economics,-,490.0,18.0,27.2
20.0,K,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,1053.0,36.0,29.3
20.0,K,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,416.0,16.0,26.0
20.0,K,09-12,CTT,ENGLISH,English 9,-,285.0,10.0,28.5
20.0,K,09-12,CTT,ENGLISH,English 10,-,361.0,13.0,27.8
20.0,K,09-12,CTT,ENGLISH,English 11,-,218.0,9.0,24.2
20.0,K,09-12,CTT,ENGLISH,English 12,-,220.0,9.0,24.4
20.0,K,09-12,CTT,ENGLISH,MS English Core,-,134.0,5.0,26.8
20.0,K,09-12,CTT,ENGLISH,Other English,-,306.0,12.0,25.5
20.0,K,09-12,CTT,MATH,Integrated Algebra,-,662.0,26.0,25.5
20.0,K,09-12,CTT,MATH,Geometry,-,106.0,4.0,26.5
20.0,K,09-12,CTT,MATH,Trigonometry,-,43.0,2.0,21.5
20.0,K,09-12,CTT,MATH,Math A,-,34.0,1.0,34.0
20.0,K,09-12,CTT,SCIENCE,Earth Science,-,262.0,8.0,32.8
20.0,K,09-12,CTT,SCIENCE,Living Environment,-,684.0,22.0,31.1
20.0,K,09-12,CTT,SCIENCE,Chemistry,-,29.0,1.0,29.0
20.0,K,09-12,CTT,SCIENCE,Other Science,-,343.0,14.0,24.5
20.0,K,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,775.0,25.0,31.0
20.0,K,09-12,CTT,SOCIAL STUDIES,US History & Government,-,238.0,8.0,29.8
20.0,K,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,203.0,7.0,29.0
20.0,K,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,98.0,4.0,24.5
20.0,K,09-12,SPEC ED,ENGLISH,English 9,-,121.0,10.0,12.1
20.0,K,09-12,SPEC ED,ENGLISH,English 10,-,80.0,6.0,13.3
20.0,K,09-12,SPEC ED,ENGLISH,English 11,-,63.0,5.0,12.6
20.0,K,09-12,SPEC ED,ENGLISH,English 12,-,56.0,4.0,14.0
20.0,K,09-12,SPEC ED,ENGLISH,MS English Core,-,149.0,13.0,11.5
20.0,K,09-12,SPEC ED,ENGLISH,Other English,-,7.0,1.0,7.0
20.0,K,09-12,SPEC ED,MATH,Integrated Algebra,-,270.0,22.0,12.3
20.0,K,09-12,SPEC ED,MATH,Geometry,-,6.0,1.0,6.0
20.0,K,09-12,SPEC ED,MATH,Math B,-,23.0,2.0,11.5
20.0,K,09-12,SPEC ED,SCIENCE,Earth Science,-,65.0,5.0,13.0
20.0,K,09-12,SPEC ED,SCIENCE,Living Environment,-,254.0,19.0,13.4
20.0,K,09-12,SPEC ED,SCIENCE,Other Science,-,162.0,16.0,10.1
20.0,K,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,296.0,23.0,12.9
20.0,K,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,98.0,8.0,12.3
20.0,K,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,62.0,5.0,12.4
21.0,K,0K,GEN ED,-,-,-,1585.0,70.0,22.6
21.0,K,0K,CTT,-,-,-,378.0,18.0,21.0
21.0,K,0K,G&T,-,-,-,40.0,2.0,20.0
21.0,K,01,GEN ED,-,-,-,1702.0,71.0,24.0
21.0,K,01,G&T,-,-,-,49.0,2.0,24.5
21.0,K,02,GEN ED,-,-,-,1456.0,61.0,23.9
21.0,K,02,CTT,-,-,-,349.0,14.0,24.9
21.0,K,02,G&T,-,-,-,57.0,3.0,19.0
21.0,K,03,GEN ED,-,-,-,1350.0,56.0,24.1
21.0,K,03,CTT,-,-,-,336.0,14.0,24.0
21.0,K,03,G&T,-,-,-,109.0,5.0,21.8
21.0,K,04,GEN ED,-,-,-,1419.0,53.0,26.8
21.0,K,04,CTT,-,-,-,334.0,13.0,25.7
21.0,K,04,G&T,-,-,-,106.0,5.0,21.2
21.0,K,05,GEN ED,-,-,-,1401.0,53.0,26.4
21.0,K,05,CTT,-,-,-,234.0,9.0,26.0
21.0,K,05,G&T,-,-,-,103.0,5.0,20.6
21.0,K,06,GEN ED,-,-,-,1357.0,50.0,27.1
21.0,K,06,CTT,-,-,-,368.0,15.0,24.5
21.0,K,06,G&T,-,-,-,906.0,28.0,32.4
21.0,K,07,CTT,-,-,-,281.0,11.0,25.5
21.0,K,07,G&T,-,-,-,1078.0,35.0,30.8
21.0,K,08,GEN ED,-,-,-,1318.0,49.0,26.9
21.0,K,08,CTT,-,-,-,297.0,11.0,27.0
21.0,K,08,G&T,-,-,-,1319.0,42.0,31.4
21.0,K,0K-09,SPEC ED,-,-,12:1,212.0,26.0,8.2
21.0,K,0K-09,SPEC ED,-,-,12:1:1,857.0,95.0,9.0
21.0,K,MS Core,GEN ED,ENGLISH,MS English Core,-,8367.0,307.0,27.3
21.0,K,MS Core,GEN ED,MATH,MS Math Core,-,5209.0,190.0,27.4
21.0,K,MS Core,GEN ED,MATH,Integrated Algebra,-,728.0,24.0,30.3
21.0,K,MS Core,GEN ED,MATH,Geometry,-,29.0,1.0,29.0
21.0,K,MS Core,GEN ED,MATH,Math A,-,1122.0,37.0,30.3
21.0,K,MS Core,GEN ED,SCIENCE,MS Science Core,-,5321.0,186.0,28.6
21.0,K,MS Core,GEN ED,SCIENCE,Earth Science,-,518.0,17.0,30.5
21.0,K,MS Core,GEN ED,SCIENCE,Living Environment,-,1373.0,48.0,28.6
21.0,K,MS Core,GEN ED,SCIENCE,Other Science,-,608.0,24.0,25.3
21.0,K,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,5466.0,194.0,28.2
21.0,K,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,1487.0,50.0,29.7
21.0,K,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,158.0,7.0,22.6
21.0,K,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,149.0,6.0,24.8
21.0,K,MS Core,CTT,ENGLISH,MS English Core,-,935.0,35.0,26.7
21.0,K,MS Core,CTT,MATH,MS Math Core,-,733.0,27.0,27.1
21.0,K,MS Core,CTT,MATH,Integrated Algebra,-,28.0,1.0,28.0
21.0,K,MS Core,CTT,MATH,Math A,-,50.0,2.0,25.0
21.0,K,MS Core,CTT,SCIENCE,MS Science Core,-,708.0,26.0,27.2
21.0,K,MS Core,CTT,SCIENCE,Earth Science,-,27.0,1.0,27.0
21.0,K,MS Core,CTT,SCIENCE,Living Environment,-,51.0,2.0,25.5
21.0,K,MS Core,CTT,SCIENCE,Other Science,-,50.0,2.0,25.0
21.0,K,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,719.0,26.0,27.7
21.0,K,MS Core,CTT,SOCIAL STUDIES,Global History & Geography,-,27.0,1.0,27.0
21.0,K,MS Core,CTT,SOCIAL STUDIES,US History & Government,-,44.0,2.0,22.0
21.0,K,MS Core,SPEC ED,ENGLISH,MS English Core,-,195.0,19.0,10.3
21.0,K,MS Core,SPEC ED,MATH,MS Math Core,-,187.0,19.0,9.8
21.0,K,MS Core,SPEC ED,SCIENCE,MS Science Core,-,186.0,19.0,9.8
21.0,K,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,197.0,20.0,9.9
21.0,K,09-12,GEN ED,ENGLISH,English 9,-,2344.0,86.0,27.3
21.0,K,09-12,GEN ED,ENGLISH,English 10,-,2404.0,83.0,29.0
21.0,K,09-12,GEN ED,ENGLISH,English 11,-,2027.0,66.0,30.7
21.0,K,09-12,GEN ED,ENGLISH,English 12,-,1841.0,68.0,27.1
21.0,K,09-12,GEN ED,ENGLISH,MS English Core,-,2199.0,86.0,25.6
21.0,K,09-12,GEN ED,ENGLISH,Other English,-,1002.0,44.0,22.8
21.0,K,09-12,GEN ED,MATH,Integrated Algebra,-,3787.0,146.0,25.9
21.0,K,09-12,GEN ED,MATH,Geometry,-,2971.0,106.0,28.0
21.0,K,09-12,GEN ED,MATH,Trigonometry,-,1629.0,54.0,30.2
21.0,K,09-12,GEN ED,MATH,Math A,-,466.0,19.0,24.5
21.0,K,09-12,GEN ED,MATH,Math B,-,293.0,9.0,32.6
21.0,K,09-12,GEN ED,MATH,Other Math,-,651.0,23.0,28.3
21.0,K,09-12,GEN ED,SCIENCE,Earth Science,-,4481.0,154.0,29.1
21.0,K,09-12,GEN ED,SCIENCE,Living Environment,-,5596.0,219.0,25.6
21.0,K,09-12,GEN ED,SCIENCE,Chemistry,-,2553.0,84.0,30.4
21.0,K,09-12,GEN ED,SCIENCE,Physics,-,1190.0,48.0,24.8
21.0,K,09-12,GEN ED,SCIENCE,Other Science,-,2658.0,94.0,28.3
21.0,K,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,4859.0,173.0,28.1
21.0,K,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,2666.0,90.0,29.6
21.0,K,09-12,GEN ED,SOCIAL STUDIES,Economics,-,731.0,27.0,27.1
21.0,K,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,1760.0,61.0,28.9
21.0,K,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,1125.0,38.0,29.6
21.0,K,09-12,CTT,ENGLISH,English 9,-,547.0,23.0,23.8
21.0,K,09-12,CTT,ENGLISH,English 10,-,516.0,18.0,28.7
21.0,K,09-12,CTT,ENGLISH,English 11,-,436.0,17.0,25.6
21.0,K,09-12,CTT,ENGLISH,English 12,-,140.0,6.0,23.3
21.0,K,09-12,CTT,ENGLISH,MS English Core,-,170.0,8.0,21.3
21.0,K,09-12,CTT,ENGLISH,Other English,-,280.0,11.0,25.5
21.0,K,09-12,CTT,MATH,Integrated Algebra,-,780.0,30.0,26.0
21.0,K,09-12,CTT,MATH,Geometry,-,279.0,11.0,25.4
26.0,Q,07,CTT,-,-,-,136.0,5.0,27.2
21.0,K,09-12,CTT,MATH,Trigonometry,-,123.0,4.0,30.8
21.0,K,09-12,CTT,MATH,Math A,-,86.0,4.0,21.5
21.0,K,09-12,CTT,MATH,Math B,-,24.0,1.0,24.0
21.0,K,09-12,CTT,SCIENCE,Earth Science,-,772.0,26.0,29.7
21.0,K,09-12,CTT,SCIENCE,Living Environment,-,1131.0,44.0,25.7
21.0,K,09-12,CTT,SCIENCE,Chemistry,-,18.0,1.0,18.0
21.0,K,09-12,CTT,SCIENCE,Physics,-,86.0,3.0,28.7
21.0,K,09-12,CTT,SCIENCE,Other Science,-,852.0,28.0,30.4
21.0,K,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,772.0,27.0,28.6
21.0,K,09-12,CTT,SOCIAL STUDIES,US History & Government,-,587.0,21.0,28.0
21.0,K,09-12,CTT,SOCIAL STUDIES,Economics,-,30.0,1.0,30.0
21.0,K,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,253.0,9.0,28.1
21.0,K,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,567.0,19.0,29.8
21.0,K,09-12,SPEC ED,ENGLISH,English 9,-,113.0,10.0,11.3
21.0,K,09-12,SPEC ED,ENGLISH,English 10,-,139.0,10.0,13.9
21.0,K,09-12,SPEC ED,ENGLISH,English 11,-,154.0,11.0,14.0
21.0,K,09-12,SPEC ED,ENGLISH,English 12,-,73.0,6.0,12.2
21.0,K,09-12,SPEC ED,ENGLISH,MS English Core,-,42.0,4.0,10.5
21.0,K,09-12,SPEC ED,ENGLISH,Other English,-,76.0,6.0,12.7
21.0,K,09-12,SPEC ED,MATH,Integrated Algebra,-,244.0,18.0,13.6
21.0,K,09-12,SPEC ED,MATH,Geometry,-,104.0,7.0,14.9
21.0,K,09-12,SPEC ED,MATH,Trigonometry,-,25.0,2.0,12.5
21.0,K,09-12,SPEC ED,MATH,Math B,-,22.0,2.0,11.0
21.0,K,09-12,SPEC ED,MATH,Other Math,-,54.0,4.0,13.5
21.0,K,09-12,SPEC ED,SCIENCE,Earth Science,-,184.0,13.0,14.2
21.0,K,09-12,SPEC ED,SCIENCE,Living Environment,-,167.0,15.0,11.1
21.0,K,09-12,SPEC ED,SCIENCE,Other Science,-,291.0,20.0,14.6
21.0,K,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,171.0,12.0,14.3
21.0,K,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,139.0,10.0,13.9
21.0,K,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,100.0,7.0,14.3
21.0,K,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,54.0,4.0,13.5
22.0,K,0K,GEN ED,-,-,-,2152.0,99.0,21.7
22.0,K,0K,CTT,-,-,-,407.0,20.0,20.4
22.0,K,0K,G&T,-,-,-,85.0,4.0,21.3
22.0,K,01,GEN ED,-,-,-,2170.0,94.0,23.1
22.0,K,01,CTT,-,-,-,470.0,21.0,22.4
22.0,K,01,G&T,-,-,-,99.0,4.0,24.8
22.0,K,02,GEN ED,-,-,-,2202.0,91.0,24.2
22.0,K,02,CTT,-,-,-,481.0,20.0,24.1
22.0,K,02,G&T,-,-,-,88.0,4.0,22.0
22.0,K,03,GEN ED,-,-,-,2005.0,83.0,24.2
22.0,K,03,CTT,-,-,-,580.0,23.0,25.2
22.0,K,03,G&T,-,-,-,270.0,11.0,24.5
22.0,K,04,GEN ED,-,-,-,1870.0,69.0,27.1
22.0,K,04,CTT,-,-,-,669.0,26.0,25.7
22.0,K,04,G&T,-,-,-,345.0,13.0,26.5
22.0,K,05,GEN ED,-,-,-,1999.0,75.0,26.7
22.0,K,05,CTT,-,-,-,569.0,23.0,24.7
22.0,K,05,G&T,-,-,-,253.0,10.0,25.3
22.0,K,06,GEN ED,-,-,-,1471.0,52.0,28.3
22.0,K,06,CTT,-,-,-,454.0,17.0,26.7
22.0,K,06,G&T,-,-,-,277.0,9.0,30.8
22.0,K,07,GEN ED,-,-,-,1562.0,55.0,28.4
22.0,K,07,CTT,-,-,-,471.0,17.0,27.7
22.0,K,07,G&T,-,-,-,246.0,8.0,30.8
22.0,K,08,GEN ED,-,-,-,1651.0,59.0,28.0
22.0,K,08,CTT,-,-,-,401.0,15.0,26.7
22.0,K,08,G&T,-,-,-,248.0,8.0,31.0
22.0,K,0K-09,SPEC ED,-,-,12:1,159.0,16.0,9.9
22.0,K,0K-09,SPEC ED,-,-,12:1:1,848.0,80.0,10.6
22.0,K,MS Core,GEN ED,ENGLISH,MS English Core,-,5455.0,195.0,28.0
22.0,K,MS Core,GEN ED,MATH,MS Math Core,-,4518.0,159.0,28.4
22.0,K,MS Core,GEN ED,MATH,Integrated Algebra,-,432.0,15.0,28.8
22.0,K,MS Core,GEN ED,MATH,Geometry,-,14.0,1.0,14.0
22.0,K,MS Core,GEN ED,MATH,Trigonometry,-,277.0,9.0,30.8
22.0,K,MS Core,GEN ED,MATH,Math A,-,234.0,8.0,29.3
22.0,K,MS Core,GEN ED,SCIENCE,MS Science Core,-,4739.0,166.0,28.5
22.0,K,MS Core,GEN ED,SCIENCE,Earth Science,-,456.0,15.0,30.4
22.0,K,MS Core,GEN ED,SCIENCE,Living Environment,-,260.0,9.0,28.9
22.0,K,MS Core,GEN ED,SCIENCE,Other Science,-,55.0,2.0,27.5
22.0,K,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,4982.0,173.0,28.8
22.0,K,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,23.0,1.0,23.0
22.0,K,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,444.0,15.0,29.6
22.0,K,MS Core,CTT,ENGLISH,MS English Core,-,1382.0,52.0,26.6
22.0,K,MS Core,CTT,MATH,MS Math Core,-,1328.0,49.0,27.1
22.0,K,MS Core,CTT,SCIENCE,MS Science Core,-,1325.0,49.0,27.0
22.0,K,MS Core,CTT,SCIENCE,Other Science,-,53.0,2.0,26.5
22.0,K,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,1155.0,42.0,27.5
22.0,K,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,88.0,4.0,22.0
22.0,K,MS Core,SPEC ED,ENGLISH,MS English Core,-,225.0,21.0,10.7
22.0,K,MS Core,SPEC ED,MATH,MS Math Core,-,198.0,18.0,11.0
22.0,K,MS Core,SPEC ED,SCIENCE,MS Science Core,-,185.0,17.0,10.9
22.0,K,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,187.0,17.0,11.0
22.0,K,09-12,GEN ED,ENGLISH,English 9,-,2120.0,68.0,31.2
22.0,K,09-12,GEN ED,ENGLISH,English 10,-,2272.0,71.0,32.0
22.0,K,09-12,GEN ED,ENGLISH,English 11,-,2251.0,71.0,31.7
22.0,K,09-12,GEN ED,ENGLISH,English 12,-,2499.0,81.0,30.9
22.0,K,09-12,GEN ED,ENGLISH,MS English Core,-,528.0,20.0,26.4
22.0,K,09-12,GEN ED,ENGLISH,Other English,-,862.0,35.0,24.6
22.0,K,09-12,GEN ED,MATH,Integrated Algebra,-,2617.0,90.0,29.1
22.0,K,09-12,GEN ED,MATH,Geometry,-,2379.0,74.0,32.1
22.0,K,09-12,GEN ED,MATH,Trigonometry,-,1828.0,60.0,30.5
22.0,K,09-12,GEN ED,MATH,Math A,-,146.0,5.0,29.2
22.0,K,09-12,GEN ED,MATH,Other Math,-,1587.0,53.0,29.9
22.0,K,09-12,GEN ED,SCIENCE,Earth Science,-,3130.0,99.0,31.6
22.0,K,09-12,GEN ED,SCIENCE,Living Environment,-,3041.0,103.0,29.5
22.0,K,09-12,GEN ED,SCIENCE,Chemistry,-,3910.0,134.0,29.2
22.0,K,09-12,GEN ED,SCIENCE,Physics,-,1880.0,61.0,30.8
22.0,K,09-12,GEN ED,SCIENCE,Other Science,-,2152.0,72.0,29.9
22.0,K,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,4457.0,140.0,31.8
22.0,K,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,3046.0,98.0,31.1
22.0,K,09-12,GEN ED,SOCIAL STUDIES,Economics,-,582.0,19.0,30.6
22.0,K,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,1071.0,37.0,28.9
22.0,K,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,2017.0,69.0,29.2
22.0,K,09-12,CTT,ENGLISH,English 9,-,282.0,11.0,25.6
22.0,K,09-12,CTT,ENGLISH,English 10,-,248.0,8.0,31.0
22.0,K,09-12,CTT,ENGLISH,English 11,-,218.0,7.0,31.1
22.0,K,09-12,CTT,ENGLISH,English 12,-,135.0,4.0,33.8
22.0,K,09-12,CTT,ENGLISH,MS English Core,-,162.0,6.0,27.0
22.0,K,09-12,CTT,ENGLISH,Other English,-,388.0,16.0,24.3
22.0,K,09-12,CTT,MATH,Integrated Algebra,-,653.0,23.0,28.4
22.0,K,09-12,CTT,MATH,Geometry,-,110.0,4.0,27.5
22.0,K,09-12,CTT,MATH,Trigonometry,-,33.0,1.0,33.0
22.0,K,09-12,CTT,MATH,Math A,-,32.0,1.0,32.0
22.0,K,09-12,CTT,SCIENCE,Earth Science,-,444.0,15.0,29.6
22.0,K,09-12,CTT,SCIENCE,Living Environment,-,260.0,8.0,32.5
22.0,K,09-12,CTT,SCIENCE,Chemistry,-,68.0,2.0,34.0
22.0,K,09-12,CTT,SCIENCE,Physics,-,28.0,1.0,28.0
22.0,K,09-12,CTT,SCIENCE,Other Science,-,441.0,14.0,31.5
22.0,K,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,634.0,20.0,31.7
22.0,K,09-12,CTT,SOCIAL STUDIES,US History & Government,-,287.0,9.0,31.9
22.0,K,09-12,CTT,SOCIAL STUDIES,Economics,-,34.0,1.0,34.0
22.0,K,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,31.0,1.0,31.0
22.0,K,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,83.0,4.0,20.8
22.0,K,09-12,SPEC ED,ENGLISH,English 9,-,38.0,4.0,9.5
22.0,K,09-12,SPEC ED,ENGLISH,English 10,-,93.0,7.0,13.3
22.0,K,09-12,SPEC ED,ENGLISH,English 11,-,75.0,6.0,12.5
22.0,K,09-12,SPEC ED,ENGLISH,English 12,-,50.0,4.0,12.5
22.0,K,09-12,SPEC ED,ENGLISH,MS English Core,-,10.0,1.0,10.0
22.0,K,09-12,SPEC ED,ENGLISH,Other English,-,76.0,7.0,10.9
22.0,K,09-12,SPEC ED,MATH,Integrated Algebra,-,115.0,9.0,12.8
22.0,K,09-12,SPEC ED,MATH,Geometry,-,10.0,2.0,5.0
22.0,K,09-12,SPEC ED,SCIENCE,Earth Science,-,73.0,6.0,12.2
22.0,K,09-12,SPEC ED,SCIENCE,Living Environment,-,69.0,5.0,13.8
26.0,Q,07,G&T,-,-,-,28.0,1.0,28.0
22.0,K,09-12,SPEC ED,SCIENCE,Other Science,-,92.0,8.0,11.5
22.0,K,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,153.0,12.0,12.8
22.0,K,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,112.0,9.0,12.4
22.0,K,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,42.0,4.0,10.5
22.0,K,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,57.0,5.0,11.4
23.0,K,0K,GEN ED,-,-,-,655.0,29.0,22.6
23.0,K,0K,CTT,-,-,-,117.0,6.0,19.5
23.0,K,01,GEN ED,-,-,-,792.0,36.0,22.0
23.0,K,01,CTT,-,-,-,112.0,5.0,22.4
23.0,K,02,GEN ED,-,-,-,843.0,38.0,22.2
23.0,K,02,CTT,-,-,-,72.0,3.0,24.0
23.0,K,03,GEN ED,-,-,-,852.0,37.0,23.0
23.0,K,03,CTT,-,-,-,88.0,4.0,22.0
23.0,K,04,GEN ED,-,-,-,826.0,33.0,25.0
23.0,K,04,CTT,-,-,-,41.0,2.0,20.5
23.0,K,04,G&T,-,-,-,20.0,1.0,20.0
23.0,K,05,GEN ED,-,-,-,765.0,33.0,23.2
23.0,K,05,CTT,-,-,-,67.0,3.0,22.3
23.0,K,05,G&T,-,-,-,15.0,1.0,15.0
23.0,K,06,GEN ED,-,-,-,943.0,40.0,23.6
23.0,K,06,CTT,-,-,-,113.0,5.0,22.6
23.0,K,07,GEN ED,-,-,-,1135.0,43.0,26.4
23.0,K,07,CTT,-,-,-,86.0,3.0,28.7
23.0,K,08,GEN ED,-,-,-,1078.0,42.0,25.7
23.0,K,08,CTT,-,-,-,96.0,4.0,24.0
23.0,K,0K-09,SPEC ED,-,-,12:1,323.0,33.0,9.8
23.0,K,0K-09,SPEC ED,-,-,12:1:1,461.0,50.0,9.2
23.0,K,0K-09,SPEC ED,-,-,15:1,4.0,1.0,4.0
23.0,K,MS Core,GEN ED,ENGLISH,MS English Core,-,3359.0,142.0,23.7
23.0,K,MS Core,GEN ED,MATH,MS Math Core,-,2797.0,119.0,23.5
23.0,K,MS Core,GEN ED,MATH,Integrated Algebra,-,71.0,3.0,23.7
23.0,K,MS Core,GEN ED,MATH,Geometry,-,36.0,2.0,18.0
23.0,K,MS Core,GEN ED,SCIENCE,MS Science Core,-,3028.0,123.0,24.6
23.0,K,MS Core,GEN ED,SCIENCE,Earth Science,-,36.0,2.0,18.0
23.0,K,MS Core,GEN ED,SCIENCE,Living Environment,-,123.0,6.0,20.5
23.0,K,MS Core,GEN ED,SCIENCE,Other Science,-,290.0,12.0,24.2
23.0,K,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,2503.0,104.0,24.1
23.0,K,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,93.0,3.0,31.0
23.0,K,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,139.0,7.0,19.9
23.0,K,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,159.0,6.0,26.5
23.0,K,MS Core,CTT,ENGLISH,MS English Core,-,230.0,10.0,23.0
23.0,K,MS Core,CTT,MATH,MS Math Core,-,257.0,11.0,23.4
23.0,K,MS Core,CTT,SCIENCE,MS Science Core,-,275.0,12.0,22.9
23.0,K,MS Core,CTT,SCIENCE,Other Science,-,25.0,1.0,25.0
23.0,K,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,234.0,10.0,23.4
23.0,K,MS Core,CTT,SOCIAL STUDIES,Global History & Geography,-,23.0,1.0,23.0
23.0,K,MS Core,SPEC ED,ENGLISH,MS English Core,-,147.0,15.0,9.8
23.0,K,MS Core,SPEC ED,MATH,MS Math Core,-,162.0,17.0,9.5
23.0,K,MS Core,SPEC ED,MATH,Geometry,-,11.0,1.0,11.0
23.0,K,MS Core,SPEC ED,SCIENCE,MS Science Core,-,126.0,13.0,9.7
23.0,K,MS Core,SPEC ED,SCIENCE,Earth Science,-,11.0,1.0,11.0
23.0,K,MS Core,SPEC ED,SCIENCE,Living Environment,-,10.0,1.0,10.0
23.0,K,MS Core,SPEC ED,SCIENCE,Other Science,-,20.0,2.0,10.0
23.0,K,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,136.0,14.0,9.7
23.0,K,MS Core,SPEC ED,SOCIAL STUDIES,US History & Government,-,11.0,1.0,11.0
23.0,K,09-12,GEN ED,ENGLISH,English 9,-,392.0,21.0,18.7
23.0,K,09-12,GEN ED,ENGLISH,English 10,-,303.0,14.0,21.6
23.0,K,09-12,GEN ED,ENGLISH,English 11,-,262.0,12.0,21.8
23.0,K,09-12,GEN ED,ENGLISH,English 12,-,306.0,13.0,23.5
23.0,K,09-12,GEN ED,ENGLISH,MS English Core,-,190.0,7.0,27.1
23.0,K,09-12,GEN ED,ENGLISH,Other English,-,743.0,32.0,23.2
23.0,K,09-12,GEN ED,MATH,Integrated Algebra,-,767.0,34.0,22.6
23.0,K,09-12,GEN ED,MATH,Geometry,-,260.0,10.0,26.0
23.0,K,09-12,GEN ED,MATH,Trigonometry,-,99.0,5.0,19.8
23.0,K,09-12,GEN ED,MATH,Math A,-,23.0,1.0,23.0
