N° du contrat,Objet du contrat,Type d'acte,Projet associé,Nature du besoin,Lieu d'exécution/de livraison,Origine du financement,Date d'entrée en vigueur,Durée (en mois),Montant maximum (€HT),Attributaires
20-EI1072,Assistance technique_PEFA Djibouti_expert n°2,Expert individuel (CPS),"Projet d'appui à l'initiative ""Public expenditure and financial accountability""",Prestations intellectuelles et expertise individuelle,projets migrés - donnée non renseignée,Agence Française de Développement (AFD),2020-03-23,6.0,22928.0,Nicolas LOKPE
21-EI0674,"Cheffe de mission pour la réalisation d’un étude de faisabilité en vue de la formulation du projet d’Appui au renforcement de la prise en charge, de la protection et de l’intégration socioéconomique des femmes et filles impactées par la crise migratoire vénézuélienne",Expert individuel (CPS),"Projet de renforcement de la prise en charge, de la protection et de l’intégration socio-économique des femmes et des filles migrantes impactées par la crise migratoire vénézuélienne",Prestations intellectuelles et expertise individuelle,"Colombie, Equateur",Agence Française de Développement (AFD),2021-03-09,11.0,45200.0,Ada Bazan Conseil
20-EI2404,To support APCASO in the process of developing its next strategic plan – 20SANIN841,Expert individuel (CPS),To support APCASO in the process of developing its next strategic plan,Prestations intellectuelles et expertise individuelle,Thaïlande,MAE-Fr - Initiative 5%,2020-10-01,7.0,36000.0,HMST-Health Management Support Team
20-MR0932,mise en place du système informatique du bureau project Vet4job,Marché,Vet4Job,Services,Turquie,Union Européenne,2020-04-01,2.0,18000.0,MEK BILGISAYAR
21-MR1045,"PROVISION OF SERVICES FOR THE PRODUCTION OF COMMUNICATION MATERIALS WITHIN THE FRAMEWORK OF THE RESILIENT FOOD PRODUCTION SECTOR, EUROCLIMA+ PROGRAMME.",Marché,EUROCLIMA+ RFP,Services,"Argentine, Bolivie, Brésil, Chili, Colombie, Costa Rica, Cuba, El Salvador, Equateur, Guatemala, Honduras, Mexique, Nicaragua, Panama, Paraguay, Pérou, Uruguay, Venezuela, République Bolivarienne Du",Union Européenne,2021-03-10,12.0,35245.0,Comunicaciones Milenio SA
20-MR2191,ENBLEM CONSTRUCTION LIMITED COMPANY : Renovation of human trafficking secretariat office – Ghana,Marché,Lutte contre la traite - Golfe de Guinée,Travaux,Ghana,Union Européenne,2020-10-01,10.0,50000.0,Enblem Construction Limited Company
20-EI0922,Lot 1 - Appui à l’élaboration de la requête de financement paludisme du Sénégal 2021-2023,Expert individuel (CPS),Appui à l'élaboration de requête de financement paludisme 2021-2023,Prestations intellectuelles et expertise individuelle,Sénégal,MAE-Fr - Initiative 5%,2020-04-01,12.0,40500.0,R F
21-EI1083,Appuie à la demande de financement conjointe pour les composantes VIH/Sida et la Tuberculose ainsi que les systèmes résilients et pérennes pour la santé (SRPS) 2022-2024 au Tchad – 21SANIN815,Expert individuel (CPS),Appui à la demande de financement conjointe pour les composantes VIH/Sida et la Tuberculose ainsi que les systèmes résilients et pérennes pour la santé (SRPS) 2022-2024,Prestations intellectuelles et expertise individuelle,Tchad,MAE-Fr - Initiative 5%,2021-03-10,6.0,39000.0,SOLTHIS
20-EI2428,Gestion de la plateforme intégrée Minjara (Contrat n°3),Expert individuel (CPS),"Appui au développement du secteur privé, filières agroalimentaires, agricoles et bois",Prestations intellectuelles et expertise individuelle,Liban,Union Européenne,2020-10-01,5.0,122604.22,Terea - Terre Environnement
20-EI0815,Entrepreneurship Project Officer,Expert individuel (CPS),Yanhad,Prestations intellectuelles et expertise individuelle,Iraq,"MAE-Fr, Union Européenne",2020-04-01,12.0,50400.0,GADDAH NESRINE
21-EI0954,Appui à l’élaboration de la demande de financement NFM3 intégrée VIH / TB / Palu / RSS (transverse),Expert individuel (CPS),appui au CCM de Mauritanie pour l'élaboration de sa demande de financement intégrant les trois maladies,Prestations intellectuelles et expertise individuelle,Mauritanie,MAE-Fr - Initiative 5%,2021-03-10,6.0,44800.0,HMST-Health Management Support Team
20-SB2256,Recrutement d'une ONG au Maroc pour la mise en œuvre du projet d’éducation et de sensibilisation par le sport financé par l’AFD et la NBA,Subvention,Education par le sport AFD NBA,Subvention,"Afrique du Sud, Côte d'Ivoire, Kenya, Maroc, Nigéria, Sénégal","Agence Française de Développement (AFD), Autre bailleurs multilatéral/Organisations Internationales",2020-10-01,36.0,389000.0,IDMAJ
20-EI0541,CPS_OASYS_Lot 1_20SANIN804,Expert individuel (CPS),Appuyer le CNLS aux différentes étapes du processus d’élaboration des requêtes de financement VIH/TB pour la période 2021-2023,Prestations intellectuelles et expertise individuelle,Burkina Faso,MAE-Fr - Initiative 5%,2020-04-04,2.0,58563.0,OASYS FINANCIAL MANAGT SERVICES
21-EI1084,Appuie à la demande de financement conjointe pour les composantes VIH/Sida et la Tuberculose ainsi que les systèmes résilients et pérennes pour la santé (SRPS) 2022-2024 au Tchad – 21SANIN815,Expert individuel (CPS),Appui à la demande de financement conjointe pour les composantes VIH/Sida et la Tuberculose ainsi que les systèmes résilients et pérennes pour la santé (SRPS) 2022-2024,Prestations intellectuelles et expertise individuelle,Tchad,MAE-Fr - Initiative 5%,2021-03-10,6.0,48000.0,TEAM TECHNICAL ASSISTANCE FOR MANAGEMENT (P-Y NORVAL)
21-MR0261,Formation Go my code,Marché,Raqam-E : Coding Academy,Services,Libye,MAE-Fr,2020-10-02,4.0,20661.0,Go My Code
20-EI1029,Expert on Public Administration and Human Ressources - Jacques Roudiere,Expert individuel (CPS),Support Public Administration and Digital Transformation in Greece,Prestations intellectuelles et expertise individuelle,Grèce,Union Européenne,2020-04-06,15.0,30000.0,SH and KR SAS (Roudière Jacques)
21-EI2344,"Expertise technique long terme perlée dans le cadre de la coordination de la composante 4 « Opérationnalisation du cadre PPP – appui à l’unité PPP » du projet d’appui à la gouvernance économique et financière (PAGEF) 

EXPERT INDIVIDUEL EN CHARGE DE LA MISSION : HUGUES DE LA FORGE",Expert individuel (CPS),Projet d'Appui à la Gouvernance Economique et Financière (PAGEF),Prestations intellectuelles et expertise individuelle,Guinée,C2D,2021-03-12,36.0,84000.0,FIDAL DIRECTION REGIO PARIS
20-SB3371,Grant contrat container TRIPOLI,Subvention,PSDP1 Private Sector Development Phase 1,Subvention,Libye,Union Européenne,2020-10-05,28.0,49000.0,ALBRASSI SOLIMAN MAHMUD
20-EI1038,"CPS 2 TEAM PRolongement 
19SANIN887 : Appuyer le CCM de la République du Congo à l’élaboration de la demande de financement TB/VIH pour la période 2021-2023 
Lots 1, 3, 4 et 5",Expert individuel (CPS),"Appui à la rédaction des requêtes de financement au Fonds mondial  TB/VIH, paludisme et RSS",Prestations intellectuelles et expertise individuelle,"Congo, République du",MAE-Fr - Initiative 5%,2020-04-09,11.0,47125.0,TEAM TECHNICAL ASSISTANCE FOR MANAGEMENT (P-Y NORVAL)
21-MR0951,Travaux d'aménagement du plateau technique NRBC,Marché,GRIL,Travaux,Liban,MAE-Fr,2021-03-15,3.0,86760.0,GEO-METRIC SARL
20-EI2542,Composante 1-4 de la Facilité AFD-UA (soutien à la ZLECAF): contribuer à définir une stratégie sectorielle de l’Union africaine pour le développement du e-commerce en Afrique,Expert individuel (CPS),Projet de facilité d’assistance technique au bénéfice de l’Union Africaine,Prestations intellectuelles et expertise individuelle,"Afrique du Sud, Algérie, Angola, Arabie Saoudite, Bénin, Burkina Faso, Burundi, Cameroun, Cap-Vert, Centrafrique (Republique de), Comores, Congo, République Démocratique du, Congo, République du, Côte d'Ivoire, Djibouti, Egypte, Erythrée, Ethiopie, Gabon, Gambie, Ghana, Guinée, Guinée équatoriale, Guinée-Bissau, Kenya, Lesotho, Libéria, Madagascar, Malawi, Mali, Maroc, Maurice (île), Mauritanie, Mozambique, Namibie, Niger, Nigéria, Ouganda, Rwanda, Sao Tomé-Et-Principe, Sénégal, Seychelles, Sierra Leone, Somalie, Soudan, Swaziland, Tanzanie, République-Unie De, Tchad, Togo, Tunisie, Zambie, Zimbabwe",Agence Française de Développement (AFD),2020-10-08,9.0,35400.0,Bhatnagar Advisers
20-EI0542,Service Contract - IT Expert (Hassene Kaid Ahmad),Expert individuel (CPS),Promotion de la transparence et lutte contre la corruption au Liban,Prestations intellectuelles et expertise individuelle,Liban,Union Européenne,2020-04-15,7.0,40550.0,E-SUD DEVELOPPEMENT
21-EI0699,OUANOUFI - Ingénerie de formation et pédagogie,Expert individuel (CPS),AT ASCAD,Prestations intellectuelles et expertise individuelle,Guinée,Agence Française de Développement (AFD),2021-03-15,24.0,118800.0,OUANOUFI Fatiha
20-MR1692,Estudio de riesgo por efectos del cambio climático y medidas de adaptación para la estrategia a largo plazo e2050 de Colombia – Fase 1,Marché,Facilité 2050 Colombie,Services,Colombie,Agence Française de Développement (AFD),2020-10-08,7.0,90000.0,INGENIAR CAD/CAE LIMITADA
20-EI1124,"CPS Sebastien Galea_Monitoring, Evaluation, Accountability and Learning (MEAL) Expert",Expert individuel (CPS),ReSEMBiD,Prestations intellectuelles et expertise individuelle,"Pays-Bas, Royaume-Uni",Union Européenne,2020-04-24,43.0,190000.0,GALEA_SEBASTIEN
21-SB0383,Projet d’Introduction des Pratiques d’Agriculture Durable dans les Exploitations Familiales de la Haute Guinée (PIPADEF-HG),Subvention,GCCA+AO,Subvention,"Bénin, Burkina Faso, Cap-Vert, Côte d'Ivoire, Gambie, Ghana, Guinée, Guinée-Bissau, Mali, Mauritanie, Niger, Nigéria, Sénégal, Sierra Leone, Tchad, Togo",Union Européenne,2021-03-16,20.0,224609.8,TRIAS
20-AC2554,Maya Boureghda_M.B.C Consulting_Juriste Exoert Technique Projet Patrimoine 3000,Accord cadre,Valorisation du patrimoine culturel tunisien,Prestations intellectuelles et expertise individuelle,Tunisie,Union Européenne,2020-10-09,36.0,140000.0,Maya Boureghda_M.B.C Consulting
20-EI1374,Pharma National Expert / Kenya,Expert individuel (CPS),MEDISAFE,Prestations intellectuelles et expertise individuelle,"Burundi, Congo, République Démocratique du, Ethiopie, Ghana, Kenya, Malawi, Ouganda, Rwanda, Seychelles, Tanzanie, République-Unie De, Zambie",Union Européenne,2020-05-01,11.0,16000.0,Gachoki Wilberforce Kariuki
21-EI2383,"Expertise technique long terme perlée dans le cadre de la coordination de la composante 4 « Opérationnalisation du cadre PPP – appui à la DNPPP » du projet d’appui à la gouvernance économique et financière (PAGEF) 

EXPERT INDIVIDUEL EN CHARGE DE LA MISSION : LAURENCE VAN PROOIJEN",Expert individuel (CPS),Projet d'Appui à la Gouvernance Economique et Financière (PAGEF),Prestations intellectuelles et expertise individuelle,Guinée,C2D,2021-03-17,36.0,84000.0,CALIA CONSEIL
20-EI2535,Production d'un rapport d’audit genre et d'un rapport de diagnostic du fonctionnement avec un état des lieux des besoins de renforcement de capacités des organes de gouvernance de la santé ciblés par le projet MPACOS dans les provinces du Ouaddaï et du Moyen Chari au Tchad,Expert individuel (CPS),MPACOS,Prestations intellectuelles et expertise individuelle,Tchad,Agence Française de Développement (AFD),2020-10-14,9.0,86995.0,Action Santé TEAM
20-EI0960,Expert principal - PASA,Expert individuel (CPS),"Programme d'appui au secteur de l'agriculture, y compris dans la gestion de l'eau, l'agro-industrie et la pollution agricole (PASA)",Prestations intellectuelles et expertise individuelle,Algérie,Union Européenne,2020-05-01,29.0,300000.0,CoopAcoop
21-EI1406,Fourniture de l’organisation logistique pour la campagne de communication sur le PLAN D’ACTIONS NATIONAL,Marché,Programme d’Appui au Gouvernements Ouverts Francophones - PAGOF,Services,"Burkina Faso, Côte d'Ivoire, Tunisie",Agence Française de Développement (AFD),2021-03-18,6.0,16475.12,GENERAL VOYAGES
20-EI2551,"Enquête : ""Assistance technique apportée par L’Initiative aux pays
éligibles pour la demande de financement auprès du Fonds mondial –
NFM3 """,Expert individuel (CPS),Evaluation Capitalisation 2020,Prestations intellectuelles et expertise individuelle,France,MAE-Fr - Initiative 5%,2020-10-15,4.0,19000.0,ROSSERT HELENE
20-MR1144,Production of five expert publications under the series “Towards Post-2020 #”: Landscape approaches; Trade for Sustainable Use; Biodiversity beyond Economic Growth; Invasive alien species; Ecological footprint,Marché,Follow-up to the strategic plan for biodiversity,Prestations intellectuelles et expertise individuelle,"Argentine, Australie, Brésil, Cameroun, Canada, Chine, Colombie, Congo, République Démocratique du, Corée, République De, Egypte, Etats-Unis, Ghana, Inde, Indonésie, Japon, Kenya, Mexique, Norvège, Nouvelle-Zélande, Ouganda, Russie, Fédération De, Suisse, Turquie",Union Européenne,2020-05-07,4.0,40000.0,UMWELTBUNDESAMT GMBH
21-EI2345,"Expertise technique long terme perlée dans le cadre de la coordination de la composante 1 « Cadrage macro-économique et budgétaire » du projet d’appui à la gouvernance économique et financière (PAGEF)
EXPERT INDIVIDUEL EN CHARGE DE LA MISSION : DELPHINE BARRET",Expert individuel (CPS),Projet d'Appui à la Gouvernance Economique et Financière (PAGEF),Prestations intellectuelles et expertise individuelle,Guinée,C2D,2021-03-18,36.0,100800.0,Cabinet d'Etudes en Economie du Développement - CEED
20-EI2580,Expert National Pharma Burundi,Expert individuel (CPS),MEDISAFE,Prestations intellectuelles et expertise individuelle,"Burundi, Congo, République Démocratique du, Ethiopie, Ghana, Kenya, Malawi, Ouganda, Rwanda, Seychelles, Tanzanie, République-Unie De, Zambie",Union Européenne,2020-10-16,12.0,16000.0,Liévin MIZERO
20-EI1126,"SUPPORTING THE IMPLEMENTATION OF OUTPUT  AREA 4 ""EFFORTS FOR  THE REDUCTION OF LITTER FROM SEA-BASED SOURCES ARE ENHANCED"" AS PART OF THE  COOPERATION PROJECT ""REDUCING PLASTIC WASTE AND MARINE LITTER IN EAST AND SOUTH EAST ASIA - SUPPORTING A TRANSITION TO A CIRCULAR ECONOMY IN THE REGION""",Expert individuel (CPS),Reducing plastic waste and marine litter in East and South East Asia - Supporting a transition to a circular economy in the region,Prestations intellectuelles et expertise individuelle,"Chine, Indonésie, Japon, Philippines, Singapour, Thaïlande, Viêt Nam",Union Européenne,2020-05-15,24.0,128210.0,Jens Peter Ohlenschlager - Port Environment
21-SB0382,"“Tiban ankaterô”. Intégration des aspects culturels, agro-écologiques, territoriaux et climatiques pour une agriculture familiale résiliente au climat dans les îles Urok. Guinée-Bissau.",Subvention,GCCA+AO,Subvention,"Bénin, Burkina Faso, Cap-Vert, Côte d'Ivoire, Gambie, Ghana, Guinée, Guinée-Bissau, Mali, Mauritanie, Niger, Nigéria, Sénégal, Sierra Leone, Tchad, Togo",Union Européenne,2021-03-18,20.0,229000.0,TINIGUENA – ESTA TERRA E NOSSA
20-EI2621,Evaluation à mi-parcours du PACCAF,Expert individuel (CPS),Projet d'Appui aux Corps de Contrôle et à la Réforme de l'Administration fiscale (PACCAF),Prestations intellectuelles et expertise individuelle,Guinée,Union Européenne,2020-10-19,4.0,30000.0,PWC
20-MR0501,COMMUNICATION AND VISIBILITY PLAN IMPLEMENTATION,Marché,Programa de Apoio ao Ensino Superior- Angola,Prestations intellectuelles et expertise individuelle,Angola,Union Européenne,2020-05-17,54.0,200000.0,SEVEN - DIRCOM COMUNICACAO INTEGRADA
21-EI1346,"Renforcement des capacités de l’Unité de Gestion et d’Appui au Développement Sanitaire – UGADS 
AT 21SANIN810",Expert individuel (CPS),Structuration fonctionnelles UGADS BURUNDI,Prestations intellectuelles et expertise individuelle,Burundi,MAE-Fr - Initiative 5%,2021-03-22,11.0,18250.0,TEAM TECHNICAL ASSISTANCE FOR MANAGEMENT (P-Y NORVAL)
