DateOfArrivalAtBIP,BorderInspectionPost,EntryBIPCountry,ConsigneeCountry,ImporterCountry,CountryofOrigin,CommodityGroup,CommodityCode,Species,Temperature,TranshipmentBIPCountry,TranshipmentBIP,TranshipmentTo3rdCountry,To3rdCountry,TransitExitBIP,ForReImport,ForInternalMarket,DateofDeclaration,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DocumentaryCheck,IdentityCheck,TotalGrossWeightKg,PhysicalCheck,LaboratoryTestsPerformed,LaboratoryTestsMotivation,LaboratoryTestConclusion,LaboratoryTestTranslation,AcceptableforInternal Market,Notacceptable,RefusalReasonCodeList,DateofDecision,YearofDecision,QuarterofDecision,MonthofDecision,DayofDecision,TotalNetWeightkg
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Not satisfactory,24220.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,23100.0
2020-12-16,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,19.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,5.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,24220.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-29,2020.0,4,12.0,29.0,23100.0
2020-10-28,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Turkey,Preparations of cereals, flour, starch or milk,1905.0,/,Ambient,-,/,-,-,/,No,Human Consumption,2020-12-08,2020.0,4,12.0,8.0,Not satisfactory,Not satisfactory,3120.0,Satisfactory,No,-,-,-,-,2. Destruction,1. Absence/Invalid Certificate,2020-12-11,2020.0,4,12.0,11.0,2592.0
2020-12-02,Stansted,United Kingdom,United Kingdom,United Kingdom,Australia,Milk,40410.0,Bos Taurus,Ambient,-,/,-,-,/,No,Human Consumption,2020-12-03,2020.0,4,12.0,3.0,Not satisfactory,Satisfactory,8.0,Not Done,No,-,-,-,-,2. Destruction,1. Absence/Invalid Certificate,2020-12-03,2020.0,4,12.0,3.0,7.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,South Africa,Fishery products,3047411.0,Merluccius Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,23957.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-16,2020.0,4,12.0,16.0,22000.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,South Africa,Fishery products,3047411.0,Merluccius Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-17,2020.0,4,12.0,17.0,Satisfactory,Satisfactory,25417.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-17,2020.0,4,12.0,17.0,21992.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,South Africa,Fishery products,3047411.0,Merluccius Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-17,2020.0,4,12.0,17.0,Satisfactory,Satisfactory,24049.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-17,2020.0,4,12.0,17.0,22000.0
2020-12-05,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Japan,Bovine meat and bovine meat products,20130.0,Bos Taurus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-21,2020.0,4,12.0,21.0,Satisfactory,Satisfactory,254.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-21,2020.0,4,12.0,21.0,232.0
2020-12-05,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Japan,Animal feed,1.502909E7,Bos Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-21,2020.0,4,12.0,21.0,Satisfactory,Satisfactory,84.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-21,2020.0,4,12.0,21.0,60.0
2020-12-02,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,China,Miscellaneous edible preparations,2.1069092E7,Pesca,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,Satisfactory,Satisfactory,18445.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-07,2020.0,4,12.0,7.0,16807.0
2020-12-05,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,China,Miscellaneous edible preparations,210690.0,/,Ambient,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,Satisfactory,Satisfactory,345.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,315.0
2020-12-29,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,China,Miscellaneous edible preparations,2.1069098E7,Pesca,Ambient,-,/,-,-,/,No,Human Consumption,2020-12-29,2020.0,4,12.0,29.0,-,-,801.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,29.0,715.0
2020-12-20,Heathrow,United Kingdom,United Kingdom,United Kingdom,New Zealand,Bovine meat and bovine meat products,2102090.0,Bovidae,Ambient,-,/,-,-,/,No,Human Consumption,2020-12-18,2020.0,4,12.0,18.0,-,-,5.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,18.0,2.0
2020-12-18,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Bangladesh,Fishery products,3061799.0,Macrobrachium Rosenbergii,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-12,2020.0,4,12.0,12.0,-,-,24000.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,12.0,10210.0
2020-12-18,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Bangladesh,Fishery products,3061799.0,Macrobrachium Rosenbergii,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-31,2020.0,4,12.0,31.0,Satisfactory,Satisfactory,24000.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-31,2020.0,4,12.0,31.0,10210.0
2020-12-02,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044990.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,702.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-02,2020.0,4,12.0,2.0,605.0
2020-12-04,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044990.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,978.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-04,2020.0,4,12.0,4.0,838.0
2020-12-04,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044500.0,Xiphias Gladius,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-04,2020.0,4,12.0,4.0,0.0
2020-12-05,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044990.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-05,2020.0,4,12.0,5.0,Satisfactory,Satisfactory,692.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-06,2020.0,4,12.0,6.0,578.0
2020-12-05,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044500.0,Xiphias Gladius,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-05,2020.0,4,12.0,5.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-06,2020.0,4,12.0,6.0,0.0
2020-12-06,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044990.0,Coryphaena Hippurus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-06,2020.0,4,12.0,6.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-06,2020.0,4,12.0,6.0,0.0
2020-12-06,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044990.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-06,2020.0,4,12.0,6.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-06,2020.0,4,12.0,6.0,0.0
2020-12-06,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Epinephelus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-06,2020.0,4,12.0,6.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-06,2020.0,4,12.0,6.0,0.0
2020-12-06,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Lethrinus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-06,2020.0,4,12.0,6.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-06,2020.0,4,12.0,6.0,0.0
2020-12-06,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Scarus Ghobban,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-06,2020.0,4,12.0,6.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-06,2020.0,4,12.0,6.0,0.0
2020-12-06,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Scomberomorus Commerson,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-06,2020.0,4,12.0,6.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-06,2020.0,4,12.0,6.0,0.0
2020-12-06,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044500.0,Xiphias Gladius,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-06,2020.0,4,12.0,6.0,Satisfactory,Satisfactory,1233.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-06,2020.0,4,12.0,6.0,1055.0
2020-12-06,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3063390.0,Portunus Pelagicus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-06,2020.0,4,12.0,6.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-06,2020.0,4,12.0,6.0,0.0
2020-12-07,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044990.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,-,-,648.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,7.0,574.0
2020-12-07,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044990.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-08,2020.0,4,12.0,8.0,Satisfactory,Satisfactory,6475.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-08,2020.0,4,12.0,8.0,5743.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044990.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-10,2020.0,4,12.0,10.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-10,2020.0,4,12.0,10.0,0.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3063390.0,Portunus Pelagicus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-10,2020.0,4,12.0,10.0,Satisfactory,Satisfactory,723.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-10,2020.0,4,12.0,10.0,636.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044990.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,0.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Lutjanus Malabaricus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,0.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Stolephorus Indicus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,0.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,30232.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,0.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3063390.0,Portunus Pelagicus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,2298.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,2005.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044990.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,0.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044500.0,Xiphias Gladius,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,690.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,591.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044990.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,0.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Lutjanus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,0.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Nemipterus Japonicus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,0.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,30232.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,1199.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,1039.0
2020-12-14,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044990.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-16,2020.0,4,12.0,16.0,0.0
2020-12-14,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Scomber Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,1101.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-16,2020.0,4,12.0,16.0,952.0
2020-12-14,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,30232.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-16,2020.0,4,12.0,16.0,0.0
2020-12-15,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044990.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-17,2020.0,4,12.0,17.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-17,2020.0,4,12.0,17.0,0.0
2020-12-15,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Lutjanus Malabaricus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-17,2020.0,4,12.0,17.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-17,2020.0,4,12.0,17.0,0.0
2020-12-15,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Parupeneus Indicus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-17,2020.0,4,12.0,17.0,Satisfactory,Satisfactory,1190.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-17,2020.0,4,12.0,17.0,1018.0
2020-12-15,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Scomberomorus Commerson,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-17,2020.0,4,12.0,17.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-17,2020.0,4,12.0,17.0,0.0
2020-12-15,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,30232.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-17,2020.0,4,12.0,17.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-17,2020.0,4,12.0,17.0,0.0
2020-12-16,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044990.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-22,2020.0,4,12.0,22.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-22,2020.0,4,12.0,22.0,0.0
2020-12-16,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Lutjanus Malabaricus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-22,2020.0,4,12.0,22.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-22,2020.0,4,12.0,22.0,0.0
2020-12-16,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3063390.0,Portunus Pelagicus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-22,2020.0,4,12.0,22.0,Satisfactory,Satisfactory,442.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-22,2020.0,4,12.0,22.0,442.0
2020-12-19,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3044990.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-29,2020.0,4,12.0,29.0,0.0
2020-12-19,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Lutjanus Malabaricus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-29,2020.0,4,12.0,29.0,0.0
2020-12-19,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,30232.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-29,2020.0,4,12.0,29.0,0.0
2020-12-19,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3063390.0,Portunus Pelagicus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,619.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-29,2020.0,4,12.0,29.0,529.0
2020-12-09,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Australia,Sheep meat,2044290.0,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,23539.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-16,2020.0,4,12.0,16.0,23154.0
2020-12-11,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Australia,Bovine meat and bovine meat products,20130.0,Bos Taurus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-11,2020.0,4,12.0,11.0,Satisfactory,Satisfactory,9776.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-13,2020.0,4,12.0,13.0,9350.0
2020-12-26,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Australia,Bovine meat and bovine meat products,20130.0,Bos Taurus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-31,2020.0,4,12.0,31.0,-,-,10273.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,31.0,9852.0
2020-11-04,London Gateway,United Kingdom,United Kingdom,United Kingdom,Brazil,Poultry meat and poultry meat products,2109939.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,25864.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,25005.0
2020-12-07,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,Netherlands,Netherlands,Brazil,Poultry meat and poultry meat products,2109939.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,27369.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-17,2020.0,4,12.0,17.0,26460.0
2020-12-15,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,Netherlands,Netherlands,Brazil,Poultry meat and poultry meat products,2109939.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-17,2020.0,4,12.0,17.0,Satisfactory,Satisfactory,27369.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-17,2020.0,4,12.0,17.0,26460.0
2020-12-05,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,Netherlands,Netherlands,Brazil,Poultry meat and poultry meat products,2109939.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-21,2020.0,4,12.0,21.0,Satisfactory,Satisfactory,27369.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-21,2020.0,4,12.0,21.0,26460.0
2020-12-18,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Brazil,Bovine meat and bovine meat products,20130.0,Bos Taurus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-31,2020.0,4,12.0,31.0,Satisfactory,Satisfactory,7661.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-31,2020.0,4,12.0,31.0,7028.0
2020-12-04,London Gateway,United Kingdom,United Kingdom,United Kingdom,Brazil,Bovine meat and bovine meat products,160250.0,Bos Spp,Ambient,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,21520.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,17405.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Brazil,Bovine meat and bovine meat products,160250.0,Bos Spp,Ambient,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,22910.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,18695.0
