Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Other Professional Services - Sector Events - UK,Trade Group - Creative Economy Tech & Construction,BELLMAN MEDIA LTD,117599,"3,560.00",,RH17 7RE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Other Professional Services - Sector Events - UK,Trade Group - Creative Economy Tech & Construction,BELLMAN MEDIA LTD,117600,"-3,560.00",,RH17 7RE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Hire of Agency Staff - Trade Marketing Events,Trade Group - Service Delivery,BROOK STREET (UK) LTD,117601,"1,474.03",,AL1 4ZX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Hire of Agency Staff - Trade Marketing Events,Trade Group - Service Delivery,BROOK STREET (UK) LTD,117602,"-1,474.03",,AL1 4ZX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Other Staff Costs - Other Programme Costs,Trade Group - Service Delivery,CAPITA BUSINESS SERVICES LTD,117603,250,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Other Staff Costs - Other Programme Costs,Trade Group - Service Delivery,CAPITA BUSINESS SERVICES LTD,117604,-250,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Other Media Costs - Business Opportunities,Trade Group - Service Delivery,ALLAN WEBB LTD,117605,0.2,,GL10 3RF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Other Media Costs - Business Opportunities,Trade Group - Service Delivery,ALLAN WEBB LTD,117606,-0.24,,GL10 3RF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Other Goods/Services - Market Visit Scheme,Trade Group - Service Delivery,EAST MIDLANDS BUSINESS LTD,117677,"7,280.00",,LE19 1RJ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Professional Subscriptions - Trade Marketing Research,Defence and Security Organisation - Business Development,JONES YARRELL LEADENHALL,117679,374.25,,E3 3JG,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Subsistence Overseas - Export Insight Visits,Trade Group - Service Delivery,GWE BUSINESS WEST LTD,117686,"3,261.71",,BS8 3RA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Hire of Conference Facilities - First Time Exporter Incubator Programme,Trade Group - Service Delivery,GWE BUSINESS WEST LTD,117687,"1,384.58",,BS8 3RA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,External Training - First Time Exporter Incubator Programme,Trade Group - Service Delivery,GWE BUSINESS WEST LTD,117687,"4,275.00",,BS8 3RA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Other Facilities Costs - Marketing Event,Trade Group - Service Delivery,GWE BUSINESS WEST LTD,117688,75.83,,BS8 3RA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Other Facilities Costs - Marketing Event,Trade Group - Service Delivery,GWE BUSINESS WEST LTD,117688,450,,BS8 3RA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Corporate Event Management and Marketing - Sector Events - Abroad,Trade Group - Creative Economy Tech & Construction,THE MUSEUM OF LONDON (TRADING) LTD,117700,239.51,,EC2Y 5HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,20/10/2015,Corporate Event Management and Marketing - Non-Specific Programme activity,Trade Group - Creative Economy Tech & Construction,National Museums Liverpool,117712,"2,075.30",,L3 8EW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Other Facilities Costs - Marketing Event,Trade Group - Service Delivery,GWE BUSINESS WEST LTD,117713,295,,BS8 3RA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Other Facilities Costs - Marketing Event,Trade Group - Service Delivery,GWE BUSINESS WEST LTD,117714,342.7,,BS8 3RA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Other Facilities Costs - Mid-Sized Business Events,Trade Group - Service Delivery,GWE BUSINESS WEST LTD,117715,792,,BS8 3RA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Other Facilities Costs - Marketing Event,Trade Group - Service Delivery,GWE BUSINESS WEST LTD,117716,"1,600.00",,BS8 3RA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Translation Services - Non-Specific Programme activity,Chief Operating Officer - Communications,FCO SERVICES,117718,"15,176.32",,MK19 7BH,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Other Professional Services - UKTI Programme Admin,Chief Operating Officer - IT and Finance,UK SHARED BUSINESS SERVICES LTD,117719,"32,750.00",,SN2 1FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Hire of Agency Staff - Non-Specific Programme activity (Admin),Chief Executive's Office - Chief Executive's Office,BROOK STREET (UK) LTD,117722,639.98,,AL1 4ZX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Other Professional Services - Non-Specific Programme activity,Investment Development - Strategic Investment & Accounts,BROOK STREET (UK) LTD,117728,500.08,,AL1 4ZX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,21/10/2015,Conference and Exhibition Services - Sector Events - Abroad,Defence and Security Organisation - Business Development,NATIONAL DEFENSE INDUSTRIAL ASSOCIATION (NDIA),117742,"28,265.76",,22201,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Current Grants To Private Sector - NPISH - Outsourced Delivery in Developed Markets,Trade Group - Partnerships & Business,OPEN TO EXPORT C.I.C.,117754,"37,459.64",,WC1E 6HB,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,20/10/2015,Static Line Rental - UKTI Programme Admin,Chief Operating Officer - IT and Finance,BRITISH TELECOMMUNICATIONS plc (BT),117764,20,,DH98 1BT,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,20/10/2015,Static Line Rental - UKTI Programme Admin,Chief Operating Officer - IT and Finance,BRITISH TELECOMMUNICATIONS plc (BT),117764,59.87,,DH98 1BT,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Other Goods/Services - Non-Specific Programme activity,Trade Group - Partnerships & Business,GRANT THORNTON UK LLP,117765,"11,088.51",,NN4 7YE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,20/10/2015,Other Professional Services - Non-Specific Programme activity (Admin),Chief Operating Officer - IT and Finance,UK SHARED BUSINESS SERVICES LTD,117767,"19,700.83",,SN2 1FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Other Professional Services - International Trade Team Contracting,Trade Group - Service Delivery,GWE BUSINESS WEST LTD,117770,"159,675.00",,BS8 3RA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Other Professional Services - International Trade Team Contracting,Trade Group - Service Delivery,GWE BUSINESS WEST LTD,117770,"159,675.00",,BS8 3RA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Outsourced Programme Management - International Trade Advisors,Trade Group - Service Delivery,GWE BUSINESS WEST LTD,117772,"5,708.33",,BS8 3RA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Outsourced Programme Management - E-commerce programme (AS 2014 E-Commerce),Trade Group - Service Delivery,GWE BUSINESS WEST LTD,117772,"5,833.33",,BS8 3RA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Outsourced Programme Management - Medium Sized Business International Trade Advisors,Trade Group - Service Delivery,GWE BUSINESS WEST LTD,117772,"22,583.33",,BS8 3RA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Outsourced Programme Management - International Trade Advisors,Trade Group - Service Delivery,GWE BUSINESS WEST LTD,117772,"78,591.67",,BS8 3RA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Outsourced Programme Management - First Time Exporters International Trade Advisors,Trade Group - Service Delivery,GWE BUSINESS WEST LTD,117772,"84,550.00",,BS8 3RA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Current Grants To Private Sector - NPISH - Overseas Business Network Development,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",GWE BUSINESS WEST LTD,117773,"5,833.33",,BS8 3RA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Partnerships & Business,CAPITA BUSINESS SERVICES LTD,117775,692.86,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,22/10/2015,Other Professional Services - First Time Exporter Credits,Trade Group - Service Delivery,ANTI COUNTERFEITING TECH CO,117784,"1,000.00",,B15 2SQ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,21/10/2015,Hire of Agency Staff - Webinars,Trade Group - Service Delivery,BROOK STREET (UK) LTD,117785,779.64,,AL1 4ZX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,22/10/2015,Other Professional Services - First Time Exporter Credits,Trade Group - Service Delivery,PROXAD LTD,117786,941.95,,HA1 1UD,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,22/10/2015,Other Professional Services - First Time Exporter Credits,Trade Group - Service Delivery,DIAMOND MICROWAVE DEVICES LTD,117791,"1,000.00",,LS16 6QY,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Partnerships & Business,BROOK STREET (UK) LTD,117795,"1,112.03",,AL1 4ZX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,20/10/2015,Subsistence UK - Non-Specific Programme activity,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",117861,41.3,,,EMPLOYEE,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Internal Training - Non-Specific Programme activity,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",PRIORITY MANAGEMENT LONDON,117879,"3,830.99",,W4 1TP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Stationery - Non-Specific Programme activity,Trade Group - Service Delivery,BANNER BUSINESS SERVICES LTD,117883,41.36,,NR3 1QU,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Corporate Event Management and Marketing - Marketing Event,Trade Group - Service Delivery,THE NORTH EAST AUTOMOTIVE ALLIANCE LTD,117884,"2,000.00",,SR5 3HD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Air Travel Overseas - Ministerial Visits,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",AIR PARTNER PLC,117885,"487,200.00",,RH6 0PA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,21/10/2015,Other Travel - Cyber Security,Defence and Security Organisation - Cyber Security Team,GULFVISA LTD,117897,525,,HA4 9LT,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Conference and Exhibition Services - Sector Events - Abroad,Defence and Security Organisation - Business Development,ADS GROUP LTD,117898,850,,GU14 6FD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Hotel & Accommodation UK - Attracting Global Entrepreneurs,"Investment Development - Managing Director & Operations, Investment Development",CALDER CONFERENCES LTD,117919,"1,090.87",,LS16 6RF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Hotel & Accommodation UK - Attracting Global Entrepreneurs,"Investment Development - Managing Director & Operations, Investment Development",CALDER CONFERENCES LTD,117919,"7,623.64",,LS16 6RF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Personnel-related Expenditure - UKTI Programme Admin,Chief Operating Officer - Communications,BANNER BUSINESS SERVICES LTD,117921,218.43,,S9 1XU,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,20/10/2015,Marketing - Design Services - DSO Support to Business,Defence and Security Organisation - Business Development,RED STONE DESIGN LTD,117932,"1,275.00",,EC1M 7AN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,20/10/2015,Clearing - Cost - Assets Under Construction - Internally Developed Software - Default,Chief Operating Officer - IT and Finance,NIGEL FRANK INTERNATIONAL LTD,117938,"3,480.00",,NE1 1JE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,20/10/2015,Clearing - Cost - Assets Under Construction - Internally Developed Software - Default,Chief Operating Officer - IT and Finance,NIGEL FRANK INTERNATIONAL LTD,117938,"11,040.00",,NE1 1JE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,20/10/2015,Current Grants To Private Sector - NPISH - Overseas Business Network Development,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",UK INDIA BUSINESS COUNCIL,117940,"102,558.03",,SW1P 4QP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,20/10/2015,Corporate Event Management and Marketing - Sector Events - UK,Trade Group - Partnerships & Business,GRANT THORNTON UK LLP,117941,"376,209.67",,NN4 7YE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,22/10/2015,Other Professional Services - First Time Exporter Credits,Trade Group - Service Delivery,TRACTORLAND LTD,117950,"1,000.00",,BA3 5XY,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,22/10/2015,Other Professional Services - First Time Exporter Credits,Trade Group - Service Delivery,COTTAGES OF NORTHUMBRIA LTD,117952,"1,000.00",,NE2 1DJ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,22/10/2015,Other Professional Services - First Time Exporter Credits,Trade Group - Service Delivery,NOSEBLEED INTERACTIVE LTD,117953,"1,000.00",,NE1 6BH,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,20/10/2015,Legal Services and Advice Agency - Export Communications Review,Trade Group - Service Delivery,GOVERNMENT LEGAL DEPARTMENT,117964,51.2,,WC2B 4TS,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,20/10/2015,Legal Services and Advice Agency - Export Market Research Scheme,Trade Group - Service Delivery,GOVERNMENT LEGAL DEPARTMENT,117964,544,,WC2B 4TS,VENDOR,,,Programme
