Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,133059.0,38.40 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Taxi Services Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,133059.0,45.78 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,133059.0,47.91 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,133059.0,90.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,133059.0,112.06 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Hotel & Accommodation Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,133059.0,657.52 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,133060.0,3.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Other Travel - Default,Trade Group - English Regions,Personal Expense, Name Witheld,133060.0,12.60 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Other Travel - Default,Trade Group - English Regions,Personal Expense, Name Witheld,133060.0,36.10 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Mileage Allowance UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,133060.0,107.10 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence UK - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,133061.0,3.55 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence UK - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,133061.0,5.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Other Travel - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,133061.0,7.20 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Taxi Services UK - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,133061.0,29.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence UK - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133062.0,3.79 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence UK - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133062.0,5.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Other Travel - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133062.0,8.90 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Other Travel - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133062.0,10.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence UK - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133062.0,15.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Taxi Services UK - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133062.0,23.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Taxi Services UK - Default,Trade Group - Events Group,Personal Expense, Name Witheld,133063.0,22.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Other Travel - Default,Trade Group - Events Group,Personal Expense, Name Witheld,133063.0,67.70 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Taxi Services Overseas - Default,Defence and Security Organisation - Business Development,Personal Expense, Name Witheld,133065.0,61.31 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence UK - Default,Trade Group - Events Group,Personal Expense, Name Witheld,133066.0,3.60 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Other Travel - Default,Trade Group - Events Group,Personal Expense, Name Witheld,133066.0,9.80 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence UK - Default,Trade Group - Events Group,Personal Expense, Name Witheld,133066.0,12.45 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Taxi Services UK - Default,Trade Group - Events Group,Personal Expense, Name Witheld,133066.0,22.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,133067.0,5.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,133067.0,9.44 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,133067.0,30.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Other Travel - Default,Trade Group - English Regions,Personal Expense, Name Witheld,133067.0,73.50 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Mileage Allowance UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,133067.0,446.40 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,133068.0,5.14 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,133068.0,7.10 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,133068.0,14.03 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,133068.0,34.63 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Taxi Services Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,133068.0,36.60 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,133068.0,80.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Travel & Subsistance Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,133068.0,202.50 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Hotel & Accommodation Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,133068.0,841.54 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence UK - Default,Trade Group - Energy & Transport,Personal Expense, Name Witheld,133069.0,10.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Hotel & Accommodation UK - Default,Trade Group - Energy & Transport,Personal Expense, Name Witheld,133069.0,270.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence UK - Default,Chief Operating Officer - Marketing,Personal Expense, Name Witheld,133070.0,14.54 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Other Travel - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133071.0,1.50 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Other Travel - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133071.0,35.80 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,NORTH OF ENGLAND CIVIC TRUST,133078.0,1,000.00 ,?,NE1 3DF,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Stationery - Other Programme Costs,Defence and Security Organisation - Business Development,BANNER BUSINESS SERVICES LTD,133092.0,33.43 ,?,S9 1XU,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Marketing and Media - Marketing Event,Investment Development - Strategic Investment & Accounts,MARKETING BIRMINGHAM LTD,133100.0,13,175.00 ,?,B1 2ND,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,External Training - Non-Specific Programme activity (Admin),Chief Operating Officer - Strategy & Human Resources,CAPITA BUSINESS SERVICES LTD,133109.0,137.00 ,?,DL1 9HN,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,External Training - Non-Specific Programme activity (Admin),Chief Operating Officer - Strategy & Human Resources,CAPITA BUSINESS SERVICES LTD,133109.0,137.00 ,?,DL1 9HN,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Other ICT Costs - UKTI Programme Admin,Chief Operating Officer - IT and Finance,DAISY COMMUNICATIONS LTD,133124.0,49.92 ,?,BB9 5SR,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Corporate Event Management and Marketing - Global Inward Investment Accounts,Investment Development - Strategic Investment & Accounts,THE SOCIETY OF MOTOR MANUFACTURERS AND TRADERS LTD(SMMT),133125.0,5,000.00 ,?,SW1P 2BN,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,External Training - Non-Specific Programme activity,Investment Development - Managing Director & Operations, Investment Development,PARTNERSHIP MEDIA GROUP LTD T/A GOVNET COMMUNICATIONS,133137.0,495.00 ,?,M1 6PP,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Stationery - Non-Specific Programme activity,Trade Group - Healthcare UK,BANNER BUSINESS SERVICES LTD,133149.0,38.31 ,?,S9 1XU,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Entrepreneurship, Campaigns and Rapid Innovation,Sacks Consulting Ltd,133152.0,526.98 ,?,NR15 1LT,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,Goblins Hold Consulting Ltd,133155.0,4,000.00 ,?,SN8 4NQ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,Jonathan & Margaret Trehene T/A Cambridge Drug Discovery,133157.0,4,900.00 ,?,CB22 5LJ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,Wardropers Ltd,133159.0,2,500.00 ,?,CM12 0TS,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,Goblins Hold Consulting Ltd,133163.0,503.66 ,?,SN8 4NQ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,AC28 Ltd,133164.0,36.00 ,?,SW19 3NW,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,AC28 Ltd,133164.0,5,580.00 ,?,SW19 3NW,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Entrepreneurship, Campaigns and Rapid Innovation,Crivallian Ltd,133166.0,4,243.75 ,?,S65 1ED,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Entrepreneurship, Campaigns and Rapid Innovation,Sacks Consulting Ltd,133167.0,2,700.00 ,?,NR15 1LT,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Other Goods/Services - Medium Sized Business International Trade Advisors,Trade Group - English Regions,NORTH EAST WORLDWIDE LTD,133168.0,14,662.50 ,?,DH1 5TS,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Other Goods/Services - E-commerce programme (AS 2014 E-Commerce),Trade Group - English Regions,NORTH EAST WORLDWIDE LTD,133170.0,5,100.00 ,?,DH1 5TS,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Other Goods/Services - International Trade Advisors,Trade Group - English Regions,NORTH EAST WORLDWIDE LTD,133171.0,4,852.03 ,?,DH1 5TS,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Other Goods/Services - International Trade Advisors,Trade Group - English Regions,NORTH EAST WORLDWIDE LTD,133172.0,63,509.17 ,?,DH1 5TS,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Other Goods/Services - First Time Exporters International Trade Advisors,Trade Group - English Regions,NORTH EAST WORLDWIDE LTD,133173.0,25,457.50 ,?,DH1 5TS,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,Berryman Food Science Ltd,133174.0,2,500.00 ,?,SO24 0PW,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,Berryman Food Science Ltd,133175.0,423.80 ,?,SO24 0PW,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,Spyder Redspy Ltd,133179.0,3,300.00 ,?,SL1 5PR,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,Spyder Redspy Ltd,133179.0,3,374.62 ,?,SL1 5PR,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Other Professional Services - Non-Specific Programme activity (Admin),Chief Operating Officer - IT and Finance,UK SHARED BUSINESS SERVICES LTD,133180.0,1,671.00 ,?,SN2 1FF,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Other Professional Services - Non-Specific Programme activity (Admin),Chief Operating Officer - IT and Finance,UK SHARED BUSINESS SERVICES LTD,133180.0,3,342.00 ,?,SN2 1FF,VENDOR,?,?,Programme
