Candidate Site?,Site ID,Project ID,Site Name,Project Name,Region,Country,Location,Criterion 1: Stage of Development,Sub-stage of Development within stage 2,Commercial Activity?,Project on Developed Site?,In Operation?,Operation Date,Any Drilling?,Any deep well drilling?,Drilling - Comments,Past Attempts at Development,Key Market Participants,Criterion 2: Probability of Good Resource for Power Generation,Quality of Publicly Available Data,Resource Temperature,Enthalpy,Estimated Potential Capacity Minimum,Estimated Potential Capacity Range,Estimated Installed Capacity,Resource Chemical Composition,Criterion 3: Environmental and Social Constraints,Description of  Environmental/Social Constraint_ where applicable,Criterion 4: Likelihood of Commercial Viability,In Country where a Geothermal Facility has Operated?,Remoteness of Site,Competing Generation,Infrastructure Needed,Time Needed to Reach Exploration,Finance Needed to Reach Exploration,Time Needed to Reach Test Drilling,Finance Needed to Reach Test Drilling,Criterion 5: Maturity of Enabling Environment,Legal_ Regulatory_ and Institutional Framework,Concession Information,Notes,Main Information Sources,Web Sources
No,LAC245,LAC245-1,Chivay ,Chivay ,South America,Peru,"In southern Perú; within the Barroso volcanic arc near the extinct Ampato and Hualca-Hualca and the active Sabancaya volcanoes; in the 60 km long Colca River Valley, the second deepest valley in the world know for its agriculture and tourism; 2800 masl ( Arequipa Lot, Arequipa Department). ",1,,No,No,No,,No,No,,1979-1980 - Survey conducted by INGEMMET,Mustang Geothermal,Medium,Low,170 - 190,Unknown,2,2 -4,0.0,Si/O2 geothermometer temperatures of 170-190  ̊ C   ,Low,,Medium,No,High,"Diesel, hydro, natural gas",This zone is not yet connected to the national grid of the Southern Interconnected System of Perú but plans are underway to do so in the near future. The Tintaya-Charcani transmission line is 20 km away.,,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.",,"Colca-Chivay is an isolated area with good tourist potential due to its thermal hot springs in a remote, mountain setting. The project concept is to install 2-4 MW for the local population (10 surrounding towns) as well as to serve the tourist resort. The existence of small active domes indicate the presence of magmatic chambers at shallow depths. It is estimated that volcanic activity (lava) ended 100,000 years ago. This zone is not yet connected to the national grid of the Southern Interconnected System of Peru but plans are underway to do so in the near future. The Tintaya-Charcani transmission line is 20 km away. There are no exploration studies of the geothermal resources along the Valle del Rio Colca, but there is evidence of the great potential of the area. Volcanic activity is recent and of a different kind with domes, igneous rocks, and outflows, and at the end of the 1980s, the Sabancaya Volcano became active again with the emission of ashes and causing a lava flow in 1993 which reached Rio Colca. In addition, there are recent fractures of the neotectonic type which indicate that not only Sabancaya but the whole valley is active. A test of this is the gushing forth of a new geyser along the Shihuihayco. This is evidence and the presence of thermal baths in La Calera and along the Rio Colca point in the Chivay zone as the highest priority in the country. ","2, 3, 5",http://thinkgeoenergy.com/archives/2389;  http://thinkgeoenergy.com/archives/7416
No,LAC245,LAC245-2,Chivay ,Chivay-Pinchollo,South America,Peru,,1,,No,No,No,,No,No,,,"Southern Copper, Antamina, Mustang Geothermal, Eco Energy, Magma Energia Geotermica, Hot Rock",Unknown,Low,Unknown,Unknown,298.89999999999998,298.89999999999998,0.0,,Low,,Low,No,,"Hydro, natural gas",,,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.",,"IFC (2012) estimates that a 150MW plant could be achieved with 6 25MW units, 22 production wells and 13 reinjection wells. ",26,
Yes,LAC291,LAC291-1,Tutupaca,Tutupaca,South America,Peru,"In southern Perú; in the provinces of Canderave and Sanchez Cerro, near the headquarter of the mining centers of Toquepala, Cuajone, and Quellaveco (Moquegua Department). ",2,2a,Yes,,No,,No,No,,"1979-1980 - Survey conducted by INGEMMET
1987-1994 - Prefeasibility studies ",Global Energy Peru LTDA,High,Medium,200,High,150,150,0.0,,Low,,Medium,No,Medium,"Hydro, natural gas",,,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.",Alterra Power Corp. (previously Magma Energy Co.),"The existence of volcanic explosions and domes of recent age and the abundance of hot springs and fumaroles of high temperature indicate the presence of a high enthalpy resource. IFC (2012) predicts that a 105MW plant could be installed at this site with 3 35MW units, 15 production wells, and 9 reinjection wells. ","2, 3, 5, 26","http://www.plutonic.ca/Theme/Magma/files/AXY%20MDA%20December%2031,%202011.pdf"
No,LAC229,LAC229-0,Ancocollo,,South America,Peru,,1,,Yes,,No,,No,No,,,"Magma Energia Geotermica, Geo Global Energy Peru and Hot Rock Peru.",Unknown,Low,Unknown,Unknown,90,90,0.0,,Low,,Low,No,,"Hydro, natural gas",,,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.",,"IFC (2012) estimates that installed capacity could be 30MW, generated with one 30MW unit, and that this would require 12 production wells and 5 reinjection wells",26,
No,LAC233,LAC233-0,Cachicadan,,South America,Peru,"Northern Peru, inland from Trujillo.",1,,No,,No,,No,No,,,,Unknown,Low,Unknown,Unknown,40,40,0.0,,Low,,Low,No,,"Hydro, natural gas",,,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.",,,26,
No,LAC234,LAC234-0,Cailloma,,South America,Peru,In the mountains north of Arequipa. ,1,,Yes,,No,,No,No,,,"Hot Rock, Andean Geothermal Energy",Unknown,Low,Unknown,Unknown,35.1,Unknown,0.0,,Low,,Low,No,,"Hydro, natural gas",,,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.",,"IFC (2012) estimates that installed capacity could be 5MW, with one unit, five production wells and 2 reinjection wells.",26,
No,LAC235,LAC235-0,Cajamarca,,South America,Peru,"Northwest Peru, not far from Trujillo.",1,,No,,No,,No,No,,,,Unknown,Low,Unknown,Unknown,29,Unknown,0.0,,Low,,Low,No,,"Hydro, natural gas",,,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.",,,26,
No,LAC236,LAC236-0,Calachaca ,,South America,Peru,Tacna Department,1,,No,,No,,No,No,,,,Unknown,Low,Unknown,Unknown,Unknown,Unknown,0.0,,High,"In 1998 USGIC field survey group traveled to site in September; took measurements and obtained data; concluded that Calachaca appears to be a locus of the boron and arsenic which PET observes is polluting the Maure River (Huttrer, 1998).",Low,No,,"Hydro, natural gas",,,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.",,,"2, 3, 5",
No,LAC240,LAC240-0,Callejon de Huaylas ,,South America,Peru,,1,,No,,No,,No,No,,,,Unknown,Low,Unknown,Unknown,Unknown,Unknown,0.0,,Low,,Low,No,,"Hydro, natural gas",,,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.",,,"2, 3, 5",
No,LAC241,LAC241-0,Ccollo/Titire,,South America,Peru,,1,,Yes,,No,,No,No,,,Geoglobal Energy Peru LTDA,Unknown,Low,Unknown,Unknown,66.7,Unknown,0.0,,Low,,Low,No,,"Hydro, natural gas",,,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.",,"The IFC (2012) estimates that a 35MW plant could be installed with one unit, ten production wells and 5 reinjection wells.",26,
No,LAC242,LAC242-0,Cconoc,,South America,Peru,,1,,No,,No,,No,No,,,,Unknown,Low,Unknown,Unknown,9,Unknown,0.0,,Low,,Low,No,,"Hydro, natural gas",,,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.",,,26,
No,LAC243,LAC243-0,Chancos,,South America,Peru,,1,,Yes,,No,,No,No,,,Magma Energia Geotermica  ,Unknown,Low,Unknown,Unknown,36.299999999999997,Unknown,0.0,,Low,,Low,No,,"Hydro, natural gas",,,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.",Alaterra (previously Magma) has applied for this concession.,"The IFC (2012) estimates that a 5MW plant could be installed with one unit, five production wells and two reinjection wells.",26,
No,LAC244,LAC244-1,Chaquelles,Condoroma,South America,Peru,,1,,Yes,,No,,No,No,100 shallow temperature gradient drill holes planned (announced December 2011,,Mustang Geothermal,Unknown,Low,Unknown,Unknown,26,Unknown,0.0,,Low,,Low,No,,"Hydro, natural gas",,,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.",Mustang Geothermal,"Mustang Geothermal Corp.  announced that it plans to start a new exploration program consisting of 200 shallow temperature gradient drill holes on the Company's geothermal concessions in Peru . The shallow gradient drill program is a follow-up to the water chemistry sampling program that yielded promising results; indicating potentially viable geothermal reservoirs. 100 of the drill holes will be at the Condorama site. The shallow gradient drill program provides for up to 200, 2-meter-deep drill holes which will be drilled using a motorized, man-portable soil-auger.","26, 45",
No,LAC246,LAC246-0,Choquecancha,,South America,Peru,,1,,No,,No,,No,No,,,,Unknown,Low,Unknown,Unknown,43,Unknown,0.0,,Low,,Low,No,,"Hydro, natural gas",,,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.",,,26,
