Country ISO3,Country Name,Indicator,Subindicator Type,2010
MUS,Mauritius,Criminal sanctions,1 Yes 0 No,0.0
MUS,Mauritius,Deadlines for release of information score,5 Highest 0 Lowest,0.0
MUS,Mauritius,Draft legal instruments,1 Yes 0 No,0.0
MUS,Mauritius,Electronic requests,1 Yes 0 No,0.0
MUS,Mauritius,Enacted legal instruments,1 Yes 0 No,1.0
MUS,Mauritius,Enforcement mechanism score,5 Highest 0 Lowest,0.0
MUS,Mauritius,Exemptions to coverage,1 Yes 0 No,0.0
MUS,Mauritius,Exemptions to disclosure requirements score,5 Highest 0 Lowest,0.0
MUS,Mauritius,Existence of legal right to access,1 Yes 0 No,0.0
MUS,Mauritius,Fines,1 Yes 0 No,0.0
MUS,Mauritius,FOIA contact points,1 Yes 0 No,0.0
MUS,Mauritius,FOIA enforcement body,1 Yes 0 No,0.0
MUS,Mauritius,Harm test,1 Yes 0 No,0.0
MUS,Mauritius,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
MUS,Mauritius,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
MUS,Mauritius,Judicial appeals mechanism,1 Yes 0 No,0.0
MUS,Mauritius,Legal Framework unweighted average,1 Yes 0 No,0.0
MUS,Mauritius,Legislation governing access to information,1 Yes 0 No,0.0
MUS,Mauritius,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
MUS,Mauritius,Nominal fees mandated,1 Yes 0 No,0.0
MUS,Mauritius,Oral requests,1 Yes 0 No,0.0
MUS,Mauritius,Procedures for accessing information score,5 Highest 0 Lowest,0.0
MUS,Mauritius,Public Interest test ,1 Yes 0 No,0.0
MUS,Mauritius,Right to Appeal,1 Yes 0 No,0.0
MUS,Mauritius,Right to extend response time,1 Yes 0 No,0.0
MUS,Mauritius,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
MUS,Mauritius,Written guidelines for request of info,1 Yes 0 No,0.0
MUS,Mauritius,Written requests,1 Yes 0 No,0.0
MWI,Malawi,Administrative sanctions,1 Yes 0 No,0.0
MWI,Malawi,Annual budgets,1 Yes 0 No,0.0
MWI,Malawi,Annual chart of accounts,1 Yes 0 No,0.0
MWI,Malawi,Annual reports,1 Yes 0 No,0.0
MWI,Malawi,Appeals mechanism score,5 Highest 0 Lowest,3.333333333
MWI,Malawi,Appeals within public entities,1 Yes 0 No,0.0
MWI,Malawi,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
MWI,Malawi,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
MWI,Malawi,Constitutional requirement,1 Yes 0 No,1.0
MWI,Malawi,Coverage of information score,5 Highest 0 Lowest,0.0
MWI,Malawi,Criminal sanctions,1 Yes 0 No,0.0
MWI,Malawi,Deadlines for release of information score,5 Highest 0 Lowest,0.0
MWI,Malawi,Draft legal instruments,1 Yes 0 No,0.0
MWI,Malawi,Electronic requests,1 Yes 0 No,0.0
MWI,Malawi,Enacted legal instruments,1 Yes 0 No,0.0
MWI,Malawi,Enforcement mechanism score,5 Highest 0 Lowest,0.0
MWI,Malawi,Exemptions to coverage,1 Yes 0 No,0.0
MWI,Malawi,Exemptions to disclosure requirements score,5 Highest 0 Lowest,0.0
MWI,Malawi,Existence of legal right to access,1 Yes 0 No,1.0
MWI,Malawi,Fines,1 Yes 0 No,0.0
MWI,Malawi,FOIA contact points,1 Yes 0 No,0.0
MWI,Malawi,FOIA enforcement body,1 Yes 0 No,0.0
MWI,Malawi,Harm test,1 Yes 0 No,0.0
MWI,Malawi,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
MWI,Malawi,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
MWI,Malawi,Judicial appeals mechanism,1 Yes 0 No,1.0
MWI,Malawi,Legal Framework unweighted average,1 Yes 0 No,0.75
MWI,Malawi,Legislation governing access to information,1 Yes 0 No,0.0
MWI,Malawi,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
MWI,Malawi,Nominal fees mandated,1 Yes 0 No,0.0
MWI,Malawi,Oral requests,1 Yes 0 No,0.0
MWI,Malawi,Procedures for accessing information score,5 Highest 0 Lowest,0.0
MWI,Malawi,Public Interest test ,1 Yes 0 No,0.0
MWI,Malawi,Right to Appeal,1 Yes 0 No,1.0
MWI,Malawi,Right to extend response time,1 Yes 0 No,0.0
MWI,Malawi,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
MWI,Malawi,Written guidelines for request of info,1 Yes 0 No,0.0
MWI,Malawi,Written requests,1 Yes 0 No,0.0
NAM,Namibia,Administrative sanctions,1 Yes 0 No,0.0
NAM,Namibia,Annual budgets,1 Yes 0 No,0.0
NAM,Namibia,Annual chart of accounts,1 Yes 0 No,0.0
NAM,Namibia,Annual reports,1 Yes 0 No,0.0
NAM,Namibia,Appeals mechanism score,5 Highest 0 Lowest,1.666666667
NAM,Namibia,Appeals within public entities,1 Yes 0 No,0.0
NAM,Namibia,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
NAM,Namibia,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
NAM,Namibia,Constitutional requirement,1 Yes 0 No,0.0
NAM,Namibia,Coverage of information score,5 Highest 0 Lowest,0.0
NAM,Namibia,Criminal sanctions,1 Yes 0 No,0.0
NAM,Namibia,Deadlines for release of information score,5 Highest 0 Lowest,0.0
NAM,Namibia,Draft legal instruments,1 Yes 0 No,0.0
NAM,Namibia,Electronic requests,1 Yes 0 No,0.0
NAM,Namibia,Enacted legal instruments,1 Yes 0 No,0.0
NAM,Namibia,Enforcement mechanism score,5 Highest 0 Lowest,0.0
NAM,Namibia,Exemptions to coverage,1 Yes 0 No,1.0
NAM,Namibia,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
NAM,Namibia,Existence of legal right to access,1 Yes 0 No,0.0
NAM,Namibia,Fines,1 Yes 0 No,0.0
NAM,Namibia,FOIA contact points,1 Yes 0 No,0.0
NAM,Namibia,FOIA enforcement body,1 Yes 0 No,0.0
NAM,Namibia,Harm test,1 Yes 0 No,0.0
NAM,Namibia,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
NAM,Namibia,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
NAM,Namibia,Judicial appeals mechanism,1 Yes 0 No,1.0
NAM,Namibia,Legal Framework unweighted average,1 Yes 0 No,0.25
NAM,Namibia,Legislation governing access to information,1 Yes 0 No,0.0
NAM,Namibia,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
NAM,Namibia,Nominal fees mandated,1 Yes 0 No,0.0
NAM,Namibia,Oral requests,1 Yes 0 No,0.0
NAM,Namibia,Procedures for accessing information score,5 Highest 0 Lowest,0.0
NAM,Namibia,Public Interest test ,1 Yes 0 No,0.0
NAM,Namibia,Right to Appeal,1 Yes 0 No,1.0
NAM,Namibia,Right to extend response time,1 Yes 0 No,0.0
NAM,Namibia,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
NAM,Namibia,Written guidelines for request of info,1 Yes 0 No,0.0
NAM,Namibia,Written requests,1 Yes 0 No,0.0
NER,Niger,Administrative sanctions,1 Yes 0 No,0.0
NER,Niger,Annual budgets,1 Yes 0 No,0.0
NER,Niger,Annual chart of accounts,1 Yes 0 No,0.0
NER,Niger,Annual reports,1 Yes 0 No,0.0
NER,Niger,Appeals mechanism score,5 Highest 0 Lowest,0.0
NER,Niger,Appeals within public entities,1 Yes 0 No,0.0
NER,Niger,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
NER,Niger,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
NER,Niger,Constitutional requirement,1 Yes 0 No,0.0
NER,Niger,Coverage of information score,5 Highest 0 Lowest,0.0
NER,Niger,Criminal sanctions,1 Yes 0 No,0.0
NER,Niger,Deadlines for release of information score,5 Highest 0 Lowest,0.0
NER,Niger,Draft legal instruments,1 Yes 0 No,0.0
NER,Niger,Electronic requests,1 Yes 0 No,0.0
NER,Niger,Enacted legal instruments,1 Yes 0 No,0.0
NER,Niger,Enforcement mechanism score,5 Highest 0 Lowest,0.0
NER,Niger,Exemptions to coverage,1 Yes 0 No,0.0
NER,Niger,Exemptions to disclosure requirements score,5 Highest 0 Lowest,0.0
NER,Niger,Existence of legal right to access,1 Yes 0 No,0.0
NER,Niger,FOIA contact points,1 Yes 0 No,0.0
NER,Niger,FOIA enforcement body,1 Yes 0 No,0.0
NER,Niger,Harm test,1 Yes 0 No,0.0
NER,Niger,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
NER,Niger,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
NER,Niger,Judicial appeals mechanism,1 Yes 0 No,0.0
NER,Niger,Legal Framework unweighted average,1 Yes 0 No,0.0
NER,Niger,Legislation governing access to information,1 Yes 0 No,0.0
NER,Niger,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
NER,Niger,Nominal fees mandated,1 Yes 0 No,0.0
NER,Niger,Oral requests,1 Yes 0 No,0.0
NER,Niger,Procedures for accessing information score,5 Highest 0 Lowest,0.0
NER,Niger,Public Interest test ,1 Yes 0 No,0.0
NER,Niger,Right to Appeal,1 Yes 0 No,0.0
NER,Niger,Right to extend response time,1 Yes 0 No,0.0
NER,Niger,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
NER,Niger,Written guidelines for request of info,1 Yes 0 No,0.0
NER,Niger,Written requests,1 Yes 0 No,0.0
NGA,Nigeria,Administrative sanctions,1 Yes 0 No,0.0
NGA,Nigeria,Annual budgets,1 Yes 0 No,0.0
NGA,Nigeria,Annual chart of accounts,1 Yes 0 No,1.0
NGA,Nigeria,Annual reports,1 Yes 0 No,1.0
NGA,Nigeria,Appeals mechanism score,5 Highest 0 Lowest,1.666666667
NGA,Nigeria,Appeals within public entities,1 Yes 0 No,0.0
NGA,Nigeria,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
NGA,Nigeria,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
NGA,Nigeria,Constitutional requirement,1 Yes 0 No,1.0
NGA,Nigeria,Coverage of information score,5 Highest 0 Lowest,2.0
NGA,Nigeria,Criminal sanctions,1 Yes 0 No,0.0
NGA,Nigeria,Deadlines for release of information score,5 Highest 0 Lowest,0.0
NGA,Nigeria,Draft legal instruments,1 Yes 0 No,0.0
NGA,Nigeria,Electronic requests,1 Yes 0 No,0.0
NGA,Nigeria,Enacted legal instruments,1 Yes 0 No,0.0
NGA,Nigeria,Enforcement mechanism score,5 Highest 0 Lowest,0.0
NGA,Nigeria,Exemptions to coverage,1 Yes 0 No,1.0
NGA,Nigeria,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
NGA,Nigeria,Existence of legal right to access,1 Yes 0 No,1.0
NGA,Nigeria,Fines,1 Yes 0 No,0.0
NGA,Nigeria,FOIA contact points,1 Yes 0 No,0.0
NGA,Nigeria,FOIA enforcement body,1 Yes 0 No,0.0
NGA,Nigeria,Harm test,1 Yes 0 No,0.0
NGA,Nigeria,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
NGA,Nigeria,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
NGA,Nigeria,Judicial appeals mechanism,1 Yes 0 No,1.0
NGA,Nigeria,Legal Framework unweighted average,1 Yes 0 No,0.5
NGA,Nigeria,Legislation governing access to information,1 Yes 0 No,0.0
NGA,Nigeria,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
NGA,Nigeria,Nominal fees mandated,1 Yes 0 No,0.0
NGA,Nigeria,Oral requests,1 Yes 0 No,0.0
NGA,Nigeria,Procedures for accessing information score,5 Highest 0 Lowest,0.0
NGA,Nigeria,Public Interest test ,1 Yes 0 No,0.0
NGA,Nigeria,Right to Appeal,1 Yes 0 No,0.0
NGA,Nigeria,Right to extend response time,1 Yes 0 No,0.0
NGA,Nigeria,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
NGA,Nigeria,Written guidelines for request of info,1 Yes 0 No,0.0
NGA,Nigeria,Written requests,1 Yes 0 No,0.0
NPL,Nepal,Administrative sanctions,1 Yes 0 No,1.0
NPL,Nepal,Annual budgets,1 Yes 0 No,0.0
NPL,Nepal,Annual chart of accounts,1 Yes 0 No,1.0
NPL,Nepal,Annual reports,1 Yes 0 No,1.0
NPL,Nepal,Appeals mechanism score,5 Highest 0 Lowest,1.666666667
NPL,Nepal,Appeals within public entities,1 Yes 0 No,1.0
NPL,Nepal,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,1.0
NPL,Nepal,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,2.0
NPL,Nepal,Constitutional requirement,1 Yes 0 No,1.0
NPL,Nepal,Coverage of information score,5 Highest 0 Lowest,3.0
NPL,Nepal,Criminal sanctions,1 Yes 0 No,0.0
NPL,Nepal,Deadlines for release of information score,5 Highest 0 Lowest,3.75
NPL,Nepal,Draft legal instruments,1 Yes 0 No,0.0
NPL,Nepal,Electronic requests,1 Yes 0 No,0.0
NPL,Nepal,Enacted legal instruments,1 Yes 0 No,1.0
NPL,Nepal,Enforcement mechanism score,5 Highest 0 Lowest,5.0
NPL,Nepal,Exemptions to coverage,1 Yes 0 No,1.0
NPL,Nepal,Exemptions to disclosure requirements score,5 Highest 0 Lowest,4.166666667
NPL,Nepal,Existence of legal right to access,1 Yes 0 No,1.0
NPL,Nepal,Fines,1 Yes 0 No,1.0
NPL,Nepal,FOIA contact points,1 Yes 0 No,1.0
NPL,Nepal,FOIA enforcement body,1 Yes 0 No,1.0
NPL,Nepal,Harm test,1 Yes 0 No,1.0
NPL,Nepal,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
NPL,Nepal,Initial response deadline of no more than 15 days,1 Yes 0 No,1.0
NPL,Nepal,Judicial appeals mechanism,1 Yes 0 No,0.0
NPL,Nepal,Legal Framework unweighted average,1 Yes 0 No,1.0
NPL,Nepal,Legislation governing access to information,1 Yes 0 No,1.0
NPL,Nepal,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
NPL,Nepal,Nominal fees mandated,1 Yes 0 No,1.0
NPL,Nepal,Oral requests,1 Yes 0 No,0.0
NPL,Nepal,Procedures for accessing information score,5 Highest 0 Lowest,0.0
NPL,Nepal,Public Interest test ,1 Yes 0 No,1.0
NPL,Nepal,Right to Appeal,1 Yes 0 No,1.0
NPL,Nepal,Right to extend response time,1 Yes 0 No,0.0
NPL,Nepal,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.666666667
NPL,Nepal,Written guidelines for request of info,1 Yes 0 No,0.0
NPL,Nepal,Written requests,1 Yes 0 No,0.0
PAK,Pakistan,Administrative sanctions,1 Yes 0 No,0.0
PAK,Pakistan,Annual budgets,1 Yes 0 No,1.0
PAK,Pakistan,Annual chart of accounts,1 Yes 0 No,0.0
PAK,Pakistan,Annual reports,1 Yes 0 No,0.0
PAK,Pakistan,Appeals mechanism score,5 Highest 0 Lowest,3.333333333
PAK,Pakistan,Appeals within public entities,1 Yes 0 No,1.0
PAK,Pakistan,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,2.0
PAK,Pakistan,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,2.0
PAK,Pakistan,Constitutional requirement,1 Yes 0 No,1.0
PAK,Pakistan,Coverage of information score,5 Highest 0 Lowest,2.0
PAK,Pakistan,Criminal sanctions,1 Yes 0 No,1.0
PAK,Pakistan,Deadlines for release of information score,5 Highest 0 Lowest,2.5
PAK,Pakistan,Draft legal instruments,1 Yes 0 No,0.0
PAK,Pakistan,Electronic requests,1 Yes 0 No,1.0
PAK,Pakistan,Enacted legal instruments,1 Yes 0 No,1.0
PAK,Pakistan,Enforcement mechanism score,5 Highest 0 Lowest,2.5
PAK,Pakistan,Exemptions to coverage,1 Yes 0 No,1.0
PAK,Pakistan,Exemptions to disclosure requirements score,5 Highest 0 Lowest,3.333333333
PAK,Pakistan,Existence of legal right to access,1 Yes 0 No,1.0
PAK,Pakistan,Fines,1 Yes 0 No,1.0
PAK,Pakistan,FOIA contact points,1 Yes 0 No,1.0
PAK,Pakistan,FOIA enforcement body,1 Yes 0 No,0.0
PAK,Pakistan,Harm test,1 Yes 0 No,1.0
PAK,Pakistan,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
PAK,Pakistan,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
PAK,Pakistan,Judicial appeals mechanism,1 Yes 0 No,0.0
PAK,Pakistan,Legal Framework unweighted average,1 Yes 0 No,1.0
PAK,Pakistan,Legislation governing access to information,1 Yes 0 No,1.0
PAK,Pakistan,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
PAK,Pakistan,Nominal fees mandated,1 Yes 0 No,1.0
PAK,Pakistan,Oral requests,1 Yes 0 No,0.0
PAK,Pakistan,Procedures for accessing information score,5 Highest 0 Lowest,3.75
PAK,Pakistan,Public Interest test ,1 Yes 0 No,1.0
PAK,Pakistan,Right to Appeal,1 Yes 0 No,1.0
PAK,Pakistan,Right to extend response time,1 Yes 0 No,0.0
PAK,Pakistan,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.666666667
PAK,Pakistan,Written guidelines for request of info,1 Yes 0 No,1.0
PAK,Pakistan,Written requests,1 Yes 0 No,1.0
PHL,Philippines,Administrative sanctions,1 Yes 0 No,1.0
PHL,Philippines,Annual budgets,1 Yes 0 No,1.0
PHL,Philippines,Annual chart of accounts,1 Yes 0 No,1.0
PHL,Philippines,Annual reports,1 Yes 0 No,1.0
PHL,Philippines,Appeals mechanism score,5 Highest 0 Lowest,5.0
PHL,Philippines,Appeals within public entities,1 Yes 0 No,1.0
PHL,Philippines,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
PHL,Philippines,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
PHL,Philippines,Constitutional requirement,1 Yes 0 No,1.0
PHL,Philippines,Coverage of information score,5 Highest 0 Lowest,5.0
PHL,Philippines,Criminal sanctions,1 Yes 0 No,1.0
PHL,Philippines,Deadlines for release of information score,5 Highest 0 Lowest,2.5
PHL,Philippines,Draft legal instruments,1 Yes 0 No,1.0
PHL,Philippines,Electronic requests,1 Yes 0 No,1.0
PHL,Philippines,Enacted legal instruments,1 Yes 0 No,1.0
PHL,Philippines,Enforcement mechanism score,5 Highest 0 Lowest,0.0
PHL,Philippines,Exemptions to coverage,1 Yes 0 No,1.0
PHL,Philippines,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
PHL,Philippines,Existence of legal right to access,1 Yes 0 No,1.0
PHL,Philippines,Fines,1 Yes 0 No,1.0
PHL,Philippines,FOIA contact points,1 Yes 0 No,0.0
PHL,Philippines,FOIA enforcement body,1 Yes 0 No,0.0
PHL,Philippines,Harm test,1 Yes 0 No,0.0
PHL,Philippines,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
PHL,Philippines,Initial response deadline of no more than 15 days,1 Yes 0 No,1.0
PHL,Philippines,Judicial appeals mechanism,1 Yes 0 No,1.0
PHL,Philippines,Legal Framework unweighted average,1 Yes 0 No,0.75
PHL,Philippines,Legislation governing access to information,1 Yes 0 No,0.0
PHL,Philippines,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
PHL,Philippines,Nominal fees mandated,1 Yes 0 No,0.0
PHL,Philippines,Oral requests,1 Yes 0 No,0.0
PHL,Philippines,Procedures for accessing information score,5 Highest 0 Lowest,2.5
PHL,Philippines,Public Interest test ,1 Yes 0 No,0.0
PHL,Philippines,Right to Appeal,1 Yes 0 No,1.0
PHL,Philippines,Right to extend response time,1 Yes 0 No,0.0
PHL,Philippines,Sanctions for failure to disclose unweighted average,1 Yes 0 No,1.0
PHL,Philippines,Written guidelines for request of info,1 Yes 0 No,0.0
PHL,Philippines,Written requests,1 Yes 0 No,1.0
PLW,Palau,Administrative sanctions,1 Yes 0 No,0.0
PLW,Palau,Annual budgets,1 Yes 0 No,0.0
PLW,Palau,Annual chart of accounts,1 Yes 0 No,0.0
PLW,Palau,Annual reports,1 Yes 0 No,0.0
PLW,Palau,Appeals mechanism score,5 Highest 0 Lowest,1.666666667
PLW,Palau,Appeals within public entities,1 Yes 0 No,0.0
PLW,Palau,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
PLW,Palau,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
PLW,Palau,Constitutional requirement,1 Yes 0 No,1.0
PLW,Palau,Coverage of information score,5 Highest 0 Lowest,0.0
PLW,Palau,Criminal sanctions,1 Yes 0 No,0.0
PLW,Palau,Deadlines for release of information score,5 Highest 0 Lowest,0.0
PLW,Palau,Draft legal instruments,1 Yes 0 No,0.0
PLW,Palau,Electronic requests,1 Yes 0 No,0.0
PLW,Palau,Enacted legal instruments,1 Yes 0 No,0.0
PLW,Palau,Enforcement mechanism score,5 Highest 0 Lowest,0.0
PLW,Palau,Exemptions to coverage,1 Yes 0 No,0.0
PLW,Palau,Exemptions to disclosure requirements score,5 Highest 0 Lowest,0.0
PLW,Palau,Existence of legal right to access,1 Yes 0 No,1.0
PLW,Palau,Fines,1 Yes 0 No,0.0
PLW,Palau,FOIA contact points,1 Yes 0 No,0.0
PLW,Palau,FOIA enforcement body,1 Yes 0 No,0.0
PLW,Palau,Harm test,1 Yes 0 No,0.0
PLW,Palau,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
PLW,Palau,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
PLW,Palau,Judicial appeals mechanism,1 Yes 0 No,1.0
PLW,Palau,Legal Framework unweighted average,1 Yes 0 No,0.75
PLW,Palau,Legislation governing access to information,1 Yes 0 No,0.0
PLW,Palau,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
PLW,Palau,Nominal fees mandated,1 Yes 0 No,0.0
PLW,Palau,Oral requests,1 Yes 0 No,0.0
PLW,Palau,Procedures for accessing information score,5 Highest 0 Lowest,0.0
PLW,Palau,Public Interest test ,1 Yes 0 No,0.0
PLW,Palau,Right to Appeal,1 Yes 0 No,1.0
PLW,Palau,Right to extend response time,1 Yes 0 No,0.0
PLW,Palau,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
PLW,Palau,Written guidelines for request of info,1 Yes 0 No,0.0
PLW,Palau,Written requests,1 Yes 0 No,0.0
PNG,Papua New Guinea,Administrative sanctions,1 Yes 0 No,0.0
PNG,Papua New Guinea,Annual budgets,1 Yes 0 No,0.0
PNG,Papua New Guinea,Annual chart of accounts,1 Yes 0 No,0.0
PNG,Papua New Guinea,Annual reports,1 Yes 0 No,0.0
PNG,Papua New Guinea,Appeals mechanism score,5 Highest 0 Lowest,3.333333333
PNG,Papua New Guinea,Appeals within public entities,1 Yes 0 No,0.0
PNG,Papua New Guinea,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
PNG,Papua New Guinea,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
PNG,Papua New Guinea,Constitutional requirement,1 Yes 0 No,1.0
PNG,Papua New Guinea,Coverage of information score,5 Highest 0 Lowest,0.0
PNG,Papua New Guinea,Criminal sanctions,1 Yes 0 No,0.0
PNG,Papua New Guinea,Deadlines for release of information score,5 Highest 0 Lowest,0.0
PNG,Papua New Guinea,Draft legal instruments,1 Yes 0 No,0.0
PNG,Papua New Guinea,Electronic requests,1 Yes 0 No,0.0
PNG,Papua New Guinea,Enacted legal instruments,1 Yes 0 No,0.0
PNG,Papua New Guinea,Enforcement mechanism score,5 Highest 0 Lowest,0.0
PNG,Papua New Guinea,Exemptions to coverage,1 Yes 0 No,1.0
PNG,Papua New Guinea,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
PNG,Papua New Guinea,Existence of legal right to access,1 Yes 0 No,1.0
PNG,Papua New Guinea,Fines,1 Yes 0 No,0.0
PNG,Papua New Guinea,FOIA contact points,1 Yes 0 No,0.0
PNG,Papua New Guinea,FOIA enforcement body,1 Yes 0 No,0.0
PNG,Papua New Guinea,Harm test,1 Yes 0 No,0.0
PNG,Papua New Guinea,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
PNG,Papua New Guinea,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
PNG,Papua New Guinea,Judicial appeals mechanism,1 Yes 0 No,1.0
PNG,Papua New Guinea,Legal Framework unweighted average,1 Yes 0 No,0.75
PNG,Papua New Guinea,Legislation governing access to information,1 Yes 0 No,0.0
PNG,Papua New Guinea,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
PNG,Papua New Guinea,Nominal fees mandated,1 Yes 0 No,0.0
PNG,Papua New Guinea,Oral requests,1 Yes 0 No,0.0
PNG,Papua New Guinea,Procedures for accessing information score,5 Highest 0 Lowest,0.0
PNG,Papua New Guinea,Public Interest test ,1 Yes 0 No,0.0
PNG,Papua New Guinea,Right to Appeal,1 Yes 0 No,1.0
PNG,Papua New Guinea,Right to extend response time,1 Yes 0 No,0.0
