Property Name,Country,Commodity,Type of Work,Status,Extent of Processing,Best Reserve Available,Reserves Tonnes  (_000) Units,Reserve Grade,Reserve grade Unit,Current Production,Current Production Unit,(Expected) Yearly Production at full capacity ,(Expected) Production at full capacity unit,Life of Mine (years),Project Inception (Year),Project Completion (Year),Company Name,(Expected)  Investment (MM$),Probability to move to investment by 2020 ,Power Sourcing Arrangement or Relationship Between Mine and Grid.,Source of power,Energy Consumption (kwh/t product),Annual Energy Consumption (MWh),Energy needs (MW),Shareholding Code,Mine Location,Location notes,Region,Tariff Public Utility,Cost relativity,Grid Energy Source,Grid Reliability,Source,Notes,Reference,Projects Pre-2000,Projects 2001-2012,Projects 2020
Kamoa,"Congo, Dem. Rep. of",Copper,Surface,Exploration,intermediate,Inferred Resources,250000.0,3.04,%,,,150000,tons,61.0,2017.0,2078.0,"Ivanplats(95%), DRC (5%)",2000.0,low,Mines invest in the grid,On-Grid,5000,750000,78.13,Joint- venture with State Equity,"(-10.7833333, 25.25)",,CA,4.7,equal tariff,Mainly Hydro Powered Generation,150 to 200 days,Infomine,"In 2011, Ivanplats and the DRC's State-owned power company, La Société Nationale d'Electricité (SNEL), agreed to upgrade two existing hydroelectric power plants, Mwadingusha and Koni, to feed up to 113 MW into the national power supply grid. SNEL would provide the Kamoa project with 100 MW from the grid, which would be sufficient to operate the initial mine. In April 2013, SNEL signed another memorandum of understanding with Ivanplats to upgrade a third hydroelectric power plant, Nzilo 1, which was expected to provide about 100 MW to the grid when completed in 2022, entitling Kamoa to receive another 100 MW from the grid. The combined total of 200 MW from the grid would cover the power requirements of Kamoa's smelter and future mine expansions.","Infomine, Mining Weekly",No,No,Yes
Kinsenda,"Congo, Dem. Rep. of",Copper,Open-Pit/Underground,Development,intermediate,Indicated Reserves,2449.0,5.2,%,,,26000,tons,45.0,2015.0,2035.0,Metorex Limited,,high,Grid supply,On-Grid,7000,182000,18.96,Sole Ownership by a private company,"(-12.2666667, 27.9666667)",,CA,4.7,equal tariff,Mainly Hydro Powered Generation,150 to 200 days,Infomine,"The MMK project area has extensive infrastructure including roads, water, staff accommodation and power. The power infrastructure includes a 110 kVA line to both Kinsenda and Musoshi. The open pit mining started in 1977 and finished in 2002","Infomine, Company Website, Publications",No,No,Yes
Kinsevere,"Congo, Dem. Rep. of",Copper,Open-Pit,Producer,intermediate,Inferred Resources,12138.0,3.35,%,10492.0,tons,60000,tons,16.0,2007.0,2023.0,"Minmetals Resources Ltd. (95%) (Through The Acquisition Of Anvil Mining Limited On March 20, 2012. Amck, A Joint Venture Between Anvil (Anvil 95%) And Mining Company Of Katanga S.P.R.L. (Mck) (5%)), Had A Lease Agreement With Gécamines To Mine And Process Ore From Pe 528 Until 2024.) - Government Of Drc (5%)",,high,Mines invest in the grid,On-Grid,5000,300000,31.25,Joint- venture with State Equity,"(-11.3333333, 27.5666667)",,CA,4.7,equal tariff,Mainly Hydro Powered Generation,150 to 200 days,Infomine,AMCK has entered into a binding agreement with SNEL to connect Kinsevere to the 220 kV grid which is used to export power to Zambia and Zimbabwe. The construction of the new 220 kV link and substation has been carried out through a Joint Venture between AMCK and Ruashi Mining owned by Metorex. The Ruashi Mine is also fed from the new substation. $0.038/kWHr; $114/tonne Cu power cost,"Infomine, Company Website",No,Yes,Yes
Kleinkopje Coal,South Africa,Coal,Open-Pit,Producer,crushed,Proven and Probable Reserves,76400.0,50.0,%,4400600.0,tons,4500000,tons,51.0,1978.0,2029.0,Anglo American,,high,Self-supply + sell to the grid,On-site Coal,37,166500,17.34,Sole Ownership by a private company,"(-25.9833333, 29.2166667)",,SA,4.0,above tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,"Mine produces between 4 and 4.5 MN tons per year.
Ore Reserves:
Export and Domestic Coal Reserves (Proved + Probabl) = 51.1M t 
Mineral  Resources:
Measured + Indicated: 28.5Mt
[Calculated LOM from 2011 is 18 years at 4.5Mt/year]","Infomine, Company Website, http://upetd.up.ac.za/thesis/submitted/etd-07092008-080108/unrestricted/dissertation.pdf, ",Yes,Yes,Yes
Kalumines,"Congo, Dem. Rep. of",Copper,Surface,Past Producer,intermediate,Indicated Reserves,22450.0,2.5,%,13118.0,tons,20000,tons,29.0,2008.0,2009.0,"Gecamines (40%), African Rainbow Minerals Limited(30%), Vale S.A. (30%)",,closed,Mines invest in the grid,On-Grid,5000,100000,10.42,Joint- venture with State Equity,"(-11.5833333, 27.3333333)",,CA,4.7,equal tariff,Mainly Hydro Powered Generation,150 to 200 days,Infomine,The majority of resources are at Lupoto. LOM calculated given available reserves (indicated). The plan was to work with SNEL to get guaranteed energy and to help upgrading the lines,"Infomine, Company Website, publications,  miniweb.com",No,Yes,No
Kansuki,"Congo, Dem. Rep. of",Copper,Surface,Development,intermediate,Indicated Reserves,17000.0,1.01,%,,,90000,tons,2014.0,,,Glencore ,,high,Mines invest in the grid,On-Grid,5000,450000,46.88,Sole Ownership by a private company,,Near Mutanda Mine,CA,4.7,equal tariff,Mainly Hydro Powered Generation,150 to 200 days,Infomine,"Mutanda, in conjunction with Katanga and Kansuki (see below), is engaged in a project to secure power for all three operations. The total project cost is expected to be some $ 320 million, of which $ 117 million will be contributed by Mutanda. The project is
being executed in partnership with SNEL, the national power operator in the DRC, Katanga and EGMF (the project contractor), and is progressing satisfactorily. The amount invested will be recovered via lower electricity tariffs.","Company Website, http://mineralsandmaterials.energy-business-review.com/news/glencore-fleurette-concludes-merger-of-mutanda-kansuki-in-congo-250713",No,No,Yes
Ghaghoo Mine (Gope-Gem),Botswana,Diamond,Surface,Development,separation,Indicated Reserves,79200.0,0.2,carats,,,780000,carat,26.0,2013.0,2039.0,Gem Diamonds Limited (100%),,high,Self-supply,On-Site Diesel,30000000,4680,0.49,Sole Ownership by a private company,"(-22.5333333, 24.7666667)",,SA,6.7,above tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,Electrical power for the operation supplied by on-site diesel generators. LOM calculated as (CW) 20.5MM carat reserves divided by full capacity production,"Infomine, Company Website",No,No,Yes
Karowe Mine (Formerly AK6 Diamond Project),Botswana,Diamond,Open-Pit,Producer,separation,Indicated Reserves,51228.0,0.19,carats,40000.0,carat,400000,carat,15.0,2012.0,2027.0,Lucara Diamond Corp. (100%),120.0,high,Mines invest in the grid,On-Grid,30000000,2400,0.25,Sole Ownership by a private company,"(-21.55, 25.4833333)",,SA,6.7,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,"4,000,000 tons/yr ore production. The 25km 33kVA power-line from the Orapa sub-station to Karowe and the mine site sub-station were completed during 2011 and handed over to the Botswana Power Corporation. The mine switched to grid power to support commissioning activities.","Infomine, Company Website",No,Yes,Yes
Marange,Zimbabwe,Diamond,Surface,Producer,separation,None,,,,20000000.0,carat,5000000,carat,20.0,2008.0,2028.0,Zimbabwe Mining Development Corporation (Zmdc,,high,Grid supply,On-Grid,30000000,120000,12.5,Sole ownership by the State-Owned Company,"(-19.5833333, 32.35)",,SA,9.8,equal tariff,Mainly Coal Fuelled Generation,50 to 100 days,Infomine,,,No,Yes,Yes
Tarkwa Mine,Ghana,Gold,Open-Pit,Producer,refined,None,,1.26,grams,21934116.0,grams,792000,ounce,13.0,2011.0,2024.0,"Gold Field Ghana Ltd. (90%), Government Of Ghana (10%)",,high,Mines sell collectively to the grid --> Grid supply,"Off-site Diesel, On-Grid",25000000,561320,58.47,Joint- venture with State Equity,"(5.3, -2.0333333)",,WA,11.1,above tariff,Mainly Hydro Powered Generation,50 to 100 days,Infomine,"80 megawatt dual fuel Thermal Plant at Tema, created as a result of the 2006-2007 energy crisis by a consortium of 4 mining companies ( Newmont Ghana Gold Ltd, AngloGold Ashanti, Goldfields Ghana and Golden Star Resources) completed in 2007 and as a part of the agreement, the ownership was transferred to VRA. Not operational anymore but back up power in terms of emergency ","Infomine, Company Website, http://www.goldfields.co.za/ops_int_tarkwa.php,    
http://www.goldfields.co.za/ops_int_tarkwa.php",No,Yes,Yes
Tongon,Ivory Coast,Gold,Open-Pit,Producer,refined,Indicated Reserves,37720.0,2.82,grams,5864996.0,grams,280000,ounce,9.0,2010.0,2019.0,Randgold Resources Ltd (89%) Government Of Ivory Coast (9%),,high,Grid supply,On-Grid,25000000,7000,0.73,Joint- venture with State Equity,"(9.9333333, -5.7)",,WA,11.9,equal tariff,Mainly Gas Powered Generation,0 to 50 days,Infomine,,"Infomine, Company Website",No,Yes,Yes
Boshoek,South Africa,Chromium,Open-Pit/Underground,Past Producer,smelted,Measured Resource,503.0,0.38,,1331000.0,tons,240000,tons,,2007.0,2008.0,Merafe Resources Ltd And Xstrata In JV (100%) ,58.3,closed,Grid supply,On-Grid,4640,1113600,116.0,Sole Ownership by a private company,"(-25.4833333, 27.1166667)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,"Xstrata Alloys Boshoek Ferrochrome smelter complex. Project Cost: R700MN = 58.3MN USD; exchange Rate: 12.0000  ZAR/USD (December 31, 2001). The Boschoek plant has an annual capacity (full plan/time basis) of 240 kt Ferrochrome (FeCr). (Dec/07) The plant is a pelletiser and sintering plant using Outokumpu technology. The plant processes material from the Horizon mine, the Kroondal mine, the Waterval and the Boschoek mine (annual capacity of 1,344 kt FeCr). The Kenana UG2 concentrator plant produces feedstock for the Boshoek plant.","Infomine, Mining Weekly, Company Website",No,Yes,No
Middelbult Coal Mine,South Africa,Coal,Underground,Producer,crushed,None,,,,7600000.0,tons,8500000,tons,15.0,2000.0,2015.0,"Sasol Ltd (89.8%), Bee",,closed by 2020,Self-supply + sell to the grid,On-site Coal,55,467500,48.7,Join-venture with only private interests,"(-26.5666667, 29.1166667)",,SA,4.0,above tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,"Energy and chemicals group Sasol will be producing 800 MW of its own electric power at its Secunda facility, in Mpumalanga province, from 2011, of which 200 MW is set aside for purchase by State-owned utility Eskom.
IM: The Secunda collieries, consisting of five underground operations at Secunda (Bosjesspruit, Brandspruit, Middelbult, Twistdraai and Twistdraai Export) and the Syferfontein underground and strip-mining operations near Trichardt. Start date of production based on first production numbers reported by IM","Infomine, http://www.mining-technology.com/news/newsengineering-group-sandvik-secures-mining-systems-contract-from-sasol-mining, http://www.engineeringnews.co.za/article/secunda-to-produce-800-mw-of-own-power-sell-200-mw-to-eskom-2010-10-21",Yes,Yes,No
Rietspruit Coal Mine,South Africa,Coal,Open-Pit,Past Producer,crushed,None,,,,2880000.0,tons,5000000,tons,24.0,1978.0,2002.0,"Bhp Billiton, Xstrata Plc",,closed,Self-supply + sell to the grid,On-site Coal,37,185000,19.27,Join-venture with only private interests,"(-26.1833333, 29.2)",,SA,4.0,above tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,,"Infomine, Mining Weekly, Company Website",Yes,Yes,No
Hwange Coal Mine ,Zimbabwe,Coal,Open-Pit/Underground,Producer,crushed,Unclassified,,0.0,,3000000.0,tons,3000000,tons,66.0,1980.0,2046.0,Hwange Colliery Company Limited ,,high,Self-supply + sell to the grid,On-site Coal,55,165000,17.19,Sole Ownership by a private company,"(-18.3833333, 26.4166667)",,SA,9.8,below tariff,Mainly Coal Fuelled Generation,50 to 100 days,Infomine,,"Infomine, http://www.fossilfuel.co.za/Fred%20Moyo,%20Oliver%20Maponga.pdf, http://hwangecolliery.net/index.php?option=com_content&view=article&catid=&id=47%3Aexplorations&Itemid=61",Yes,Yes,Yes
Baluba,Zambia,Copper,Underground,Producer,refined,None,,,,1505776.0,tons,40000,tons,34.0,2010.0,,Luanshya Copper Mine (Lcm) ,60.0,high,Grid supply,On-Grid,8650,346000,36.04,Sole Ownership by a private company,"(-12.9833333, 28.7)",,SA,3.9,equal tariff,Mainly Hydro Powered Generation,0 to 50 days,Infomine,,Infomine - Closed according to IM after starting in 1995 but it reopened in 2010,Yes,Yes,Yes
Kakanda North/South,"Congo, Dem. Rep. of",Copper,Surface,Advanced Exploration,intermediate,Indicated Reserves,18500.0,1.2,%,,,53000,tons,7.0,,,"Greenock Resources Inc. (70%), Gecamines (30%)",900.0,low,Grid supply,On-Grid,5000,265000,27.6,Joint- venture with State Equity,"(-10.7666667, 26.1666667)",,CA,4.7,equal tariff,Mainly Hydro Powered Generation,150 to 200 days,Infomine,"Project development stalled due to ownership claim dispute between Greenock and third parties. Power: supplied by state authority, annual consumption 25 MWh. Sufficient power for a mining/milling operation (200kV, 50 Hertz, 3-phase) is available from an existing National Electricity Commission (“SNEL”) substation situated at the Kakanda mine site. $2.42/t power cost","Infomine, Company Website, Publications",No,No,Yes
Kalukundi,"Congo, Dem. Rep. of",Copper,Open-Pit/Underground,Feasibility,intermediate,Inferred Resources,15020.0,2.63,%,,,16400,tons,7.0,2013.0,2020.0,"Africo Resources Ltd (75%), Gecamines (25%)",200.0,high,Grid supply,On-Grid,7000,114800,11.96,Joint- venture with State Equity,"(-10.6166667, 25.9)",,CA,4.7,equal tariff,Mainly Hydro Powered Generation,150 to 200 days,Infomine,"As initial ore will be oxide ore, solvent extraction and electro-winning technology will be used to produce final metal with no smelting and refining required.","Infomine, Mining Weekly, Company Website",No,No,Yes
Lonshi,"Congo, Dem. Rep. of",Copper,Open-Pit,Past Producer,intermediate,Inferred Resources,7337.0,5.9,%,25402.0,tons,30000,tons,6.0,2001.0,2007.0,Enrc (100%),,closed,,,5000,150000,15.63,Sole Ownership by a private company,"(-13.2, 28.95)",,CA,4.7,below tariff,Mainly Hydro Powered Generation,150 to 200 days,Infomine,"Sources: Minerals are completely exhausted at this site. As all ore processing is conducted at Bwana Mkubwa there is no requirement for power, tailings ponds, or other installations at Lonshi.","Infomine, Company Website, Publications",No,Yes,No
Konkola,Zambia,Copper,Underground,Producer,smelted,Inferred Resources,203530.0,2.67,%,216499.0,tons,400000,tons,,2005.0,,"Vedanta Resources (79.4%), Government Of Zambia (20.6%)",,high,Grid supply,On-Grid,8050,1610000,167.71,Joint- venture with State Equity,"(-12.3, 27.75)",,SA,3.9,equal tariff,Mainly Hydro Powered Generation,0 to 50 days,Infomine,"Zambia's Konkola Copper Mines has installed three emergency thermal power plant with the capacity to generate 24 megawatts of power at its Konkola deep mine project, in a bid to guarantee reliable power supplies at unit amid a looming power shortage in the country


",http://www.epcengineer.com/news/post/5323/zambias-kcm-installs-24mw-emergency-power-plants-company       ,No,Yes,Yes
Asmara Project/Debarwa,Eritrea,Gold,Underground,Feasibility,refined,Indicated Reserves,30168.0,0.5,grams,,,26000,ounce,15.25,2016.0,2031.0,Sunridge Gold Corp. (100%),489.0,high,Self-supply --> Self-supply + CSR,On-Site Diesel,45000000,33169,3.46,Sole Ownership by a private company,"(15.0666667, 38.8166667)",,EA,6.3,above tariff,Mainly Oil Fuelled Generation,0 to 50 days,Infomine,This data captures all of Asmara North Project (not just Debarwa). Proposed power for government at mine closure,"Infomine, Company Website",No,No,Yes
Akyem,Ghana,Gold,Surface,Advanced Exploration,refined,Indicated Reserves,12792.0,0.6,grams,1524066.0,grams,480000,ounce,15.0,2013.0,2028.0,Newmont Mining Corp. (100%),,high,Mines sell collectively to the grid --> Grid supply,"Off-site Diesel, On-Grid",25000000,340194,35.44,Sole Ownership by a private company,"(6.2333333, -2.2666667)",,WA,11.1,above tariff,Mainly Hydro Powered Generation,50 to 100 days,Infomine,The Government of Ghana is also entitled to receive 10% of a project’s net cash flow after Newmont has recouped its investment and may acquire up to 20% of a project’s equity at fair market value.,"Infomine, Company Website",No,No,Yes
Siguiri Mine,Guinea,Gold,Surface,Producer,refined,None,,,,12176471.0,grams,392000,ounce,24.0,1998.0,2022.0,"Société Ashanti De Guinee  (85%), Guinea (15%)",,high,Self-supply + CSR,On-site Diesel,25000000,277825,28.94,Joint- venture with State Equity,"(11.55, -9.3666667)",,WA,12.6,above tariff,Mainly Hydro Powered Generation,100 to 150 days,Infomine,Aurifère in Siguiri has 30 MW installed capacity,"Infomine, WB (Guinea Mining and Infrastructure), http://www.anglogoldashanti.co.za/subwebs/InformationForInvestors/Reports10/financials/guinea.htm",Yes,Yes,Yes
Bidikoum,Guinea,Bauxite,Surface,Producer,crushed,None,,,,14000000.0,tons,14000000,tons,,1992.0,,(CBG) Compagnie Des Bauxites De Guinee (100%),,high,Self-supply + CSR,On-site Diesel,4,56000,5.83,Sole Ownership by a private company,,,WA,12.6,above tariff,Mainly Hydro Powered Generation,100 to 150 days,USGS,CBG has 50 MW installed capacity,WB (Guinea Mining and Infrastructure),Yes,Yes,Yes
Debele (Kindia Mining Complex),Guinea,Bauxite,Open-Pit,Producer,crushed,None,,,,2900000.0,tons,3200000,tons,,1972.0,,Rusal (100%) Through Compagnie Des Bauxites De Kindia,,high,Self-supply --> Grid supply,"On-Site Diesel, On-Grid",4,12800,1.33,Sole Ownership by a private company,"(10.0666667, -12.85)",,WA,12.6,above tariff,Mainly Hydro Powered Generation,100 to 150 days,Infomine,CBK is connected to the public network and has also a 5MW thermal plant,"Infomine, WB (Guinea Mining and Infrastructure)",Yes,Yes,Yes
Luanda,Angola,Cement,Plant,Construction,processed,None,,,,700000.0,tons,2000000,tons,,2013.0,,"Nova Cimangola S.A.R.L.(Scanang Holding Co., 49%, Government, 39.8%, And Bank BAI, 9.5%)",365.0,high,Grid supply,On-Grid,125,250000,26.04,Joint- venture with State Equity,,Cacuaco district,SA,4.9,equal tariff,Mainly Hydro Powered Generation,50 to 100 days,USGS,Power data assumption given location of indutry in Luanda,"http://www.macauhub.com.mo/en/, http://aggregateresearch.com/",No,No,Yes
