$Code Evamed$,$Motif de demande$,$Code CIS$,$Code CIP$,$Dénomination spécialité$,$Date avis définitif$,$ASMR$,$Valeur ASMR$,$Libellé ASMR$
$CT-13293$,$Inscription (CT)$,$62553246$,$3400927566240|3400927566479$,"$ULTIBRO BREEZHALER 85 microgrammes/43 microgrammes, poudre pour inhalation en gélule$",$07/05/2014$,$ASMR$,$V$,"$ULTIBRO BREEZHALER, association fixe d’indacatérol et de glycopryrronium, n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport à l’association de ces principes actifs administrés séparément dans la population des patients atteints de BPCO modérée à très sévère dont les symptômes sont déjà contrôlés par l’association d’indacatérol et de glycopyrronium administrés séparément.$"
$CT-13292$,$Inscription (CT)$,$60347735$,$3400926921439|3400926921668$,"$EFFILEVOCONTINU 0,10 mg/0,02 mg, comprimé pelliculé$",$18/12/2013$,$ASMR$,$V$,$Les spécialités EFFILEVO et EFFILEVOCONTINU n’apportent pas d’amélioration du service médical rendu (ASMR V - inexistante) par rapport aux autres contraceptifs oraux de deuxième génération.$
$CT-13292$,$Inscription (CT)$,$65041945$,$3400926921200|3400926921378$,"$EFFILEVO 0,10 mg/0,02 mg, comprimé pelliculé$",$18/12/2013$,$ASMR$,$V$,$Les spécialités EFFILEVO et EFFILEVOCONTINU n’apportent pas d’amélioration du service médical rendu (ASMR V - inexistante) par rapport aux autres contraceptifs oraux de deuxième génération.$
$CT-13288$,$Inscription (CT)$,$61129262$,$3400927449055$,"$NICOTINAMIDE RENAUDIN 500 mg/5 mL, solution injectable$",$18/12/2013$,$ASMR$,$V$,"$Ces spécialités n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport à VITAMINE PP AGUETTANT 100 mg/2 ml, solution injectable.$"
$CT-13288$,$Inscription (CT)$,$63633204$,$3400927448515$,"$NICOTINAMIDE RENAUDIN 100 mg/2 mL, solution injectable$",$18/12/2013$,$ASMR$,$V$,"$Ces spécialités n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport à VITAMINE PP AGUETTANT 100 mg/2 ml, solution injectable.$"
$CT-13284$,$Inscription (CT)$,$66800719$,$3400958567575$,"$PROGLICEM 100 mg, gélule$",$16/10/2013$,$ASMR$,$V$,"$Absence d’amélioration du service médical rendu (ASMR V, inexistante).$"
$CT-13277$,$Réévaluation SMR et ASMR$,$62645506$,$3400939632360$,"$VICTOZA 6 mg/ml, solution injectable en stylo prérempli$",$15/04/2015$,$ASMR$,$IV$,"$Compte tenu de son efficacité en termes de réduction d’HbA1c versus placebo dans des situations cliniques restreintes et du maintien de son efficacité à 78 semaines, VICTOZA continue à apporter une amélioration du service médical rendu mineure (ASMR IV) chez les patients avec un diabète de type 2 incontrôlé sous traitement de première intention (metformine et/ou sulfamide), avec un écart à l’objectif glycémique supérieur à 1 %, et un IMC=30 ou assorti d’un risque de prise de poids sous insuline ou d’hypoglycémies préoccupant.$"
$CT-13275$,$Réévaluation SMR et ASMR$,$60236756$,$3400921737851|3400921924985$,"$INCIVO 375 mg, comprimé pelliculé$",$14/05/2014$,$ASMR$,$IV$,"$Dans le traitement de l’hépatite C chronique due au virus VHC de génotype 1, chez les patients adultes ayant une maladie hépatique compensée, l’association d’INCIVO à la bithérapie par peginterféron alfa et ribavirine apporte une Amélioration du Service Médical Rendu mineure (ASMR IV) par rapport à cette bithérapie.$"
$CT-13272$,$Inscription (CT)$,$67904083$,$3400927565700$,"$GIOTRIF 30 mg, comprimé pelliculé$",$19/02/2014$,$ASMR$,$V$,"$GIOTRIF n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) dans la prise en charge du cancer bronchique non à petites cellules (CBNPC) localement avancé ou métastatique avec mutation(s) activatrice(s) de l’EGFR en première ligne.$"
$CT-13272$,$Inscription (CT)$,$60673325$,$3400927565939$,"$GIOTRIF 50 mg, comprimé pelliculé$",$19/02/2014$,$ASMR$,$V$,"$GIOTRIF n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) dans la prise en charge du cancer bronchique non à petites cellules (CBNPC) localement avancé ou métastatique avec mutation(s) activatrice(s) de l’EGFR en première ligne.$"
$CT-13272$,$Inscription (CT)$,$65580825$,$3400927565878$,"$GIOTRIF 40 mg, comprimé pelliculé$",$19/02/2014$,$ASMR$,$V$,"$GIOTRIF n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) dans la prise en charge du cancer bronchique non à petites cellules (CBNPC) localement avancé ou métastatique avec mutation(s) activatrice(s) de l’EGFR en première ligne.$"
$CT-13272$,$Inscription (CT)$,$67737086$,$3400927565649$,"$GIOTRIF 20 mg, comprimé pelliculé$",$19/02/2014$,$ASMR$,$V$,"$GIOTRIF n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) dans la prise en charge du cancer bronchique non à petites cellules (CBNPC) localement avancé ou métastatique avec mutation(s) activatrice(s) de l’EGFR en première ligne.$"
$CT-13270$,$Inscription (CT)$,$61782473$,$3400927318313$,"$BETMIGA 50 mg, comprimé à libération prolongée$",$23/07/2014$,$ASMR$,$V$,"$Compte tenu de la faible efficacité observée par rapport au placebo notamment en termes de réduction de mictions quotidiennes, des limites de l’évaluation (données de qualité de vie non robustes, absence d’évaluation versus anticholinergique chez des patients naïfs de traitement, absence de comparaison directe versus les alternatives thérapeutiques), des données disponibles et notamment la comparaison indirecte ne permettant pas de distinguer BETMIGA des anticholinergiques et de hiérarchiser les traitements les uns par rapport aux autres, aucune conclusion sur l’efficacité comparative ne peut être formulée et le progrès thérapeutique apporté par BETMIGA est difficile à apprécier par rapport aux alternatives médicamenteuses existantes (les anticholinergiques) ayant la même indication. La Commission considère donc que BETMIGA n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) dans le traitement symptomatique de l’impériosité urinaire et de la pollakiurie et/ou de l’incontinence urinaire par impériosité pouvant survenir chez les patients adultes ayant un syndrome d’hyperactivité vésicale et ce, notamment dans l’attente des résultats de l’étude versus solifénacine (VESICARE).$"
$CT-13270$,$Inscription (CT)$,$66383994$,$3400927318252$,"$BETMIGA 25 mg, comprimé à libération prolongée$",$23/07/2014$,$ASMR$,$V$,"$Compte tenu de la faible efficacité observée par rapport au placebo notamment en termes de réduction de mictions quotidiennes, des limites de l’évaluation (données de qualité de vie non robustes, absence d’évaluation versus anticholinergique chez des patients naïfs de traitement, absence de comparaison directe versus les alternatives thérapeutiques), des données disponibles et notamment la comparaison indirecte ne permettant pas de distinguer BETMIGA des anticholinergiques et de hiérarchiser les traitements les uns par rapport aux autres, aucune conclusion sur l’efficacité comparative ne peut être formulée et le progrès thérapeutique apporté par BETMIGA est difficile à apprécier par rapport aux alternatives médicamenteuses existantes (les anticholinergiques) ayant la même indication. La Commission considère donc que BETMIGA n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) dans le traitement symptomatique de l’impériosité urinaire et de la pollakiurie et/ou de l’incontinence urinaire par impériosité pouvant survenir chez les patients adultes ayant un syndrome d’hyperactivité vésicale et ce, notamment dans l’attente des résultats de l’étude versus solifénacine (VESICARE).$"
$CT-13261$,$Extension d'indication$,$63252648$,$3400933972974|3400933973117$,"$INNOHEP 18 000 U.I. anti Xa/0,9 ml, solution injectable en seringue préremplie$",$23/07/2014$,$ASMR$,$V$,"$INNOHEP n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) dans la stratégie thérapeutique du traitement prolongé de la maladie thromboembolique veineuse  symptomatique et la prévention de ses récidives chez les patients atteints d’un cancer en évolution et/ou en cours de chimiothérapie. INNOHEP (tinzaparine) n’a pas été comparé à FRAGMINE (daltéparine) et la démonstration de son intérêt thérapeutique vis-à-vis des anticoagulants oraux antivitamine K, n’est pas solidement établie.$"
$CT-13261$,$Extension d'indication$,$67167017$,$3400933972394|3400933972516$,"$INNOHEP 10 000 U.I. anti Xa/0,5 ml, solution injectable en seringue préremplie$",$23/07/2014$,$ASMR$,$V$,"$INNOHEP n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) dans la stratégie thérapeutique du traitement prolongé de la maladie thromboembolique veineuse  symptomatique et la prévention de ses récidives chez les patients atteints d’un cancer en évolution et/ou en cours de chimiothérapie. INNOHEP (tinzaparine) n’a pas été comparé à FRAGMINE (daltéparine) et la démonstration de son intérêt thérapeutique vis-à-vis des anticoagulants oraux antivitamine K, n’est pas solidement établie.$"
$CT-13261$,$Extension d'indication$,$65547106$,$3400933972684|3400933972806$,"$INNOHEP 14 000 U.I. anti Xa/0,7 ml, solution injectable en seringue préremplie$",$23/07/2014$,$ASMR$,$V$,"$INNOHEP n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) dans la stratégie thérapeutique du traitement prolongé de la maladie thromboembolique veineuse  symptomatique et la prévention de ses récidives chez les patients atteints d’un cancer en évolution et/ou en cours de chimiothérapie. INNOHEP (tinzaparine) n’a pas été comparé à FRAGMINE (daltéparine) et la démonstration de son intérêt thérapeutique vis-à-vis des anticoagulants oraux antivitamine K, n’est pas solidement établie.$"
$CT-13260$,$Inscription (CT)$,$69851117$,$3400927625992$,"$LOJUXTA 5 mg, gélule$",$08/01/2014$,$ASMR$,$IV$,"$L’ajout de LOJUXTA à un traitement hypolipémiant optimal, utilisé à doses maximales, associé ou non à des aphérèses, chez les patients adultes présentant une hypercholestérolémie familiale homozygote (HFHo) non contrôlée, apporte une amélioration du service médical rendu mineure (ASMR IV).$"
$CT-13260$,$Inscription (CT)$,$69243759$,$3400927626074$,"$LOJUXTA 10 mg, gélule$",$08/01/2014$,$ASMR$,$IV$,"$L’ajout de LOJUXTA à un traitement hypolipémiant optimal, utilisé à doses maximales, associé ou non à des aphérèses, chez les patients adultes présentant une hypercholestérolémie familiale homozygote (HFHo) non contrôlée, apporte une amélioration du service médical rendu mineure (ASMR IV).$"
$CT-13260$,$Inscription (CT)$,$69565055$,$3400927626135$,"$LOJUXTA 20 mg, gélule$",$08/01/2014$,$ASMR$,$IV$,"$L’ajout de LOJUXTA à un traitement hypolipémiant optimal, utilisé à doses maximales, associé ou non à des aphérèses, chez les patients adultes présentant une hypercholestérolémie familiale homozygote (HFHo) non contrôlée, apporte une amélioration du service médical rendu mineure (ASMR IV).$"
$CT-13259$,$Extension d'indication$,$62438913$,$3400956495733$,"$VELCADE 3,5 mg, poudre pour solution injectable$",$22/01/2014$,$ASMR$,$III$,"$VELCADE, en association à la dexaméthasone, ou à la dexaméthasone et au thalidomide, apporte une amélioration du service médical rendu modérée (niveau III) en termes d’efficacité, pour le traitement d’induction des patients adultes atteints de myélome multiple non traité au préalable, éligibles à la chimiothérapie intensive accompagnée d’une greffe de cellules souches hématopoïétiques.$"
$CT-13259$,$Extension d'indication$,$69756861$,$3400938665796$,"$VELCADE 1 mg, poudre pour solution injectable$",$22/01/2014$,$ASMR$,$III$,"$VELCADE, en association à la dexaméthasone, ou à la dexaméthasone et au thalidomide, apporte une amélioration du service médical rendu modérée (niveau III) en termes d’efficacité, pour le traitement d’induction des patients adultes atteints de myélome multiple non traité au préalable, éligibles à la chimiothérapie intensive accompagnée d’une greffe de cellules souches hématopoïétiques.$"
$CT-13248$,$Extension d'indication$,$63485353$,$3400936224988$,"$GLIVEC 400 mg, comprimé pelliculé$",$28/05/2014$,$ASMR$,$I$,"$Dans la stratégie de traitement des enfants atteints de leucémie aiguë lymphoïde chromosome Philadelphie positive (LAL Ph+) nouvellement diagnostiquée, GLIVEC, en association avec la chimiothérapie, apporte une amélioration du service médical rendu majeure (ASMR I).$"
$CT-13248$,$Extension d'indication$,$64936439$,$3400936224759$,"$GLIVEC 100 mg, comprimé pelliculé$",$28/05/2014$,$ASMR$,$I$,"$Dans la stratégie de traitement des enfants atteints de leucémie aiguë lymphoïde chromosome Philadelphie positive (LAL Ph+) nouvellement diagnostiquée, GLIVEC, en association avec la chimiothérapie, apporte une amélioration du service médical rendu majeure (ASMR I).$"
$CT-13245$,$Extension d'indication$,$67786749$,$3400939901152|3400939901381$,"$PREVENAR 13 suspension injectable Vaccin pneumococcique polyosidique conjugué (13-valent, adsorbé)$",$18/12/2013$,$ASMR$,$IV$,"$En raison de l’efficacité de PREVENAR, mais également du constat de l’émergence de nouveaux sérotypes non vaccinaux et de la nécessité d’associer PREVENAR au vaccin 23 valent pneumococcique non conjugué  pour augmenter la couverture sérotypique, PREVENAR 13 apporte une amélioration du service médical rendu mineure (ASMR IV) dans la stratégie de prévention des infections invasives à pneumocoque, chez les patients de 6 à 49 ans dans les populations définies par le HCSP.$"
$CT-13242$,$Inscription (CT)$,$61477322$,$3400927549670$,"$TAFINLAR 50 mg, gélule$",$07/05/2014$,$ASMR$,$V$,"$TAFINLAR n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) dans la prise en charge actuelle du mélanome non résécable ou métastatique porteur d’une mutation BRAF V600.$"
$CT-13242$,$Inscription (CT)$,$60248840$,$3400927549731$,"$TAFINLAR 75 mg, gélule$",$07/05/2014$,$ASMR$,$V$,"$TAFINLAR n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) dans la prise en charge actuelle du mélanome non résécable ou métastatique porteur d’une mutation BRAF V600.$"
$CT-13241$,$Extension d'indication$,$61415541$,$3400921787597$,"$ILARIS 150 mg, poudre et solvant pour solution injectable$",$05/02/2014$,$ASMR$,$II$,"$Malgré les limites méthodologiques des études disponibles justifiées par le faible nombre d’enfants âgés de 2 ans à moins de 4 ans atteints de syndromes périodiques associés à la cryopyrine (CAPS) mais l’intérêt indiscutable de la place du canakinumab dans la prise en charge de ces patients en l’absence d’alternative thérapeutique disponible et prise en charge à ce jour, la Commission de la transparence considère que la spécialité ILARIS apporte une amélioration du service médical rendu importante (ASMR II) dans la prise en charge des patients âgés de 2 ans à moins de 4 ans et pesant au moins 7,5 kg atteints de CAPS, incluant le syndrome de Muckle-Wells, le syndrome chronique infantile neurologique, cutané et articulaire (CINCA) ou la maladie systémique inflammatoire à début néo natal (NOMID), les formes sévères du syndrome familial auto-inflammatoire au froid (FCAS) ou urticaire familiale au froid (FCU) présentant une symptomatologie ne se limitant pas à l’éruption urticarienne induite par le froid.$"
