finess,rs_finess,finess_geo,rs_finess_geo,region,participation,Depot,nb_rep_score_all_rea_ajust,score_all_rea_ajust,classement,evolution,nb_rep_score_accueil_rea_ajust,score_accueil_rea_ajust,nb_rep_score_PECinf_rea_ajust,score_PECinf_rea_ajust,nb_rep_score_PECmed_rea_ajust,score_PECmed_rea_ajust,nb_rep_score_chambre_rea_ajust,score_chambre_rea_ajust,nb_rep_score_repas_rea_ajust,score_repas_rea_ajust,nb_rep_score_sortie_rea_ajust,score_sortie_rea_ajust
670780055,HOPITAUX UNIVERSITAIRES DE STRASBOURG,670009109,CENTRE DE CHIR ORTHOP ET DE LA MAIN,Grand Est,1- Obligatoire,1- Oui,51,76.25,B,4-Non calculable,51.0,78.62,51.0,85.43,51.0,80.68,51.0,71.94,51.0,53.49,51.0,69.89
670017458,CLINIQUE RHENA ASSOCIATION,670017458,CLINIQUE RHENA ASSOCIATION,Grand Est,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
670018068,CLINIQUE RHENA GCS ES,670018068,CLINIQUE RHENA GCS ES,Grand Est,1- Obligatoire,1- Oui,1046,79.33,A,2-Stable,1046.0,77.74,1046.0,84.17,1046.0,83.42,1046.0,83.58,1046.0,71.34,1046.0,69.84
670780055,HOPITAUX UNIVERSITAIRES DE STRASBOURG,670780113,CMCO,Grand Est,1- Obligatoire,1- Oui,489,73.98,C,2-Stable,489.0,73.92,489.0,81.87,489.0,81.37,489.0,74.31,489.0,54.58,489.0,64.57
670780170,CLINIQUE DE L'ORANGERIE,670780170,CLINIQUE DE L'ORANGERIE,Grand Est,1- Obligatoire,1- Oui,113,75.06,B,2-Stable,113.0,75.31,113.0,82.61,113.0,81.79,113.0,72.14,113.0,58.83,113.0,66.83
670780188,CLINIQUE SAINTE-BARBE DU GROUPE HOSPITALIER SAINT-VINCENT,670780188,CLINIQUE SAINTE-BARBE,Grand Est,1- Obligatoire,1- Oui,69,69.13,D,4-Non calculable,69.0,66.51,69.0,77.67,69.0,76.47,69.0,69.12,69.0,56.2,69.0,58.48
670780212,CLINIQUE SAINTE-ANNE DU GROUPE HOSPITALIER SAINT-VINCENT,670780212,CLINIQUE SAINTE-ANNE,Grand Est,1- Obligatoire,1- Oui,574,70.94,C,2-Stable,574.0,71.94,574.0,78.89,574.0,79.64,574.0,68.57,574.0,58.08,574.0,57.95
670780378,CLINIQUE SAINT-FRANCOIS,670780378,CLINIQUE SAINT-FRANÇOIS,Grand Est,1- Obligatoire,1- Oui,75,75.83,B,2-Stable,75.0,74.07,75.0,80.88,75.0,80.52,75.0,75.31,75.0,67.79,75.0,69.27
670780386,CLINIQUE SAINTE-ODILE (HAGUENAU),670780386,CLINIQUE SAINTE-ODILE HAGUENAU,Grand Est,1- Obligatoire,1- Oui,123,74.46,B,3-Amélioration,123.0,75.72,123.0,80.46,123.0,81.17,123.0,69.06,123.0,66.09,123.0,66.29
670780055,HOPITAUX UNIVERSITAIRES DE STRASBOURG,670783133,HOP ROBERTSAU/PAVILLON SCHUTZENBERGER,Grand Est,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
670780055,HOPITAUX UNIVERSITAIRES DE STRASBOURG,670783273,HOPITAL DE HAUTEPIERRE,Grand Est,1- Obligatoire,1- Oui,499,70.7,C,2-Stable,499.0,73.81,499.0,79.48,499.0,78.09,499.0,65.21,499.0,50.09,499.0,60.44
670797539,CLINIQUE DE LA TOUSSAINT DU GROUPE HOSPITALIER SAINT-VINCENT,670797539,CLINIQUE DE LA TOUSSAINT,Grand Est,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
670798636,CLINIQUE SAINT-LUC DU GROUPE HOSPITALIER SAINT- VINCENT,670798636,CLINIQUE SAINT-LUC,Grand Est,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
680000320,CLINIQUE DIACONAT FONDERIE,680000320,CLINIQUE DIACONAT FONDERIE,Grand Est,1- Obligatoire,1- Oui,38,72.63,C,3-Amélioration,38.0,75.88,38.0,81.71,38.0,79.7,38.0,71.52,38.0,54.29,38.0,57.12
680000494,CLINIQUE DIACONAT ROOSEVELT,680000494,CLINIQUE DIACONAT ROOSEVELT,Grand Est,1- Obligatoire,1- Oui,306,73.15,C,1-Diminution,306.0,74.42,306.0,79.48,306.0,80.19,306.0,70.76,306.0,62.15,306.0,62.32
680020336,GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE,680000544,CENTRE HOSPITALIER D'ALTKIRCH,Grand Est,1- Obligatoire,1- Oui,45,74.69,B,4-Non calculable,45.0,71.67,45.0,82.71,45.0,81.05,45.0,70.09,45.0,72.36,45.0,67.66
680020336,GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE,680000601,HOPITAL DE THANN,Grand Est,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
680020336,GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE,680000627,HOPITAL DU HASENRAIN,Grand Est,1- Obligatoire,1- Oui,207,70.17,D,1-Diminution,207.0,69.66,207.0,78.93,207.0,78.37,207.0,66.3,207.0,49.8,207.0,62.69
680000973,HOPITAUX CIVILS DE COLMAR,680000684,HOPITAL LOUIS PASTEUR,Grand Est,1- Obligatoire,1- Oui,97,74.59,B,2-Stable,97.0,74.34,97.0,81.55,97.0,81.61,97.0,71.94,97.0,55.95,97.0,67.71
680001005,CENTRE HOSPITALIER DE GUEBWILLER,680000700,CENTRE HOSPITALIER DE GUEBWILLER,Grand Est,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
680001179,CENTRE HOSPITALIER DE ROUFFACH,680000874,CENTRE HOSPITALIER DE ROUFFACH,Grand Est,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
680000882,CLINIQUE DU DIACONAT DE COLMAR,680000882,CLINIQUE DU DIACONAT COLMAR,Grand Est,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
680001195,HOPITAL ALBERT SCHWEITZER,680001195,HOPITAL ALBERT SCHWEITZER,Grand Est,1- Obligatoire,1- Oui,311,78.31,A,2-Stable,311.0,79.84,311.0,84.19,311.0,82.91,311.0,82.6,311.0,63.18,311.0,67.18
680000973,HOPITAUX CIVILS DE COLMAR,680001245,CENTRE MERE ENFANT LE PARC,Grand Est,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
680020336,GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE,680004546,HOPITAL EMILE MULLER,Grand Est,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
680000973,HOPITAUX CIVILS DE COLMAR,680004579,CENTRE POUR PERSONNES AGEES,Grand Est,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
680020088,NOUVELLE CLINIQUE DES TROIS FRONTIERES,680020088,NOUVELLE CLINIQUE DES TROIS FRONTIERES,Grand Est,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
690780036,CH MONTGELAS,690000013,CENTRE HOSPITALIER MONTGELAS,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
690780044,CH DE SAINTE FOY LÈS LYON,690000021,CENTRE HOSPITALIER SAINTE FOY LES LYON,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,184,67.25,D,2-Stable,184.0,72.43,184.0,78.82,184.0,76.39,184.0,57.34,184.0,55.23,184.0,51.56
690000427,CTRE MEDICO-CHIR READAPT DES MASSUES,690000427,CTRE MÉDICO-CHIR RÉADAPT DES MASSUES,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,217,76.34,B,2-Stable,217.0,75.66,217.0,84.45,217.0,85.91,217.0,73.16,217.0,58.57,217.0,65.02
690782222,HOPITAL NORD OUEST - VILLEFRANCHE,690000575,CH NORD OUEST - VILLEFRANCHE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,65,70.17,D,1-Diminution,65.0,70.73,65.0,79.7,65.0,76.74,65.0,65.31,65.0,50.27,65.0,61.73
690782271,HOPITAL NORD OUEST - TARARE,690000625,CENTRE HOSPITALIER DE TARARE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
690000880,CENTRE LEON BERARD,690000880,CENTRE LEON BERARD,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,740,79.65,A,2-Stable,740.0,79.26,740.0,86.82,740.0,84.98,740.0,78.49,740.0,69.95,740.0,69.66
690781810,HOSPICES CIVILS DE LYON,690007539,HOPITAL FEMME MERE ENFANT - HCL,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,402,68.58,D,4-Non calculable,402.0,65.78,402.0,77.75,402.0,76.42,402.0,64.28,402.0,55.25,402.0,60.49
690781810,HOSPICES CIVILS DE LYON,690019849,IHOP - HCL,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
690022959,HOP PRIVE MÈRE ENFANT NATECIA,690022959,HOPITAL PRIVE NATECIA,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,786,66.45,D,2-Stable,786.0,66.81,786.0,73.43,786.0,75.65,786.0,72.29,786.0,57.68,786.0,45.77
690023239,CLINIQUE DU PARC LYON,690023239,CLINIQUE DU PARC LYON,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,651,79.78,A,2-Stable,651.0,77.54,651.0,85.22,651.0,86.23,651.0,79.14,651.0,70.18,651.0,73.04
690023411,HOPITAL PRIVE JEAN MERMOZ,690023411,HOPITAL PRIVE JEAN MERMOZ,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,1166,74.48,B,3-Amélioration,1166.0,73.12,1166.0,81.66,1166.0,83.65,1166.0,74.63,1166.0,48.49,1166.0,66.97
690042080,HOPITAL PRIVE NATECIA - GYNECOLOGIE,690042080,HOPITAL PRIVE NATECIA - GYNECOLOGIE,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
690780093,HOPITAL D'INSTRUCTION DES ARMEES DESGENETTE,690780093,HIA DESGENETTES,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
690780150,HOPITAL DE L'ARBRESLE LE RAVATEL,690780150,HOPITAL DE L'ARBRESLE LE RAVATEL,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,98,76.06,B,4-Non calculable,98.0,79.96,98.0,85.1,98.0,81.93,98.0,77.3,98.0,48.33,98.0,65.54
690780200,CLINIQUE EMILIE DE VIALAR,690780200,CLINIQUE ÉMILIE DE VIALAR,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
690780259,CLINIQUE SAINT CHARLES LYON,690780259,CLINIQUE SAINT CHARLES LYON,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,46,77.98,A,3-Amélioration,46.0,75.41,46.0,86.13,46.0,87.05,46.0,74.27,46.0,57.85,46.0,73.3
690780358,CLINIQUE DU VAL D'OUEST VENDOME,690780358,CLINIQUE DU VAL D'OUEST VENDÔME,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,317,73.64,C,2-Stable,317.0,72.73,317.0,81.68,317.0,82.86,317.0,70.69,317.0,58.74,317.0,62.97
690780366,CLINIQUE CHARCOT,690780366,CLINIQUE MEDICO-CHIRURGICALE CHARCOT,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,282,78.53,A,2-Stable,282.0,77.67,282.0,84.84,282.0,86.53,282.0,80.98,282.0,53.9,282.0,71.06
690780382,CLINIQUE DU GRAND LARGE,690780382,CLINIQUE DU GRAND LARGE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,32,73.28,C,4-Non calculable,32.0,74.96,32.0,76.68,32.0,82.08,32.0,68.87,32.0,57.6,32.0,67.29
690780390,POLYCLINIQUE LYON-NORD,690780390,POLYCLINIQUE LYON-NORD,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,222,74.62,B,2-Stable,222.0,74.52,222.0,80.99,222.0,81.38,222.0,74.09,222.0,59.16,222.0,66.34
690780416,GPE HOSP MUT LES PORTES DU SUD (EX CLINIQUE ROSERAIE),690780416,GPE HOSP MUTUALISTE LES PORTES DU SUD,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,30,68.63,D,4-Non calculable,30.0,71.39,30.0,77.81,30.0,73.26,30.0,70,30.0,44.92,30.0,57.48
690780648,CLINIQUE DE LA SAUVEGARDE,690780648,CLINIQUE DE LA SAUVEGARDE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,242,75.12,B,2-Stable,242.0,74.15,242.0,82.25,242.0,83.4,242.0,75.52,242.0,49.86,242.0,68.21
690780655,HOPITAL PRIVE DE L'EST LYONNAIS (EX POLYCLINIQUE PASTEUR),690780655,HOPITAL PRIVE DE L'EST LYONNAIS (HPEL),Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,63,72.01,C,1-Diminution,63.0,70.08,63.0,77.85,63.0,80.55,63.0,69.81,63.0,54.99,63.0,65.68
690780663,CLINIQUE TRENEL,690780663,CLINIQUE TRENEL,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,74,75.26,B,4-Non calculable,74.0,72.63,74.0,80.93,74.0,82.87,74.0,73.44,74.0,60.64,74.0,70.35
690781836,CLINIQUE MUTUALISTE DE LYON,690781836,CLINIQUE MUTUALISTE DE LYON,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
690782834,CLINIQUE DU TONKIN,690782834,CLINIQUE DU TONKIN,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,251,72.68,C,2-Stable,251.0,72.93,251.0,79.91,251.0,82.31,251.0,67.94,251.0,53.71,251.0,65.43
690781810,HOSPICES CIVILS DE LYON,690783154,HOPITAL EDOUARD HERRIOT - HCL,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,683,70.51,D,2-Stable,683.0,70.43,683.0,79.64,683.0,78.43,683.0,63.33,683.0,53.47,683.0,63.61
690781810,HOSPICES CIVILS DE LYON,690784137,HOPITAL LYON SUD - HCL,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,1375,72.06,C,2-Stable,1375.0,72.25,1375.0,80.79,1375.0,79.47,1375.0,67.47,1375.0,52.26,1375.0,64.61
690781810,HOSPICES CIVILS DE LYON,690784152,HOPITAL CROIX-ROUSSE - HCL,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,1545,71.57,C,3-Amélioration,1545.0,71.94,1545.0,80.14,1545.0,79.09,1545.0,70.14,1545.0,54.9,1545.0,60.37
690781810,HOSPICES CIVILS DE LYON,690784178,HOPITAL PIERRE WERTHEIMER - HCL,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,894,70.81,C,2-Stable,894.0,71.4,894.0,80.29,894.0,77.9,894.0,65.29,894.0,56.21,894.0,60.64
690781810,HOSPICES CIVILS DE LYON,690784186,HOPITAL LOUIS PRADEL - HCL,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,333,72.67,C,4-Non calculable,333.0,73.27,333.0,81.74,333.0,80.1,333.0,69.68,333.0,52.68,333.0,63.92
690781810,HOSPICES CIVILS DE LYON,690784194,HOPITAL DES CHARPENNES - HCL,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
690793468,INFIRMERIE PROTESTANTE,690793468,INFIRMERIE PROTESTANTE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,706,77.31,A,3-Amélioration,706.0,77.38,706.0,84.52,706.0,85.19,706.0,76.31,706.0,55.4,706.0,69.8
690805361,CENTRE HOSPITALIER SAINT JOSEPH SAINT LUC,690805361,CH ST JOSEPH ST LUC,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,677,73.68,C,2-Stable,677.0,73.53,677.0,81.86,677.0,80.72,677.0,74.99,677.0,57.46,677.0,62.32
690807367,POLYCLINIQUE  DU BEAUJOLAIS,690807367,POLYCLINIQUE DU BEAUJOLAIS,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,323,75.97,B,2-Stable,323.0,77,323.0,83.1,323.0,83.52,323.0,74.04,323.0,60.65,323.0,66.07
690807599,CLINIQUE DE L'UNION,690807599,CLINIQUE DE L'UNION,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
700780026,CH VAL DE SAONE PIERRE VITTER GRAY,700000011,CH VAL DE SAONE PIERRE VITTER GRAY,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
700004591,CHI HAUTE SAONE,700000029,GH HAUTE SAONE SITE VESOUL,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,108,69.28,D,2-Stable,108.0,68.09,108.0,77.52,108.0,74.58,108.0,66.05,108.0,60.92,108.0,61.34
700004591,CHI HAUTE SAONE,700780059,GH HAUTE SAONE SITE LUXEUIL,Bourgogne-Franche-Comté,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
700780174,CLINIQUE ST MARTIN,700780174,CLINIQUE ST MARTIN,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,40,76.3,B,2-Stable,40.0,77.5,40.0,82.17,40.0,81.74,40.0,73.83,40.0,55.99,40.0,70.17
700004591,CHI HAUTE SAONE,700780208,GH HAUTE SAONE SITE LURE,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
710006859,POLYCLINIQUE DU VAL DE SAONE,710006859,POLYCLINIQUE DU VAL DE SAONE,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,259,78.83,A,2-Stable,259.0,80.35,259.0,84.66,259.0,84.7,259.0,80.61,259.0,60.08,259.0,69.13
710780644,CH PARAY-LE-MONIAL,710010067,CH PARAY LE MONIAL LES CHARMES,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,101,73.17,C,2-Stable,101.0,74.44,101.0,79.71,101.0,76.98,101.0,75.68,101.0,59.1,101.0,63.85
710781451,CH AUTUN,710010786,CH AUTUN SITE PARPAS,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,34,71.26,C,2-Stable,34.0,72.11,34.0,78.3,34.0,77.16,34.0,71.77,34.0,61.11,34.0,59.56
710780917,HOPITAL PRIVE SAINTE MARIE,710780917,HOPITAL PRIVE SAINTE MARIE,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,215,74.37,B,3-Amélioration,215.0,73.37,215.0,80.13,215.0,81.28,215.0,73.63,215.0,60.12,215.0,65.9
710781410,CLINIQUE DU PARC,710781410,CLINIQUE DU PARC,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,62,80.6,A,4-Non calculable,62.0,81.61,62.0,86.37,62.0,85.87,62.0,80.36,62.0,71.38,62.0,70.55
710781824,CENTRE ORTHOPEDIQUE MEDICO-CHIRURGICAL,710781824,CTRE ORTHOPEDIQUE MEDICO CHIRURGICAL,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,239,78.63,A,2-Stable,239.0,81.05,239.0,82.63,239.0,83.61,239.0,80.78,239.0,68.29,239.0,68.03
710781592,HOPITAL LOCAL CHAGNY,710978107,HOPITAL LOCAL CHAGNY,Bourgogne-Franche-Comté,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
710781360,HOPITAL LOCAL BELNAY A TOURNUS,710978180,CENTRE HOSPITALIER BELNAY,Bourgogne-Franche-Comté,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
710781568,CH ALIGRE BOURBON LANCY,710978255,CH ALIGRE BOURBON LANCY,Bourgogne-Franche-Comté,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
710780958,CH WILLIAM MOREY  CHALON-SUR-SAONE,710978263,CH WILLIAM MOREY CHALON SUR SAONE,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,243,72.81,C,2-Stable,243.0,71.32,243.0,81.56,243.0,78.8,243.0,74.77,243.0,62.48,243.0,60.2
710780263,CH LES CHANAUX MÂCON,710978289,CH LES CHANAUX MACON,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,99,69.91,D,2-Stable,99.0,65.24,99.0,82.22,99.0,79.17,99.0,61.99,99.0,57.66,99.0,61.77
710976705,SYNDICAT INTERHOSPITALIER DE MONTCEAU-LES-MINES,710978313,CENTRE HOSPITALIER JEAN BOUVERI,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,57,73.97,C,4-Non calculable,57.0,77.14,57.0,82.47,57.0,77.55,57.0,76.97,57.0,61.79,57.0,58.87
710978347,FONDATION HOTEL DIEU DU CREUSOT,710978347,HOTEL DIEU DU CREUSOT,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,123,72.33,C,2-Stable,123.0,71.4,123.0,80.64,123.0,80.38,123.0,68.32,123.0,61.83,123.0,62.63
720000025,CENTRE HOSPITALIER DU MANS,720000033,CENTRE HOSPITALIER DU MANS,Pays de la Loire,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
720000066,CENTRE HOSPITALIER CHATEAU DU LOIR,720000124,CENTRE HOSPITALIER CHATEAU DU LOIR,Pays de la Loire,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
720000199,CLINIQUE DU PRE,720000199,CLINIQUE DU PRE,Pays de la Loire,1- Obligatoire,1- Oui,469,74.19,B,3-Amélioration,469.0,74.89,469.0,80.27,469.0,80.14,469.0,74.37,469.0,61.47,469.0,63.73
720000231,CLINIQUE DU TERTRE ROUGE - POLE SANTE SUD,720000231,CLINIQUE DU TERTRE ROUGE,Pays de la Loire,1- Obligatoire,1- Oui,42,72.11,C,3-Amélioration,42.0,76.54,42.0,80.82,42.0,78.65,42.0,72.09,42.0,64.51,42.0,50.4
720000249,CLINIQUE MEDICALE VICTOR HUGO,720000249,CLINIQUE VICTOR HUGO,Pays de la Loire,2- Facultatif,1- Oui,33,78.37,A,4-Non calculable,33.0,77.28,33.0,85.71,33.0,87.56,33.0,75.64,33.0,73.44,33.0,66.44
610780082,CENTRE HOSPITALIER INTERCOMMUNAL - ALENCON-MAMERS,720000470,CENTRE HOSPITALIER MAMERS,Pays de la Loire,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
720000140,CENTRE HOSPITALIER DE ST CALAIS,720000520,CENTRE HOSPITALIER ST CALAIS,Pays de la Loire,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
720006022,CENTRE HOSPITALIER LA FERTE BERNARD,720001437,CENTRE HOSPITALIER LA FERTE BERNARD,Pays de la Loire,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
720016724,CENTRE HOSPITALIER INTERCOMMUNAL,720016179,POLE SANTE SARTHE ET LOIR,Pays de la Loire,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
720017748,CENTRE MEDICO CHIRUGICAL DU MANS SITE DU POLE SANTE SUD,720017748,CENTRE MEDICO-CHIRURGICAL DU MANS,Pays de la Loire,1- Obligatoire,1- Oui,97,76.33,B,2-Stable,97.0,78.33,97.0,82.47,97.0,82.48,97.0,75.81,97.0,53.84,97.0,68.66
730000015,CENTRE HOSPITALIER METROPOLE SAVOIE,730000031,CHMS CHAMBERY NH,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,537,73.52,C,2-Stable,537.0,73.95,537.0,80.98,537.0,79.58,537.0,73.06,537.0,60.2,537.0,63.24
730002839,CH  ALBERTVILLE MOUTIERS,730000049,CH DE MOUTIERS,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
730780103,CH DE ST JEAN DE MAURIENNE,730000080,CH DE SAINT JEAN DE MAURIENNE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,35,76.42,B,4-Non calculable,35.0,70.86,35.0,85.53,35.0,81.54,35.0,78.82,35.0,68.51,35.0,65.86
730000015,CENTRE HOSPITALIER METROPOLE SAVOIE,730000098,CHMS AIX GRAND PORT,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
730780525,CENTRE HOSPITALIER DE BOURG ST MAURICE,730000247,CH DE BOURG ST MAURICE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
730002839,CH  ALBERTVILLE MOUTIERS,730000262,CH D'ALBERTVILLE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,180,70.5,D,2-Stable,180.0,68.05,180.0,80.44,180.0,76.35,180.0,68.54,180.0,63.18,180.0,59.09
730004298,HOPITAL PRIVE MEDIPOLE DE SAVOIE,730004298,HOPITAL PRIVE MEDIPOLE DE SAVOIE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,617,78.64,A,2-Stable,617.0,80.71,617.0,82.24,617.0,84.2,617.0,80.37,617.0,62.84,617.0,70.46
730012499,GCS CLINIQUE HERBERT,730012499,GCS CLINIQUE HERBERT,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,71,76.13,B,4-Non calculable,71.0,77.58,71.0,82.52,71.0,81.48,71.0,72.22,71.0,58.49,71.0,70.74
730000015,CENTRE HOSPITALIER METROPOLE SAVOIE,730783644,CHMS AIX REINE HORTENSE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,116,79.09,A,2-Stable,116.0,75,116.0,87.79,116.0,87.67,116.0,71.93,116.0,69.69,116.0,73.68
740781133,CH ANNECY-GENEVOIS,740000237,CH ANNECY-GENEVOIS SITE ANNECY,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,246,71.9,C,2-Stable,246.0,71.17,246.0,80.18,246.0,78.97,246.0,71.47,246.0,49.69,246.0,63.29
740781208,CH GABRIEL DEPLANTE,740000294,HOPITAL GABRIEL DEPLANTE,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
740781133,CH ANNECY-GENEVOIS,740000302,CH ANNECY-GENEVOIS SITE ST JULIEN EN G,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,90,71.96,C,3-Amélioration,90.0,69.7,90.0,81.69,90.0,78.74,90.0,70.12,90.0,48.42,90.0,65.77
740790381,CHI LES HOPITAUX DU LEMAN,740000328,HOPITAUX DU LEMAN,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,111,68.59,D,2-Stable,111.0,68.27,111.0,79.31,111.0,76.09,111.0,67.09,111.0,50.91,111.0,56.18
740014345,HOPITAL PRIVE PAYS DE SAVOIE,740014345,HOPITAL PRIVE PAYS DE SAVOIE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,536,72.62,C,2-Stable,536.0,73.61,536.0,78.92,536.0,79.35,536.0,73.61,536.0,56.32,536.0,61.25
